date,canasta_basica,combustibles,conflicto_bloqueos,conflicto_demandas_y_negociacion,desarrollo,divisas,minero_cooperativista,obras_publicas,productivo,salarios,sistema_financiero,transporte_tarifas,economia_negativo,economia_positivo
2023-06-29,1.3852,0.8774,1.2790,1.7584,0.7621,1.5743,0.9833,2.3866,0.7918,1.2548,0.6817,0.7034,20.9944,18.2581
2023-06-30,0.7800,0.5465,0.5627,1.1801,1.5134,1.4782,0.6495,1.8149,1.1855,1.2921,0.8016,0.9071,23.2913,19.3893
2023-07-01,1.4419,0.5266,0.6307,1.6087,1.6302,1.5626,1.1307,1.5129,1.0574,1.5218,1.3801,0.7717,32.8226,13.8447
2023-07-02,1.6956,0.3296,0.8745,1.3771,1.4378,1.7340,0.9987,1.9619,0.9557,1.0457,2.7143,0.5943,31.1132,19.9210
2023-07-03,0.8070,0.6715,0.5283,0.4013,0.4863,2.3496,1.7471,1.5244,1.7734,0.5109,0.6000,0.5231,36.4095,14.2404
2023-07-04,1.2229,0.1850,0.4312,1.4804,1.0244,1.5463,0.6116,3.0542,1.3488,1.4714,1.2668,0.5922,25.4175,19.2095
2023-07-05,1.6833,0.6197,1.1171,2.1180,0.9520,2.2127,1.0797,3.7642,1.0113,1.5174,1.4745,1.8190,15.7054,21.6247
2023-07-06,1.4114,0.3643,1.7042,3.0447,0.8448,1.3431,1.0889,2.2214,0.9293,0.7299,0.7854,2.3963,22.6661,19.3917
2023-07-07,1.4991,0.6274,1.6150,2.5788,1.2367,1.5218,0.8783,3.0000,1.0719,0.9775,1.1512,1.4959,20.2638,15.9414
2023-07-08,3.6260,0.2773,1.3319,1.7896,1.0353,1.5370,1.4571,2.5717,1.4542,1.1564,2.0425,0.4564,18.7434,24.0255
2023-07-09,1.5697,0.1297,1.1018,1.9464,1.4804,1.1872,1.6214,2.3241,1.7685,0.7966,1.4288,0.7918,24.7533,16.3460
2023-07-10,1.5751,0.0297,2.4011,1.8932,1.5649,1.9174,0.9608,3.8740,1.2503,0.6120,2.0840,0.7060,20.9267,30.9363
2023-07-11,1.2142,0.3198,1.7959,2.5542,1.5787,1.6135,0.7564,2.6152,1.3129,0.9427,1.4525,1.6219,23.2345,20.6169
2023-07-12,1.1586,0.1923,2.3613,2.3335,1.0716,1.4787,0.8516,2.6713,1.3398,0.9312,1.5246,1.6743,22.3349,14.5436
2023-07-13,1.3387,0.3405,2.6737,2.1022,1.0476,1.0957,0.4821,2.4539,1.3039,1.2086,1.6731,1.0744,26.7734,17.0834
2023-07-14,1.5993,0.2731,2.2567,2.4275,0.5548,0.8017,0.9029,2.3838,1.3575,0.6567,1.0444,0.6262,16.2074,24.8614
2023-07-15,1.1149,0.3116,1.2798,2.5202,1.1930,0.7513,0.3831,4.0473,1.1077,0.5090,2.0777,0.6095,11.6864,31.6035
2023-07-16,1.6499,0.2790,1.7245,1.8203,1.1752,1.3537,1.0757,2.7350,1.7593,1.1462,2.8086,0.6623,19.7931,21.6265
2023-07-17,1.4464,0.3450,1.4732,2.1965,2.0102,1.7583,1.5368,2.8023,1.2832,0.7291,1.6368,0.9834,17.9314,32.4794
2023-07-18,1.1351,0.3820,1.6686,2.2619,0.7411,1.6433,1.4745,3.4053,0.9347,0.5577,1.0231,2.1310,26.8810,14.2238
2023-07-19,1.0623,0.1369,1.9836,2.1477,1.4604,0.8425,1.0668,3.8050,0.7224,1.5468,1.1821,0.6065,20.7900,20.5323
2023-07-20,1.9209,0.3471,1.2514,1.8972,1.0295,1.4220,0.7759,2.9137,1.5587,1.2025,1.0210,1.2066,28.5835,20.4647
2023-07-21,1.4107,0.3382,1.5002,1.6310,0.8501,1.3705,1.6187,2.5891,1.3539,0.8971,0.5938,0.7957,17.2517,19.8280
2023-07-22,1.1871,0.4236,1.2433,2.3704,1.4843,0.6824,0.8159,3.2401,0.7615,0.9442,1.6246,0.7776,22.0088,15.3021
2023-07-23,1.5073,0.0816,1.6570,1.3421,0.8145,1.3151,0.9739,1.6426,1.6243,0.9811,0.9240,0.8224,25.1768,11.5863
2023-07-24,1.5699,0.0420,1.6480,2.0613,1.3601,1.2026,2.2365,1.8835,1.1605,0.6461,0.7834,0.8402,27.6259,13.2774
2023-07-25,0.6170,0.1943,1.8117,2.9357,0.8854,1.8855,0.7740,3.3204,0.8152,0.7560,0.8773,0.6991,20.4415,14.9623
2023-07-26,1.0438,0.5241,1.5842,2.4485,1.3580,1.8013,1.0754,3.1335,1.0203,0.5474,1.9783,0.9029,27.7769,14.2242
2023-07-27,1.3315,0.1150,1.7813,2.0070,1.0993,2.1177,1.6429,3.5238,1.1618,1.3047,1.7853,1.1314,27.8687,23.5422
2023-07-28,1.2967,0.6589,1.6952,3.2614,0.8196,1.9958,1.5149,5.2746,1.5159,0.7901,1.3199,1.4557,25.4881,20.4858
2023-07-29,1.0434,0.9995,1.8431,1.9490,1.9888,1.3669,0.7433,5.3547,1.7896,1.3810,1.8366,1.0028,13.8713,29.8396
2023-07-30,1.3503,0.7127,1.5036,1.9733,1.8511,0.9346,1.0170,4.3649,2.0995,0.9325,0.6510,0.8278,7.4417,34.2816
2023-07-31,1.8040,0.8399,1.6799,1.7767,1.2928,2.7547,1.4471,2.4235,1.4515,0.5699,1.2128,0.7728,19.2419,18.5090
2023-08-01,1.4889,0.4316,1.4897,2.1406,0.8913,1.4966,1.3145,3.9036,1.3182,0.6215,0.8736,0.6961,28.0229,20.9047
2023-08-02,1.0822,0.5202,1.7916,2.3390,1.0516,1.7370,0.3917,3.2254,1.3400,0.8385,0.9830,1.0864,32.8763,16.8004
2023-08-03,1.8608,0.6241,1.3528,2.1735,1.1970,1.1760,0.3529,2.9545,1.9383,1.8983,0.9061,1.0909,33.3650,20.7728
2023-08-04,1.7555,0.2814,1.9100,1.4460,0.8760,0.9310,0.7595,2.4432,1.0349,0.9074,0.7497,0.8314,15.8127,25.2343
2023-08-05,2.0121,0.5308,1.4564,2.0056,1.2440,0.8736,0.5985,2.2844,0.8821,0.9583,1.7935,1.1351,13.2058,33.6576
2023-08-06,2.9381,0.0550,1.6967,1.7016,1.0856,1.4598,1.4214,2.6344,0.4868,1.1914,0.9571,0.9210,13.3586,23.6122
2023-08-07,2.2110,0.4637,0.5456,1.2612,2.5070,3.3198,1.5459,1.9628,1.5730,1.0211,0.8560,0.6061,19.8101,23.0384
2023-08-08,2.5300,0.5711,0.2870,1.3330,1.4659,2.4134,1.1289,1.1062,2.1136,0.4886,1.1685,0.8233,28.6248,23.9668
2023-08-09,2.3868,0.3603,0.8854,2.4516,0.9732,1.7438,0.6860,2.4156,1.2329,1.7651,1.3823,1.1217,31.7698,15.1796
2023-08-10,1.0895,0.2717,3.3921,2.5175,1.2471,1.9485,0.9030,3.0720,1.3827,0.8348,0.8309,0.8188,26.9540,20.9722
2023-08-11,2.8980,0.1286,1.1372,2.8532,1.3143,1.8834,1.2575,2.8469,1.9754,0.9223,1.3115,0.9722,30.3442,18.4934
2023-08-12,1.6108,0.2284,0.8777,3.2938,1.4357,1.0340,0.6442,2.8430,2.3966,1.6819,1.6115,0.9513,25.8158,23.0128
2023-08-13,1.4842,0.9178,0.6853,1.9753,1.3099,1.6638,0.6147,2.2188,1.8775,0.5472,1.3796,0.8763,18.4333,20.0759
2023-08-14,2.1876,0.4170,1.3734,2.7978,1.0221,1.3227,0.7187,2.4053,1.9376,0.8270,0.9091,1.7688,30.7544,26.8245
2023-08-15,1.1746,0.7175,3.2803,4.3443,0.6377,1.3866,0.9739,2.7889,1.2750,0.7450,1.1140,3.8444,20.9911,26.7783
2023-08-16,2.0147,0.3384,3.1248,3.4198,1.2666,1.4915,0.8605,3.1971,1.9121,0.7067,1.9215,4.0486,26.0131,21.7552
2023-08-17,2.3320,0.4182,1.5880,2.7892,1.1420,1.8281,0.7777,2.9805,1.9023,0.8592,1.3265,1.9675,32.3041,17.8801
2023-08-18,1.3508,0.3754,2.2091,2.3882,0.8031,1.9373,0.9348,3.0677,1.1318,0.9459,2.1061,2.4550,25.4800,23.7717
2023-08-19,0.7985,0.4840,2.2765,3.6661,1.3068,0.9952,0.6910,2.8814,1.4607,0.5479,0.9355,1.3180,20.3139,16.1853
2023-08-20,1.5936,0.3233,2.7834,4.1027,1.1033,1.0886,0.6539,1.6963,2.3259,0.2220,0.9809,2.8138,19.5472,27.8863
2023-08-21,2.1618,0.4170,4.6416,2.0616,0.7966,1.7234,0.7146,1.8725,1.6633,1.1154,1.3161,1.6533,27.2812,31.6230
2023-08-22,1.2783,0.3878,5.3464,4.1449,0.9718,1.1749,2.8394,3.4048,1.2178,1.0909,1.1384,2.9467,21.4932,21.8382
2023-08-23,0.7912,0.2631,2.9162,2.9417,0.6100,1.0546,1.2845,3.4799,1.0406,1.2097,2.0551,2.9933,21.2494,18.2293
2023-08-24,0.9341,0.3018,3.6837,2.8052,0.9687,1.0350,1.3511,2.3769,1.5973,0.8102,2.1718,1.0418,25.4167,24.1693
2023-08-25,0.9623,0.2038,4.1777,3.4864,1.5213,0.9963,0.9059,3.5093,1.4128,0.6608,1.5657,1.8689,26.2021,20.5951
2023-08-26,2.3521,0.7185,1.7857,2.4582,1.5938,0.7705,0.6544,1.8051,1.7773,0.9938,0.9044,1.0110,24.7026,29.8591
2023-08-27,1.7458,0.4400,2.0442,2.2589,1.0674,0.8421,2.2619,2.6777,1.6833,0.6552,0.6517,0.7563,15.9043,20.7255
2023-08-28,2.0474,0.3029,2.2184,1.3009,2.2428,1.1599,0.3265,1.8392,1.4951,0.3431,1.0919,0.9163,22.5903,20.1138
2023-08-29,1.8124,0.6877,1.8366,2.5676,1.3083,1.2857,2.2211,2.0248,1.3736,0.7053,1.3464,0.9242,25.3308,13.2485
2023-08-30,0.7711,0.8873,1.4912,2.7668,1.5699,2.1023,1.8045,2.6249,0.9601,1.0459,2.0362,1.2218,29.5856,14.0464
2023-08-31,1.1011,0.4159,2.4950,3.5930,2.0125,1.2502,0.6485,2.4657,0.9899,0.6010,2.1839,1.1032,30.9544,17.3942
2023-09-01,1.2250,0.1926,2.6457,2.2892,1.4238,1.8894,0.7457,1.8417,1.7259,0.9903,1.4648,1.2148,24.6762,24.5016
2023-09-02,2.0198,0.7374,3.8038,2.8075,1.4627,2.6208,1.3816,2.6109,1.6843,0.8481,2.2118,0.7640,20.4289,26.2644
2023-09-03,1.3088,1.0320,4.9497,4.7523,1.1263,1.6818,0.9151,2.4992,1.7453,1.0735,2.0215,2.0746,27.1243,16.5303
2023-09-04,1.2450,0.1292,4.4755,2.1432,0.8546,1.8845,0.5792,2.2939,2.0571,0.7311,1.7427,1.1807,27.5569,20.1260
2023-09-05,0.9342,0.5323,2.9046,2.4519,1.3115,1.3152,0.6345,2.8457,0.9320,1.1030,0.8728,0.6510,28.4694,17.3640
2023-09-06,1.0486,1.0256,1.9708,2.3274,1.1197,1.1602,1.0905,2.4366,0.9657,1.2695,0.9034,0.8125,27.1257,11.2923
2023-09-07,1.1422,0.4648,0.8484,1.6641,0.7124,1.4286,0.5143,2.1972,1.2524,1.0790,1.0387,0.3925,24.0596,14.0935
2023-09-08,1.2535,0.4696,1.0650,1.9314,1.3911,1.4300,0.8560,2.6575,1.8993,1.1592,0.5893,1.3160,20.1535,22.3333
2023-09-09,1.0953,0.1978,1.6023,3.7876,1.3877,0.8633,1.2950,3.3606,1.6539,1.1857,1.0309,0.6941,24.7952,20.4446
2023-09-10,1.6738,0.1957,1.4196,1.6678,0.9934,1.4350,1.3039,3.6314,0.8248,1.8263,0.9824,0.7040,24.1513,22.5796
2023-09-11,0.8851,0.7315,1.5446,1.7804,1.1697,1.1558,2.5776,2.0292,0.7426,1.1192,0.9413,0.5933,27.0819,15.4299
2023-09-12,1.1662,1.0346,1.8953,3.3475,1.3380,1.0548,1.5242,2.8686,0.7567,2.2623,1.1793,1.5944,23.1976,22.8395
2023-09-13,1.8732,0.5005,2.1337,2.6077,1.8217,1.2212,0.8502,3.8678,2.2198,2.9165,1.0468,0.7507,28.3098,19.5505
2023-09-14,1.1634,0.5089,3.6695,3.5600,1.1402,1.9838,0.5295,3.5158,1.3860,2.6858,1.2972,0.6494,18.4696,22.9967
2023-09-15,1.1692,0.4342,2.5266,2.6277,1.0685,1.4987,0.9881,2.5206,1.8759,1.5793,1.2188,0.5882,24.7677,15.3396
2023-09-16,3.0366,0.2776,1.4977,3.0507,1.7895,1.7561,1.5874,2.0795,1.7889,1.2899,0.7155,0.7038,11.1764,19.2584
2023-09-17,1.5881,0.8681,1.6983,2.1079,1.2907,1.2112,1.4393,1.5903,1.5620,0.8433,0.4514,1.2085,23.0189,18.3580
2023-09-18,1.8075,0.3969,1.9942,2.4350,1.8483,1.7569,1.0946,1.6269,1.8803,1.7093,0.7867,0.9381,23.6400,14.8598
2023-09-19,1.4165,0.8474,1.6218,3.4777,1.2445,1.3525,1.0685,2.6519,1.5409,0.9909,0.4832,1.1177,23.9181,15.4771
2023-09-20,1.8648,0.3047,2.0015,2.7225,1.3400,0.8248,0.6112,3.5958,2.0608,0.8295,0.6783,1.3442,25.9499,13.1612
2023-09-21,1.8557,0.6552,1.1349,1.5011,1.8196,1.0408,0.7355,1.6072,1.7308,1.0152,0.4431,1.1138,21.4676,19.9019
2023-09-22,1.1430,0.2042,0.8643,1.8752,1.6180,0.7215,0.4810,2.7684,1.8106,0.5423,0.9799,0.8197,22.6602,15.9373
2023-09-23,1.3556,0.4764,0.7635,1.1628,1.7135,1.1083,0.5813,2.6599,2.1959,0.8942,1.1804,0.7636,19.1419,30.8118
2023-09-24,1.9050,0.7226,0.9910,1.3130,1.5769,1.6144,1.1677,3.4136,1.1697,0.7164,1.2478,0.7998,13.4735,36.2515
2023-09-25,1.7511,0.2936,0.8798,1.3407,2.8401,1.5362,1.4789,2.2669,1.5465,0.7145,0.9348,0.5458,16.9122,27.7625
2023-09-26,0.9736,0.2709,1.9860,3.5177,1.3964,1.1116,0.8057,2.3908,1.1372,0.2063,1.4016,0.3979,18.0922,23.8037
2023-09-27,0.7748,0.2319,0.7079,1.7488,0.9525,1.7779,0.5655,2.4695,0.8063,0.8777,0.9382,0.5247,28.6760,20.6379
2023-09-28,0.8462,0.3717,0.8467,1.6981,1.5678,1.2885,1.0705,2.6431,0.7465,0.8447,1.5521,0.5959,18.8431,18.8671
2023-09-29,1.1104,0.1726,0.6797,2.0468,1.3541,1.6425,0.9510,2.6450,1.1491,1.4341,1.3103,0.8189,24.0655,15.7232
2023-09-30,1.5893,0.5906,1.6411,2.2988,1.1428,1.8099,1.0338,2.5130,1.5079,1.0684,1.2116,1.4594,27.0236,20.3438
2023-10-01,1.7879,0.5081,2.0863,1.8147,1.0996,2.1105,1.4127,3.4288,0.8154,0.6724,1.2386,0.7264,26.4972,20.9438
2023-10-02,0.8679,0.2035,1.4570,2.2396,1.9730,1.5223,1.3909,2.6014,0.8132,0.8018,1.7596,1.3910,25.2503,27.2736
2023-10-03,0.8302,0.8847,2.0370,4.1752,1.4228,0.8526,0.8067,1.5218,1.2500,0.9946,1.9013,1.1188,26.3658,23.2501
2023-10-04,0.8177,0.2864,1.7280,3.1669,1.1190,1.2865,0.8334,2.0376,0.9875,1.4480,0.6808,1.3131,30.9918,10.7728
2023-10-05,1.6344,0.3482,1.2527,2.1477,0.9244,1.0357,0.6087,2.0590,1.4546,1.3238,0.6894,0.8064,32.7109,12.0855
2023-10-06,1.5158,0.4190,1.1897,3.3994,0.7546,1.5211,0.7969,1.8128,0.9254,1.1681,1.3405,1.3237,26.1979,18.6950
2023-10-07,0.9076,0.5488,1.0160,4.2258,1.7318,1.6157,0.5097,2.5121,1.5147,0.5755,1.0584,1.0474,23.6812,20.8508
2023-10-08,1.8687,0.9034,0.5121,1.9231,1.3418,2.3357,0.7533,0.9032,1.6351,0.7758,1.4515,1.5385,32.3264,14.1503
2023-10-09,1.1318,0.0959,0.5221,1.9228,1.0760,0.9063,1.1656,1.4437,0.7946,1.1184,0.8567,0.7297,24.3897,18.0664
2023-10-10,1.0761,0.7732,0.8873,1.4138,1.5309,0.5222,0.5627,2.5378,1.6717,1.7975,1.6427,0.7041,27.5955,13.9543
2023-10-11,0.8852,0.4864,1.5041,2.1039,1.5716,1.2556,1.0244,2.4502,1.0077,0.9517,1.4131,0.8964,28.0777,24.2367
2023-10-12,1.2128,0.5129,1.1882,1.9224,1.5154,1.4402,0.8650,2.5266,0.8476,0.5391,1.0253,0.4527,21.0702,24.2655
2023-10-13,0.9297,0.2308,0.9509,2.1896,1.7971,1.0461,0.8630,3.8378,1.3846,1.2183,1.1317,0.7114,21.7975,20.1861
2023-10-14,2.4972,0.2946,0.7609,1.4304,1.2895,0.6132,0.6409,2.2729,2.1535,0.6075,0.8945,1.3171,20.7123,34.5927
2023-10-15,1.7975,0.2965,0.6698,0.9697,1.2677,1.2449,0.7730,1.5866,2.7875,0.7096,0.9340,0.6518,31.9776,22.7633
2023-10-16,0.9931,0.8371,0.8182,1.4499,0.8729,1.1130,1.0514,2.2301,3.1462,0.6110,1.2210,0.5093,26.4553,19.2068
2023-10-17,1.0226,0.8844,3.6286,1.3712,1.5885,0.8521,0.5890,2.0135,1.7259,0.7093,1.1607,0.7921,22.6761,16.9270
2023-10-18,1.8163,0.3828,4.9195,1.8298,1.1114,0.7744,1.0167,1.7838,1.4962,0.6894,0.7988,1.2519,28.3056,14.1303
2023-10-19,2.1422,0.2408,1.7653,1.5983,0.9116,1.0823,0.8312,1.4469,1.4853,0.8054,0.6912,0.8473,21.5301,17.0898
2023-10-20,1.2515,0.3662,2.0217,3.0147,1.4468,0.5890,0.7564,1.8723,1.4999,0.5090,0.5914,0.9653,19.5342,18.0332
2023-10-21,2.7601,0.3159,0.7423,1.9960,1.2789,1.1386,0.6447,2.5467,1.1073,0.3196,1.3542,1.2704,28.9850,15.0179
2023-10-22,2.2529,0.2472,1.2375,1.4355,1.5180,1.5525,0.9322,2.8628,1.5359,0.4590,0.7134,0.6113,30.8019,23.7955
2023-10-23,0.7356,0.6173,1.1324,1.5220,1.4753,0.8170,0.3360,1.2784,2.1050,0.8334,1.4417,0.8298,28.4241,22.5832
2023-10-24,1.1567,0.2470,1.0370,2.1126,1.6486,1.1848,0.8426,1.7450,1.3212,0.6924,1.0549,0.3961,30.7600,14.1931
2023-10-25,1.3687,0.2654,0.7795,2.1719,1.5573,1.1692,0.6883,1.9149,1.1247,0.7452,1.2314,0.4581,22.5686,23.5868
2023-10-26,0.8384,0.6244,0.5943,2.5728,1.5608,0.5909,0.3195,2.5481,0.9812,0.5593,1.3953,0.4950,24.6577,17.7211
2023-10-27,1.4591,0.5771,0.6834,1.8777,1.3083,1.2135,0.5631,2.4237,1.4528,0.7330,1.6549,0.3998,29.4620,13.6254
2023-10-28,1.2857,1.1375,1.5709,1.7775,1.1438,1.4595,1.1782,3.0150,1.1732,1.2592,1.1379,0.6953,37.9287,21.5714
2023-10-29,1.8688,1.7558,2.2153,1.4364,0.9467,1.0112,0.9393,1.9957,1.0972,0.5091,1.6206,0.5560,28.5572,23.6786
2023-10-30,0.8858,2.9745,1.4665,1.7811,1.4172,2.1234,1.0326,2.2715,0.9500,0.7233,1.3269,0.6009,24.5301,21.8207
2023-10-31,1.8010,4.4944,1.1017,1.2342,1.4280,1.1953,1.1765,2.7338,1.6008,1.0229,0.9852,0.5414,28.6610,14.4717
2023-11-01,1.3768,2.1550,0.5302,2.2988,0.8934,0.5886,1.0704,2.6364,1.9541,0.6265,0.7423,0.6557,24.4985,22.1034
2023-11-02,1.7227,3.3703,1.0812,2.1296,1.2611,1.4832,0.8928,1.6579,1.8392,0.9513,1.6340,0.6010,29.7427,14.4532
2023-11-03,1.7666,4.1350,1.1347,1.4564,0.4020,0.6202,0.6946,3.1727,1.9649,1.2739,0.8763,1.0972,26.1444,26.7224
2023-11-04,1.5881,3.1859,2.0850,1.4093,0.6439,0.9338,0.6746,2.6539,0.9683,0.7935,1.7015,1.5077,22.8971,21.6267
2023-11-05,0.8468,1.4338,1.7165,1.9656,0.9083,2.2863,1.4300,2.2002,0.6643,0.4840,1.5471,1.3507,18.3146,20.9867
2023-11-06,1.0099,1.8526,1.5725,4.0489,0.4559,0.7563,2.0270,1.2881,1.0194,1.0736,0.7717,0.8179,27.7783,11.2827
2023-11-07,1.2306,0.9011,3.0440,3.7859,1.1380,0.4832,2.1347,3.0330,1.1773,0.6788,0.8779,0.5161,17.8204,19.9623
2023-11-08,0.8531,0.4919,3.6318,3.5290,0.9780,0.8812,3.8529,1.9755,1.2941,0.6547,1.2101,1.1829,26.3336,20.0073
2023-11-09,0.8931,0.6114,2.1778,2.0144,1.6876,1.5105,1.9723,1.9372,1.9801,0.6009,1.5792,1.0469,25.5229,25.0169
2023-11-10,1.0696,0.7838,2.1409,2.3046,1.2117,1.8781,1.8079,2.4878,1.5942,0.6874,1.3045,0.8692,13.6777,32.7793
2023-11-11,0.7172,1.1525,1.9117,2.3613,1.6193,1.0570,0.7441,2.6594,1.0308,0.6646,1.6720,1.0938,17.2909,18.5002
2023-11-12,1.6221,3.1614,1.4312,0.9999,1.2722,1.1195,1.1612,1.9899,2.1345,0.5432,0.4776,0.8972,38.6134,14.3935
2023-11-13,1.5112,1.0765,0.9981,2.4389,1.8264,2.8283,1.7100,2.8587,1.7431,0.4921,1.0182,0.3546,26.4418,15.6064
2023-11-14,0.9435,0.7492,1.0097,2.6369,0.9989,0.8492,0.8116,1.5972,1.9379,0.3890,0.7866,0.5981,34.2081,14.8484
2023-11-15,1.1958,1.8032,0.8499,2.3031,1.3601,1.5596,1.0081,1.7782,1.3670,0.9024,1.3421,0.7152,26.3629,12.1295
2023-11-16,0.9605,2.3457,2.0835,2.6245,1.1229,0.7222,0.5654,2.2043,1.3143,1.0263,0.8657,0.9726,34.2757,10.7308
2023-11-17,1.8226,1.5494,2.0123,3.2013,1.7219,1.1225,0.4561,3.1175,2.0443,0.8764,1.2836,0.8982,29.5490,18.7680
2023-11-18,1.4757,1.1395,1.2010,2.0059,1.3311,1.4813,0.8105,3.5390,2.3512,0.6505,0.8831,1.4046,23.8857,14.1168
2023-11-19,1.8677,0.1141,1.3776,1.1821,1.4496,1.6179,1.1852,1.2760,1.7709,0.3959,0.8614,0.4851,23.2332,16.8251
2023-11-20,0.5556,0.3428,1.1458,2.3472,1.1982,1.2175,0.6569,2.4556,1.7623,0.7419,0.9683,0.9642,32.6209,26.8138
2023-11-21,0.8586,0.6889,1.1123,2.5076,0.9026,0.7005,0.5204,1.3545,0.9675,0.5526,0.7020,0.5373,25.5106,16.4915
2023-11-22,1.2090,0.6212,0.9527,2.2947,1.0707,0.9549,0.5972,1.4082,1.1128,0.8972,0.7199,0.5148,19.1971,25.6266
2023-11-23,1.4098,0.7429,2.6601,1.8685,1.2859,1.3216,1.1288,3.5492,1.3328,0.5263,1.4265,0.5071,32.6971,12.6652
2023-11-24,1.2395,0.7068,1.8421,1.0753,1.2573,1.2052,0.9948,2.6599,1.3528,1.1109,1.3149,0.9168,17.5179,14.6534
2023-11-25,1.0263,0.7038,0.9384,1.9469,1.4569,1.0792,1.0531,2.9456,1.4027,1.4846,0.8836,1.6104,32.1584,12.3298
2023-11-26,1.0951,0.1982,1.3441,1.8511,1.8938,2.4696,1.1363,1.9766,0.6938,0.7101,0.9075,1.5315,20.3818,25.9194
2023-11-27,1.3818,1.0122,0.5754,0.8999,1.1205,1.3224,0.4881,2.0798,0.8032,0.4743,1.0135,1.0141,16.6268,15.9890
2023-11-28,0.6009,1.2898,1.2461,1.9097,1.6406,1.9481,0.9214,2.9171,0.9687,0.7655,1.5999,2.2544,21.0607,15.4761
2023-11-29,1.2800,3.9053,0.9892,1.1514,1.3099,2.1043,0.8630,3.8398,1.4617,0.6959,1.2732,2.4487,36.8252,15.1800
2023-11-30,1.2680,2.5888,0.7726,1.6750,1.0850,2.0700,0.7497,2.2946,1.1930,0.8684,1.4098,1.0668,24.2463,14.7643
2023-12-01,0.9949,1.9118,1.3096,1.9075,1.1030,1.7283,0.9333,2.1603,1.3649,1.6495,1.7553,0.4026,26.7925,16.9123
2023-12-02,1.7444,1.8162,2.5158,2.3038,1.1971,1.4211,1.2256,3.3917,1.7208,1.2712,1.7906,1.2610,26.8504,21.0003
2023-12-03,1.3224,2.0008,2.6624,2.4724,0.9643,1.1705,0.9707,2.3355,0.6257,0.9171,0.9332,0.8217,28.6576,17.6706
2023-12-04,1.0304,1.4670,4.7668,3.3656,0.9590,0.8129,0.7630,2.2339,2.1112,0.6281,0.9930,1.1803,24.8877,16.7589
2023-12-05,1.1903,2.7708,3.5010,2.8463,0.9091,0.9939,0.4934,2.7450,1.7257,1.3033,0.6735,1.1018,30.4162,11.2833
2023-12-06,0.9001,2.0045,2.7488,2.6486,0.6737,1.2994,1.0504,3.1963,1.3378,1.8002,0.8184,0.9574,25.0228,13.1725
2023-12-07,1.3924,2.7716,1.8539,2.2027,1.3325,2.0665,0.5823,2.7157,1.4352,1.0073,1.3302,1.3570,21.9411,8.5161
2023-12-08,1.6831,1.4219,0.7691,1.8951,0.9417,1.1268,0.3406,2.8076,1.3051,1.3363,1.4297,0.9777,25.1966,24.3029
2023-12-09,1.6380,1.0650,0.8622,2.2197,1.4279,1.4269,0.7067,1.6983,1.4844,0.8825,1.3745,0.4017,12.3329,37.5771
2023-12-10,1.7329,0.9927,0.6964,1.4608,0.9467,2.2419,1.6500,1.9247,1.2909,0.9871,0.8660,0.5530,20.6303,13.4159
2023-12-11,1.6950,1.0846,2.3181,2.1755,0.6508,2.0103,0.8338,4.3778,1.4957,0.6522,0.6128,0.6738,18.2899,20.9179
2023-12-12,1.7149,0.9403,2.5965,1.4579,1.0203,1.1622,0.6911,2.1972,1.0299,0.4178,0.9167,0.5839,22.6269,19.6743
2023-12-13,1.2707,1.6650,1.3303,1.9805,0.4358,0.9294,0.7458,2.4691,1.3665,0.3737,0.7071,1.1387,12.1043,27.8779
2023-12-14,2.0364,0.6604,2.4947,1.4294,1.2109,2.1450,0.8836,2.9824,1.1842,0.9201,1.3386,0.5780,22.2620,23.8246
2023-12-15,1.3908,0.5567,1.2598,1.5730,0.8309,1.9105,0.9378,2.7570,1.7069,0.7668,1.3167,1.3460,21.6575,17.6129
2023-12-16,2.4433,0.4086,0.9579,1.1046,0.8731,1.8310,1.3797,2.8998,2.1779,1.1051,2.0655,0.6220,22.2742,17.2659
2023-12-17,1.2494,0.6150,0.6837,1.3580,0.8416,1.4608,1.4145,1.1030,1.0685,1.4364,0.9695,1.2052,21.8688,22.9156
2023-12-18,1.3689,0.0268,1.2135,0.4151,1.0805,3.4536,0.6697,2.1856,0.9477,0.2973,0.7735,0.6160,19.9602,16.6744
2023-12-19,1.4397,0.4060,0.4304,1.3587,1.5014,1.0871,1.6922,2.4076,1.7743,1.7038,0.9184,0.5946,24.0310,22.8649
2023-12-20,2.3804,0.6184,1.0961,0.9453,1.0664,1.4676,0.9214,1.9356,1.6856,2.6027,1.2297,1.1064,27.0393,19.0880
2023-12-21,2.6757,1.0403,2.3668,1.4200,1.4432,2.9695,1.0207,1.9416,1.0496,1.2973,2.1681,0.8350,17.0457,26.0998
2023-12-22,2.7064,0.9280,1.3076,1.1473,1.9112,1.6362,0.4621,3.6375,1.6275,0.9834,2.0928,0.7631,25.3797,21.2611
2023-12-23,2.6204,0.7606,0.5339,1.0232,1.4403,1.2196,0.9015,2.3902,0.6035,1.5963,0.7960,0.7732,35.4236,13.6440
2023-12-24,5.4789,0.1177,0.6735,0.8043,0.7709,2.2739,2.2444,2.7502,0.5376,1.3563,0.8842,1.1435,34.8586,17.9406
2023-12-25,4.1493,0.0313,0.7198,1.8123,3.3919,3.0604,0.7758,0.4024,3.0077,0.6764,0.9810,0.3444,25.9124,17.6753
