date,canasta_basica,combustibles,conflicto_bloqueos,conflicto_demandas_y_negociacion,desarrollo,divisas,minero_cooperativista,obras_publicas,productivo,salarios,sistema_financiero,transporte_tarifas,economia_negativo,economia_positivo
2023-02-04,2.8754,0.1412,0.9590,1.4792,0.5980,1.0778,0.6621,2.0803,1.0870,0.7853,0.8278,0.8594,27.0927,21.9668
2023-02-05,2.2362,0.2103,1.6562,1.2737,0.9797,0.8855,0.9341,1.7165,1.5772,1.0071,0.9759,0.8211,18.6513,16.6682
2023-02-06,1.6292,0.4235,1.0575,1.1765,1.0871,0.8528,1.3860,1.3937,2.0866,1.2977,0.8585,0.9330,29.5403,18.8241
2023-02-07,2.0997,1.2787,1.8022,1.5039,0.6406,1.9822,0.7781,1.5592,1.6924,0.7609,0.8777,1.1897,28.6578,15.8078
2023-02-08,1.2926,1.8761,0.9749,1.4275,0.9907,1.6383,0.6043,1.4960,1.6551,0.8030,0.8795,0.5457,27.6336,21.0310
2023-02-09,1.1514,0.4128,0.7074,1.6010,1.0964,2.5044,0.7379,2.2211,1.2860,0.6524,1.4291,0.5257,27.2433,24.5318
2023-02-10,1.4443,0.3752,0.5166,1.2701,0.7176,1.4997,0.8559,1.3398,1.5183,0.8133,1.1843,0.8333,25.2440,15.5441
2023-02-11,1.5238,0.2737,0.5077,1.4339,0.5544,2.4422,0.7687,2.8912,2.1592,0.4868,1.1496,0.6847,15.8959,32.7360
2023-02-12,1.6328,0.1069,0.5314,1.3163,0.7395,1.1943,1.0745,1.4218,0.5981,0.4708,0.9381,0.6309,28.0478,8.4816
2023-02-13,1.3833,0.1167,1.4915,1.1679,0.6238,2.1654,0.5721,0.8851,0.9596,0.3959,1.0167,0.3328,22.1454,26.3582
2023-02-14,1.2269,0.4374,1.4175,2.5368,0.7203,1.3463,0.8661,2.4722,1.0881,1.0467,0.8462,0.9464,20.5060,26.1621
2023-02-15,1.0312,0.3133,0.5895,2.8074,1.6350,2.2985,0.7923,2.1770,0.8465,0.6970,1.7589,1.1339,14.1062,26.2097
2023-02-16,0.8185,0.3250,0.8041,1.8297,0.9793,1.3113,0.6721,1.8414,1.1316,0.5407,1.3738,0.7315,12.0496,26.4938
2023-02-17,0.9927,0.1724,0.7708,1.2390,1.0491,0.8635,0.6091,2.0840,0.8544,0.8365,1.1043,0.5245,19.7742,25.5640
2023-02-18,1.0244,0.0948,1.5969,1.3831,0.8126,1.2853,1.0750,1.7163,1.1086,0.6513,1.5920,0.5988,22.8361,12.2631
2023-02-19,2.1233,0.4191,1.2424,0.7356,0.9908,1.1333,1.4147,1.3741,0.3489,0.6429,1.4179,0.9494,31.7054,5.8482
2023-02-20,0.6612,0.1976,1.2199,0.6998,0.1432,1.1374,0.9185,1.3890,0.5410,0.2761,0.4777,1.2300,29.8828,25.5035
2023-02-21,0.8151,0.1972,0.6290,1.1960,0.5098,0.8004,0.8015,1.3640,1.5676,0.6160,1.3955,0.3326,26.0069,6.3753
2023-02-22,1.4824,0.0903,0.5869,0.7796,1.0827,1.4078,1.8374,2.1920,1.2343,0.3800,0.6621,1.4995,26.1061,11.7315
2023-02-23,1.2176,0.2173,0.5997,1.1730,0.5628,0.7916,0.9103,2.2055,0.9042,0.1557,0.7883,0.8903,21.3009,21.3071
2023-02-24,1.4211,0.6778,0.8007,1.1259,0.6785,1.8165,0.8311,1.3322,1.1072,0.8727,1.1100,0.6862,18.1360,23.5391
2023-02-25,1.2792,0.4183,0.5005,1.1119,0.5878,1.7028,1.1594,2.5461,1.2393,0.3819,0.8818,0.7806,18.1597,20.0463
2023-02-26,1.3191,0.1100,0.8408,1.3589,0.9674,1.7015,0.6498,1.4410,1.0912,0.2049,0.9336,1.0805,33.5233,14.9704
2023-02-27,0.6037,0.1047,1.4799,1.7125,0.9305,2.3918,0.7196,2.1708,0.3520,0.3167,1.3241,1.0918,21.0217,20.7332
2023-02-28,1.0287,0.5604,1.6329,1.1024,0.9403,1.3254,0.9670,2.0484,0.7533,0.5326,1.0507,0.5251,25.3665,21.0134
2023-03-01,0.8438,0.2425,0.8313,1.1327,0.9291,1.6896,0.7135,2.1213,1.5938,0.9928,0.8749,1.1091,20.2700,14.1594
2023-03-02,1.1213,0.2339,0.7105,1.4639,0.7683,2.1730,1.0033,3.1050,0.8290,1.8750,1.1013,0.6972,23.7888,25.2321
2023-03-03,1.5021,0.5786,1.4359,1.1333,1.1341,1.8664,0.6648,2.9762,1.1222,1.0901,1.6037,1.1699,18.5710,14.8921
2023-03-04,1.5963,0.3878,1.7735,1.6581,0.8587,3.9415,0.4027,2.1873,1.5694,1.4161,1.0941,1.0993,19.8363,17.3876
2023-03-05,1.1910,0.1950,1.6749,2.0834,1.1275,2.4685,0.8081,1.2843,0.8408,0.8807,0.8521,1.0920,19.6944,22.6849
2023-03-06,0.9174,0.2376,2.3063,1.6919,0.9951,1.6038,0.6396,1.9915,1.4668,0.5111,1.3843,1.2427,14.6176,19.4593
2023-03-07,1.0386,0.3588,2.6523,2.4920,0.7525,3.9333,0.5243,3.1667,1.1455,0.3999,1.1386,0.5285,19.8158,13.0552
2023-03-08,0.8316,0.5086,2.9287,2.8489,0.6803,4.0781,1.0292,3.0096,1.0876,1.1471,0.8456,0.8521,20.9926,13.3900
2023-03-09,0.8030,0.5221,2.3118,2.8416,1.1305,2.7044,0.7347,3.0031,0.8379,2.3604,1.1529,0.6239,20.0897,17.0412
2023-03-10,0.5608,0.3329,1.9113,3.7932,1.1006,4.8074,1.3046,2.3513,1.2109,1.9127,1.1732,0.4539,15.5390,13.6887
2023-03-11,1.3586,0.3435,1.9399,4.8963,1.2217,3.6460,1.2331,1.7810,1.3809,1.6103,0.9549,0.7380,19.8589,19.2230
2023-03-12,0.9527,0.3422,4.3936,2.3983,1.0404,2.1677,0.8172,1.8432,1.4458,0.8466,1.2544,0.6073,14.2735,21.8636
2023-03-13,1.0638,0.3743,4.9924,3.3298,0.5864,3.5307,0.8096,2.2126,0.9088,0.8323,0.4521,0.6145,29.1758,14.9700
2023-03-14,1.0216,0.2918,4.7099,4.4741,0.6343,3.1205,1.0592,3.6467,1.1097,1.2472,0.7999,0.5842,31.1153,17.7352
2023-03-15,1.2314,0.2706,4.1099,5.7209,0.7581,1.6974,0.7334,3.9212,0.5676,1.7514,1.9725,0.6177,30.4578,15.4079
2023-03-16,1.2273,0.6888,3.2967,5.5476,0.8239,2.1799,0.9634,4.1955,0.7421,1.6667,3.6863,0.2841,19.1493,20.0438
2023-03-17,1.1964,0.4976,1.2300,2.6670,1.3082,1.9023,0.3974,2.8775,0.7745,2.0574,2.3611,0.3758,23.3275,17.3397
2023-03-18,1.2215,0.4638,1.9971,3.8453,0.6527,2.1937,1.1334,4.3358,1.1358,1.6498,1.1842,0.4523,15.5409,19.0500
2023-03-19,1.5388,0.3660,3.6490,1.4822,1.2364,2.3200,1.3240,2.0104,0.7442,0.6118,1.5372,0.7427,24.3974,16.4436
2023-03-20,1.0036,0.0723,1.5402,3.2032,0.9089,2.5482,0.7627,2.9155,1.8334,1.0360,1.3430,0.7528,26.1960,18.5017
2023-03-21,1.4356,0.1163,1.8551,4.1020,1.1596,3.2724,0.6559,3.0782,1.9035,1.3676,1.8426,0.5983,26.3752,12.6023
2023-03-22,1.2107,0.3217,1.9571,5.1588,0.6205,1.6421,0.5613,2.5322,0.8257,1.2920,1.0959,0.7853,24.5194,15.8587
2023-03-23,1.0958,0.5556,1.3591,4.5509,1.1092,1.7875,0.8541,2.0558,0.8644,1.1536,1.0020,1.4420,26.3968,14.3810
2023-03-24,1.3801,0.9994,1.1442,3.6791,0.8618,2.1577,0.6867,2.2723,1.0823,2.0474,0.7692,0.8179,28.3666,12.9746
2023-03-25,1.3420,0.3207,2.4572,3.2473,0.9657,1.8167,0.9279,2.6495,1.1835,1.4421,1.2172,0.9405,24.0855,13.7173
2023-03-26,1.1142,0.3792,1.0113,3.4445,2.5324,2.0883,1.1340,1.9289,1.1086,1.0021,1.2259,1.5320,13.5490,25.8612
2023-03-27,1.3943,0.7380,1.6059,2.3867,1.0100,1.8182,1.0007,2.1847,1.6861,1.3489,0.9275,0.5781,31.4464,17.6713
2023-03-28,1.5367,0.1733,1.0724,2.7987,1.3248,1.6804,0.8634,2.5671,1.4766,1.1509,0.9546,0.8220,26.3974,14.9222
2023-03-29,1.0973,0.3017,0.9709,3.8621,1.4446,2.5152,1.1631,2.5422,0.8942,2.6259,1.3952,0.8419,30.3662,10.5205
2023-03-30,1.8783,0.4108,1.6529,3.3684,0.6282,2.2364,1.2688,1.7400,1.1738,2.1144,0.9108,1.0750,28.4777,13.4624
2023-03-31,1.4526,0.4043,2.5196,3.9574,0.6823,2.0262,1.2372,2.4464,1.2963,1.8261,0.5277,0.7259,23.0508,12.5997
2023-04-01,0.7315,0.3644,1.9665,5.1106,1.1275,1.4573,0.9219,2.9248,0.7533,0.9670,0.4576,1.4148,30.7149,15.7270
2023-04-02,2.8170,0.2925,0.9924,3.0600,1.6418,1.3131,0.9826,1.4022,1.0689,0.7412,0.5606,1.5539,22.2628,12.6932
2023-04-03,2.0365,0.1345,0.8948,2.7010,0.8398,3.0067,0.9676,2.8747,1.6000,1.1991,1.1415,0.4186,23.0324,17.3198
2023-04-04,1.5384,0.3090,1.1388,3.0825,0.9335,2.7705,1.0746,2.0617,1.0804,1.0272,0.9172,0.4587,23.7643,15.7370
2023-04-05,3.3162,0.4371,1.3905,2.8192,1.2446,2.2538,0.5091,2.9453,1.0982,0.8278,1.8271,0.8080,18.7696,13.2834
2023-04-06,2.2064,0.4788,1.4087,3.3093,1.1342,3.2613,0.9673,2.8397,0.7342,0.9951,1.7323,0.6155,19.3564,17.9871
2023-04-07,3.6405,0.2785,1.1526,1.8216,0.7425,3.7521,0.5064,1.7591,1.1673,1.4578,1.5268,0.8793,21.2459,8.3064
2023-04-08,2.8301,0.1399,1.2721,1.9038,0.8113,2.6863,0.6114,3.1474,1.1529,1.2149,1.3014,0.4683,23.0941,17.7153
2023-04-09,2.7269,0.3346,1.4155,2.1681,0.3406,1.4931,0.5899,0.8254,1.2864,0.7196,0.5799,1.0831,32.3152,12.1722
2023-04-10,1.7141,0.6798,1.1287,3.2461,0.9857,3.7232,0.9889,1.8088,0.8971,0.6829,1.0914,1.1674,17.6942,18.5632
2023-04-11,1.9414,0.4752,1.9035,3.9045,1.2010,2.0376,0.6376,2.4932,1.6040,1.1368,0.9584,1.0150,25.6724,19.5902
2023-04-12,0.9540,0.3538,1.3261,4.1487,0.8104,2.0969,0.3608,3.6716,1.6083,1.0274,0.8938,1.0456,23.2439,21.2387
2023-04-13,1.7197,0.1729,1.7286,3.3159,0.9006,3.1021,0.6441,2.4259,1.3397,0.5097,1.2740,0.4780,25.1650,7.8277
2023-04-14,1.3283,0.4346,1.6923,3.3742,1.2741,2.3249,0.5892,2.4342,1.7829,0.9422,1.2026,0.7655,22.9369,15.7035
2023-04-15,1.6846,1.2572,1.3752,2.6307,0.6821,1.8390,0.5637,2.6157,1.6283,1.2295,0.8571,0.5498,23.4411,21.0701
2023-04-16,1.4477,0.6847,0.8896,1.5855,0.8665,2.1395,1.8631,2.0782,1.8882,1.3006,1.5874,0.6236,19.7514,20.9166
2023-04-17,1.4784,0.9411,1.1664,1.6942,1.0907,3.3374,1.2480,2.1875,1.6112,1.5242,1.4026,0.7007,28.6364,17.6267
2023-04-18,1.0714,0.3502,1.4567,3.6273,1.3278,2.0733,0.9241,2.8203,0.8449,1.1454,1.3132,0.6078,23.9793,18.9948
2023-04-19,1.5505,1.4684,0.9750,4.0153,1.0801,0.8586,1.5545,2.1129,1.8808,1.0882,1.4605,0.7734,26.7423,19.4192
2023-04-20,0.8006,0.9582,1.0594,2.8180,0.8394,1.8471,0.5442,2.9400,0.7127,1.3375,3.9233,1.0296,26.0519,12.1714
2023-04-21,1.4933,0.5192,0.8642,3.0411,0.7580,3.2274,1.2431,2.5072,1.3132,3.1544,2.5788,1.1952,22.8401,13.0784
2023-04-22,1.5141,0.2195,1.5520,3.8261,0.9227,3.3371,0.6943,1.8145,1.5277,1.6730,2.1634,1.3164,27.2113,17.3708
2023-04-23,0.7918,0.7862,2.3135,1.7363,1.3452,3.5535,1.2988,1.3378,0.8840,1.3695,3.1314,1.1100,32.5801,14.4816
2023-04-24,1.0608,1.4634,2.0874,2.2073,1.0213,1.8880,0.8648,2.1020,2.6393,1.0629,1.6093,0.6445,22.3223,11.3369
2023-04-25,1.3709,0.6083,1.3745,2.3314,0.7387,3.0500,0.6370,1.8850,1.5151,1.6436,1.4533,0.7146,25.7441,11.1300
2023-04-26,1.1391,0.3720,1.2709,3.8025,0.8010,2.1738,0.6462,1.7384,0.9445,2.2146,3.0271,1.0170,35.9499,9.2530
2023-04-27,1.2402,1.1338,1.5259,3.3083,0.6044,2.1983,0.7982,1.8238,1.3965,3.0237,10.6231,0.6093,34.3420,8.6132
2023-04-28,1.0618,0.2147,2.5857,3.9237,1.1459,5.0168,1.0303,3.3960,0.8829,4.8262,4.4571,0.6025,33.3577,13.5508
2023-04-29,1.4085,0.6785,0.9405,2.7632,1.5333,2.6686,0.9643,1.7576,1.3499,2.0982,3.1320,0.6358,28.0543,22.7062
2023-04-30,2.2781,0.7727,0.8077,1.8629,1.5091,1.8932,0.9738,1.2390,3.0002,2.2344,1.1186,0.8441,21.0800,26.0796
2023-05-01,1.8927,1.1401,1.4556,1.6026,0.8374,2.5004,0.6671,1.4632,2.9427,3.6964,3.0330,1.0034,20.2896,14.6407
2023-05-02,1.0434,2.8991,1.1479,2.0071,0.7584,2.9194,0.4661,1.5164,1.5941,3.9874,1.1909,0.2743,22.5419,14.3539
2023-05-03,1.4536,0.5233,1.1630,2.4788,0.9352,2.7279,0.8207,1.4661,0.7529,1.6906,1.2436,0.5054,24.3084,10.9683
2023-05-04,1.3915,0.3825,0.9428,2.8524,0.8944,1.9175,0.5837,2.8562,1.0529,1.7562,2.2389,0.8064,21.4711,15.5408
2023-05-05,2.4496,0.5519,1.9302,2.8158,1.2271,2.2486,0.7246,2.3450,1.3877,1.6151,1.2587,1.1307,19.6376,24.5343
2023-05-06,1.7655,0.6730,0.8039,3.1727,1.0442,2.6340,0.4082,2.7878,1.8226,1.4158,1.5324,0.8067,21.4594,15.6301
2023-05-07,2.1190,0.8182,0.8942,1.3376,0.3469,2.3506,0.8043,0.9847,1.6094,0.9187,1.3369,0.7326,17.4521,17.6141
2023-05-08,1.5509,0.5619,0.5188,2.0664,1.0099,1.7124,1.0741,2.4301,2.7018,0.8846,3.1683,0.5246,27.5820,13.8665
2023-05-09,2.1848,1.1551,0.8036,2.0673,0.9556,1.3794,0.5150,2.6755,2.7256,1.3745,1.4137,0.5537,33.4950,11.9861
2023-05-10,2.3914,0.8831,0.7785,1.6424,0.7380,1.3169,0.5578,3.0148,2.2903,1.3035,2.1263,1.0932,21.0414,20.4093
2023-05-11,2.8234,0.7885,0.4650,2.1507,0.7934,2.5135,0.8862,1.6146,1.6982,1.5004,3.1967,0.7514,35.1946,10.6803
2023-05-12,3.9621,0.8991,0.4445,1.3571,0.7772,1.5685,0.8866,2.1274,1.4452,1.2130,1.9683,1.2939,20.6294,14.3312
2023-05-13,3.8594,0.4202,0.6955,1.6523,0.9993,1.8712,0.6156,2.2851,1.8065,1.0872,4.3672,1.2447,26.8381,6.5435
2023-05-14,2.1089,0.2443,0.7540,1.1160,0.8535,2.8454,1.0745,1.7617,0.8259,1.2635,3.6245,2.3812,29.8824,20.9035
2023-05-15,2.2952,0.3022,0.1591,1.0259,0.3503,1.8972,1.2446,2.4788,1.8032,1.0903,1.8682,1.0610,23.2721,18.7866
2023-05-16,1.4094,1.5907,1.1180,1.2997,1.0372,1.1542,0.4258,2.6679,1.8610,0.9961,3.2061,1.1676,25.3647,21.0950
2023-05-17,2.1720,1.1272,1.0079,1.8176,0.6624,1.5110,0.5295,2.1361,1.5773,1.4673,1.5384,1.3549,30.4038,18.1070
2023-05-18,1.3185,0.9333,0.9560,2.5526,0.9087,0.9255,0.6639,2.5243,1.0753,0.9365,1.1303,0.4700,31.2368,16.1401
2023-05-19,3.4320,1.5471,1.5997,2.6249,0.8417,1.0668,0.7198,1.8413,1.8238,1.0331,0.5985,0.5942,23.5976,15.3278
2023-05-20,3.2486,0.9024,0.7736,1.3737,0.8232,0.8118,0.7083,3.7450,1.4033,0.9232,1.6695,0.4288,19.5363,16.3874
2023-05-21,1.6083,0.1373,0.6311,0.7349,1.5270,1.8487,0.8431,1.8514,1.0532,0.9770,4.2328,1.1400,24.2555,16.1578
2023-05-22,1.3789,1.5093,1.4329,1.1562,1.2212,1.5604,1.3450,1.5444,0.7010,0.6617,3.4213,0.7781,25.8181,13.2768
2023-05-23,2.1687,0.3362,0.5964,1.5618,0.6120,1.5934,0.8814,1.5207,0.4544,1.1611,2.4266,0.8815,25.4570,12.8346
2023-05-24,1.4732,0.8761,1.0608,1.6289,1.1755,1.1401,0.7811,3.1841,0.8090,1.3255,2.3080,0.5785,34.4730,13.7189
2023-05-25,1.3596,0.3331,1.0148,1.6985,0.5904,1.0016,0.9997,3.5867,0.7566,1.6980,2.2239,1.1233,29.0040,15.7983
2023-05-26,1.4598,1.3167,1.5746,1.9471,0.9203,1.3208,0.7765,3.5030,0.6733,3.7707,1.7859,0.6917,31.7705,13.8075
2023-05-27,2.1068,0.3876,0.8482,1.1940,0.3541,1.4400,0.4695,2.9335,1.0546,3.4812,2.9632,0.5323,29.0357,13.5427
2023-05-28,1.3609,0.4360,0.7526,0.3343,0.6579,1.8157,0.6423,2.7304,0.9502,1.4903,2.1651,1.0891,37.6891,7.0550
2023-05-29,1.8992,0.7315,0.7811,0.5082,0.7845,1.3707,0.2909,0.9897,1.1359,5.0947,2.3718,0.5183,27.6594,10.0911
2023-05-30,1.4471,0.3942,1.0469,2.0034,0.8355,0.9273,0.7342,3.0513,1.1739,3.7203,2.5291,0.6828,26.4910,14.6338
2023-05-31,1.0255,0.6553,0.9349,1.7546,1.6794,1.1853,0.5030,2.7205,2.0488,2.8079,2.4254,2.0453,19.2376,14.5643
2023-06-01,1.8804,0.2832,1.4597,1.2853,0.5998,1.4577,1.3278,1.8068,1.3910,5.0056,3.2577,0.6318,21.1593,14.8962
2023-06-02,0.9952,0.3030,1.3775,1.6446,0.6760,1.8765,0.9832,2.2014,1.5368,3.3079,2.0548,0.7106,19.3222,13.2970
2023-06-03,1.4360,0.4948,1.8676,2.0204,1.2274,1.2220,0.7072,1.7407,0.9210,3.5457,1.5597,0.9766,19.9890,11.4941
2023-06-04,2.2964,0.7561,1.5636,1.0681,0.9117,1.4730,1.3582,1.4315,1.7537,1.2353,1.0460,1.0652,22.5959,22.0042
2023-06-05,1.5785,1.1941,1.3416,1.0392,0.7001,2.2100,1.1434,3.1507,0.4568,1.6702,0.9436,0.6728,26.5422,20.0231
2023-06-06,1.6927,0.4515,0.5186,1.6949,0.8329,2.6693,0.6138,2.1209,1.0178,1.4115,1.1447,0.5730,24.8682,14.7597
2023-06-07,1.8279,0.4584,1.0153,1.6128,0.7375,1.8818,0.5947,2.0177,0.8038,1.4677,1.9730,0.8629,28.0421,12.8389
2023-06-08,1.8574,0.2294,0.8783,1.6554,0.6767,0.8608,0.6950,1.1400,0.5209,1.0071,2.1350,1.2847,18.3749,27.3469
2023-06-09,2.2414,0.2981,1.2871,1.8849,1.0520,1.6399,1.5769,2.1153,1.5229,1.1090,0.8562,1.3711,24.2889,20.3133
2023-06-10,1.5975,0.2161,1.9141,1.6774,0.5977,1.2343,0.6106,4.1503,1.0105,0.4052,1.1842,0.8320,18.2063,17.1737
2023-06-11,1.2996,0.6533,0.9735,0.6825,1.5432,1.8308,0.7018,2.0407,0.7894,0.4272,2.2307,0.8701,26.8618,22.2168
2023-06-12,2.3744,0.9014,2.0103,1.2688,1.4136,1.8834,1.1314,5.4064,2.9097,1.0876,1.8522,1.0089,24.3212,18.6763
2023-06-13,1.2701,0.4988,2.0637,1.4266,1.1682,1.7201,0.6463,3.0295,1.2027,1.2705,1.6405,1.0726,21.5642,21.6887
2023-06-14,1.2096,0.1285,1.7454,1.7948,0.6848,1.1924,1.0285,2.1462,1.1883,1.8466,2.9088,0.7907,27.4358,23.6220
2023-06-15,1.3455,0.4051,0.7125,2.1198,1.1280,1.1651,0.5674,1.5818,1.3934,0.9999,1.2254,1.6728,21.3048,21.1526
2023-06-16,1.2729,1.3655,0.4334,1.2553,0.7620,1.3543,0.8167,1.9228,1.8739,1.5153,1.6942,0.8938,26.5807,17.5566
2023-06-17,1.3477,2.2837,0.7565,1.8460,0.6910,1.4159,0.9482,1.9781,1.8645,2.9501,1.0172,1.0440,23.8735,19.4217
2023-06-18,1.4194,0.6983,0.8761,3.1210,1.4812,1.9702,1.5538,1.0341,1.2267,3.8190,1.7644,0.5844,20.4339,27.2827
2023-06-19,3.2665,0.2066,0.9521,1.5950,1.2975,2.0097,0.7157,0.8795,1.6105,1.4705,1.6958,0.6079,24.8113,21.5185
2023-06-20,1.6531,0.8032,0.6182,1.9681,2.2742,1.1940,0.6301,2.4571,0.8570,1.0008,1.1579,0.8061,24.9272,12.5484
2023-06-21,1.5866,0.2102,0.8423,1.4817,1.3687,1.6123,0.6863,2.4956,0.8901,0.8337,0.9255,0.7353,20.0873,19.1862
2023-06-22,1.9541,0.4696,0.7279,0.7017,0.8641,1.6984,0.9889,2.0338,2.2239,1.1039,1.1042,0.7119,19.1409,21.3764
2023-06-23,1.3716,0.4310,1.0783,0.9734,0.8505,1.1965,0.5660,2.2796,1.0892,1.3878,1.3327,0.9484,28.2365,15.0232
2023-06-24,1.3951,0.3471,1.1419,1.7874,0.5417,0.7465,0.2737,2.4294,0.4919,0.6864,0.7405,1.7343,18.8624,15.5445
2023-06-25,1.6187,0.1327,2.1185,2.0386,0.2675,1.2044,1.2926,1.6099,0.4751,1.6882,1.1705,0.9171,12.8225,20.9175
2023-06-26,2.0621,0.3690,1.0055,1.4051,1.3484,2.2048,0.8085,1.8196,1.5698,1.1513,2.0303,1.0139,15.8053,14.6211
2023-06-27,1.2443,1.1951,0.5958,2.0427,1.0916,2.3927,1.0893,2.9640,0.9760,1.8673,0.7755,1.0714,18.5968,19.0138
2023-06-28,1.4463,0.4476,1.0938,1.2393,1.1550,2.7656,0.8297,2.4857,1.2116,1.6552,1.0406,1.1499,22.5934,18.7992
