fecha,bloqueos
2026-05-22T12:00:00-04:00,54
2026-05-23T12:00:00-04:00,57
2026-05-24T12:00:00-04:00,57
2026-05-25T12:00:00-04:00,55
2026-05-26T12:00:00-04:00,62
2026-05-27T12:00:00-04:00,66
2026-05-28T12:00:00-04:00,70
2026-05-29T12:00:00-04:00,80
2026-05-30T12:00:00-04:00,86
2026-05-31T12:00:00-04:00,93
2026-06-01T12:00:00-04:00,94
2026-06-02T12:00:00-04:00,94
2026-06-03T12:00:00-04:00,94
2026-06-04T12:00:00-04:00,86
2026-06-05T12:00:00-04:00,85
2026-06-06T12:00:00-04:00,83
2026-06-07T12:00:00-04:00,87
2026-06-08T12:00:00-04:00,87
2026-06-09T12:00:00-04:00,85
2026-06-10T12:00:00-04:00,88
2026-06-11T12:00:00-04:00,89
2026-06-12T12:00:00-04:00,86
2026-06-13T12:00:00-04:00,77
2026-06-14T12:00:00-04:00,73
2026-06-15T12:00:00-04:00,50
2026-06-16T12:00:00-04:00,50
2026-06-17T12:00:00-04:00,50
2026-06-18T12:00:00-04:00,53
2026-06-19T12:00:00-04:00,43
2026-06-20T12:00:00-04:00,39
2026-06-21T12:00:00-04:00,16
2026-06-22T12:00:00-04:00,9
2026-06-23T12:00:00-04:00,0
2026-06-24T12:00:00-04:00,0
2026-06-25T12:00:00-04:00,0
2026-06-26T12:00:00-04:00,1
2026-06-27T12:00:00-04:00,1
2026-06-28T12:00:00-04:00,1
2026-06-29T12:00:00-04:00,0
2026-06-30T12:00:00-04:00,0
2026-07-01T12:00:00-04:00,0
2026-07-02T12:00:00-04:00,0
2026-07-03T12:00:00-04:00,0
2026-07-04T12:00:00-04:00,0
2026-07-05T12:00:00-04:00,0
2026-07-06T12:00:00-04:00,0
2026-07-07T12:00:00-04:00,0
2026-07-08T12:00:00-04:00,0
2026-07-09T12:00:00-04:00,0
2026-07-10T12:00:00-04:00,0
2026-07-11T12:00:00-04:00,0
2026-07-12T12:00:00-04:00,0
2026-07-13T12:00:00-04:00,0
2026-07-14T12:00:00-04:00,0
2026-07-15T12:00:00-04:00,0
2026-07-16T12:00:00-04:00,0
2026-07-17T12:00:00-04:00,0
2026-07-18T12:00:00-04:00,0
2026-07-19T12:00:00-04:00,0
2026-07-20T12:00:00-04:00,0
2026-07-21T12:00:00-04:00,0
2026-07-22T12:00:00-04:00,0
2026-07-23T12:00:00-04:00,0
2026-07-24T12:00:00-04:00,0
2026-07-25T12:00:00-04:00,0
2026-07-26T12:00:00-04:00,0
2026-07-27T12:00:00-04:00,0
2026-07-28T12:00:00-04:00,0
2026-07-29T12:00:00-04:00,0
2026-07-30T12:00:00-04:00,0
2026-07-31T12:00:00-04:00,0
2026-08-01T12:00:00-04:00,0
2026-08-02T12:00:00-04:00,0
2026-08-03T12:00:00-04:00,0
2026-08-04T12:00:00-04:00,0
2026-08-05T12:00:00-04:00,0
2026-08-06T12:00:00-04:00,0
2026-08-07T12:00:00-04:00,0
2026-08-08T12:00:00-04:00,0
2026-08-09T12:00:00-04:00,0
2026-08-10T12:00:00-04:00,0
2026-08-11T12:00:00-04:00,0
2026-08-12T12:00:00-04:00,0
2026-08-13T12:00:00-04:00,0
2026-08-14T12:00:00-04:00,0
2026-08-15T12:00:00-04:00,0
2026-08-16T12:00:00-04:00,0
2026-08-17T12:00:00-04:00,0
2026-08-18T12:00:00-04:00,0
2026-08-19T12:00:00-04:00,0
2026-08-19T22:52:30-04:00,0
