fecha,valor
2014-11-04,15334.68
2014-11-05,15323.54
2014-11-06,15291.03
2014-11-07,15544.85
2014-11-10,15557.52
2014-11-11,15525.32
2014-11-12,15541.12
2014-11-13,15502.37
2014-11-14,15519.99
2014-11-17,15534.14
2014-11-18,15512.47
2014-11-19,15551.06
2014-11-20,15536.08
2014-11-21,15552.38
2014-11-24,15533.32
2014-11-25,15532.17
2014-11-26,15529.61
2014-11-27,15530.46
2014-11-28,15477.55
2014-11-30,15477.55
2014-12-01,15398.7
2014-12-02,15478.81
2014-12-03,15443.01
2014-12-04,15469.16
2014-12-05,15474.31
2014-12-08,15416.4
2014-12-09,15426.02
2014-12-10,15529.4
2014-12-11,15724.08
2014-12-12,15715.1
2014-12-15,15612.41
2014-12-16,15459.42
2014-12-17,15485.26
2014-12-18,15127.82
2014-12-19,15120.02
2014-12-22,15060.41
2014-12-23,15068.24
2014-12-24,15067.59
2014-12-26,15052.33
2014-12-29,15090.55
2014-12-30,15094.9
2014-12-31,15123.15
2015-01-02,15075.03
2015-01-05,15087.25
2015-01-06,15094.3
2015-01-07,15150.95
2015-01-08,15119.67
2015-01-09,15278.72
2015-01-12,15295.22
2015-01-13,15299.22
2015-01-14,15282.51
2015-01-15,15217.25
2015-01-16,15227.76
2015-01-19,15239.31
2015-01-20,15223.97
2015-01-21,15231.14
2015-01-23,15230.87
2015-01-26,15162.29
2015-01-27,15148.47
2015-01-28,15179.38
2015-01-29,15145.87
2015-01-30,15087.31
2015-01-31,15087.31
2015-02-02,15121.98
2015-02-03,15112.15
2015-02-04,15111.34
2015-02-05,15075.35
2015-02-06,15094.03
2015-02-09,15177.44
2015-02-10,15170.04
2015-02-11,15144.5
2015-02-12,15115.08
2015-02-13,15132.22
2015-02-18,15137.04
2015-02-19,15205.32
2015-02-20,15174.92
2015-02-23,15149.41
2015-02-24,15132.26
2015-02-25,15133.56
2015-02-26,15147.41
2015-02-27,15143.51
2015-02-28,15143.51
2015-03-02,15098.36
2015-03-03,15078.07
2015-03-04,15088.08
2015-03-05,15067.28
2015-03-06,15045.92
2015-03-09,14969.23
2015-03-10,14935.87
2015-03-11,14898.68
2015-03-12,15045.47
2015-03-13,15036.99
2015-03-16,15013.29
2015-03-17,15004.92
2015-03-18,15002.88
2015-03-19,15085.96
2015-03-20,15034.7
2015-03-23,15037.29
2015-03-24,15056.13
2015-03-25,15044.17
2015-03-26,15047.25
2015-03-27,15039.02
2015-03-30,14996.9
2015-03-31,14967.56
2015-04-01,14953.27
2015-04-02,14969.2
2015-04-06,14927.47
2015-04-07,14936.13
2015-04-08,14866.33
2015-04-09,14834.13
2015-04-10,14957.42
2015-04-13,14959.66
2015-04-14,14947.82
2015-04-15,14917.95
2015-04-16,14960.53
2015-04-17,14967.15
2015-04-20,14953.77
2015-04-21,14822.03
2015-04-22,14829.5
2015-04-23,14791.42
2015-04-24,14818.4
2015-04-27,14791.2
2015-04-28,14821.71
2015-04-29,14868.51
2015-04-30,14841.49
2015-05-04,14802.86
2015-05-05,14791.19
2015-05-06,14798.85
2015-05-07,14778.32
2015-05-08,14894.6
2015-05-11,14880.23
2015-05-12,14821.54
2015-05-13,14863.21
2015-05-14,14935.75
2015-05-15,14924.62
2015-05-18,14926.76
2015-05-19,14869.66
2015-05-20,14803.58
2015-05-21,14803.09
2015-05-22,14801.45
2015-05-25,14783.42
2015-05-26,14746.46
2015-05-27,14687.27
2015-05-28,14637.53
2015-05-31,14647.74
2015-06-30,14708.36
2015-07-03,14620.49
2015-07-06,14759.15
2015-07-07,14409.99
2015-07-08,14727.83
2015-07-09,14728.16
2015-07-10,14736.91
2015-07-13,14769.53
2015-07-14,14731.12
2015-07-15,14661.03
2015-07-17,14634.57
2015-07-20,14619.05
2015-07-21,14555.82
2015-07-22,14557.05
2015-07-23,14534.47
2015-07-24,14530.16
2015-07-27,14525.22
2015-07-28,14536.79
2015-07-29,14545.64
2015-07-30,14514.97
2015-07-31,14486.08
2015-08-03,14487.23
2015-08-04,14447.22
2015-08-05,14423.18
2015-08-07,14409.99
2015-08-10,14587.87
2015-08-11,14494.65
2015-08-12,14490.37
2015-08-13,14514.66
2015-08-14,14490.1
2015-08-17,14374.16
2015-08-18,14378.11
2015-08-19,14355.97
2015-08-20,14380.4
2015-08-21,14372.3
2015-08-24,14391.91
2015-08-25,14359.54
2015-08-26,14308.79
2015-08-27,14248.28
2015-08-28,14223.94
2015-08-31,14353.03
2015-09-01,14370.76
2015-09-02,14373.0
2015-09-03,14341.12
2015-09-04,14292.99
2015-09-07,14277.3
2015-09-08,14345.57
2015-09-09,14411.1
2015-09-10,14369.27
2015-09-11,14365.34
2015-09-14,14341.46
2015-09-15,14330.57
2015-09-16,14324.8
2015-09-17,14339.38
2015-09-18,14372.17
2015-09-21,14344.04
2015-09-22,14320.32
2015-09-23,14303.36
2015-09-24,14291.88
2015-09-25,14306.45
2015-09-28,14270.79
2015-09-29,14245.56
2015-09-30,14229.22
2015-10-01,14182.89
2015-10-02,14187.7
2015-10-05,14188.37
2015-10-06,14169.65
2015-10-07,14180.82
2015-10-08,14212.19
2015-10-31,13967.46
2015-11-03,13978.98
2015-11-04,13929.42
2015-11-05,13866.6
2015-11-06,13855.94
2015-11-09,13924.88
2015-11-10,13913.57
2015-11-11,13900.74
2015-11-12,13898.11
2015-11-13,13890.34
2015-11-16,13805.52
2015-11-17,13798.81
2015-11-18,13714.3
2015-11-19,13695.69
2015-11-20,13709.98
2015-11-23,13670.19
2015-11-24,13648.63
2015-11-25,13660.99
2015-11-26,13650.9
2015-11-30,13528.59
2015-12-01,13549.83
2015-12-02,13547.55
2015-12-03,13492.46
2015-12-04,13531.73
2015-12-07,13515.95
2015-12-08,13485.34
2015-12-09,13453.25
2015-12-10,13422.48
2015-12-11,13397.45
2015-12-14,13499.16
2015-12-15,13366.37
2015-12-16,13344.51
2015-12-17,13369.99
2015-12-18,13338.03
2015-12-21,13340.64
2015-12-22,13292.98
2015-12-23,13285.93
2015-12-24,13239.83
2015-12-28,13247.46
2015-12-29,13192.57
2015-12-30,13148.7
2015-12-31,13056.14
2016-01-01,13338.03
2016-01-08,13050.38
2016-01-11,13083.98
2016-01-12,13054.26
2016-01-13,13011.91
2016-01-14,13003.54
2016-01-15,12950.22
2016-01-31,12818.3
2016-02-29,12787.37
2016-03-04,12768.56
2016-03-11,12816.43
2016-03-18,12643.39
2016-03-21,12617.83
2016-03-22,12602.72
2016-03-23,12600.13
2016-03-24,12552.42
2016-03-28,12520.29
2016-03-29,12507.87
2016-03-30,12532.69
2016-03-31,12482.88
2016-04-01,12494.96
2016-04-04,12425.61
2016-04-05,12371.19
2016-04-06,12373.67
2016-04-07,12357.44
2016-04-08,12322.68
2016-04-11,12321.47
2016-04-12,12437.35
2016-04-13,12433.57
2016-04-14,12399.56
2016-04-15,12337.6
2016-04-18,12338.02
2016-04-19,12261.14
2016-04-20,12274.92
2016-04-21,12248.58
2016-04-22,12242.95
2016-04-25,12197.48
2016-04-26,12183.66
2016-04-27,12221.86
2016-04-28,12197.27
2016-04-29,12233.36
2016-04-30,12233.36
2016-05-03,12257.13
2016-05-04,12221.08
2016-05-05,12192.96
2016-05-06,12162.24
2016-05-09,12247.97
2016-05-10,12213.05
2016-05-11,12224.82
2016-05-12,12240.81
2016-05-13,12204.66
2016-05-16,12162.18
2016-05-17,12155.25
2016-05-18,12155.84
2016-05-19,12093.0
2016-05-20,12071.63
2016-05-23,12049.38
2016-05-24,11919.75
2016-05-25,11783.8
2016-05-27,11796.71
2016-05-30,11769.91
2016-05-31,11725.24
2016-06-01,11733.23
2016-06-02,11732.34
2016-06-03,11697.98
2016-06-06,11754.4
2016-06-07,11789.95
2016-06-08,11789.51
2016-06-09,11812.39
2016-06-10,11783.93
2016-06-13,11786.98
2016-06-14,11818.2
2016-06-15,11807.97
2016-06-16,11817.31
2016-06-17,11798.21
2016-06-20,11792.8
2016-06-22,11755.11
2016-06-23,11706.91
2016-06-24,11702.22
2016-06-27,11744.07
2016-06-28,11638.85
2016-06-29,11614.34
2016-06-30,11609.06
2016-07-01,11599.75
2016-07-04,11634.19
2016-07-05,11641.26
2016-07-06,11611.06
2016-07-07,11615.44
2016-07-08,11575.36
2016-07-11,11638.47
2016-07-12,11607.65
2016-07-13,11669.56
2016-07-14,11693.9
2016-07-15,11632.2
2016-07-18,11620.61
2016-07-19,11622.66
2016-07-20,11593.45
2016-07-21,11565.33
2016-07-22,11581.86
2016-07-25,11529.5
2016-07-26,11509.56
2016-07-27,11509.92
2016-07-28,11553.52
2016-07-31,11549.92
2016-08-01,11572.0
2016-08-02,11543.04
2016-08-03,11564.26
2016-08-04,11540.19
2016-08-05,11545.73
2016-08-08,11513.13
2016-08-09,11495.54
2016-08-10,11506.04
2016-08-11,11502.72
2016-08-12,11466.11
2016-08-15,11440.71
2016-08-16,11430.59
2016-08-17,11446.6
2016-08-18,11441.23
2016-08-19,11439.86
2016-08-22,11390.57
2016-08-23,11397.0
2016-08-24,11399.55
2016-08-25,11355.48
2016-08-26,11338.9
2016-08-29,11328.99
2016-08-30,11293.02
2016-08-31,11259.04
2016-09-01,11236.66
2016-09-02,11246.89
2016-09-05,11261.59
2016-09-06,11251.83
2016-09-07,11286.08
2016-09-08,11278.58
2016-09-09,11312.28
2016-09-12,11287.21
2016-09-13,11248.51
2016-09-14,11230.96
2016-09-15,11242.83
2016-09-16,11234.68
2016-09-19,11220.94
2016-09-20,11171.96
2016-09-21,11147.76
2016-09-22,11191.72
2016-09-23,11172.52
2016-09-26,11159.89
2016-09-27,11146.25
2016-09-28,11107.89
2016-09-29,11049.98
2016-09-30,11039.11
2016-10-03,11014.3
2016-10-04,11007.65
2016-10-05,10931.75
2016-10-06,10929.94
2016-10-07,10931.75
2016-10-10,10905.97
2016-10-11,10926.42
2016-10-12,10910.11
2016-10-13,10863.14
2016-10-14,10879.33
2016-10-17,10821.09
2016-10-18,10824.08
2016-10-19,10817.15
2016-10-20,10799.3
2016-10-21,10773.28
2016-10-24,10756.06
2016-10-25,10751.09
2016-10-26,10761.84
2016-10-27,10750.5
2016-10-28,10711.85
2016-10-31,10694.29
2016-11-01,10666.72
2016-11-03,10684.67
2016-11-04,10701.97
2016-11-07,10700.98
2016-11-08,10705.25
2016-11-09,10672.13
2016-11-10,10657.62
2016-11-11,10626.49
2016-11-14,10583.42
2016-11-15,10563.99
2016-11-16,10603.0
2016-11-17,10604.14
2016-11-18,10578.49
2016-11-21,10545.99
2016-11-22,10518.74
2016-11-23,10491.18
2016-11-24,10442.64
2016-11-25,10408.09
2016-11-28,10368.65
2016-11-29,10388.14
2016-11-30,10353.12
2016-12-01,10295.93
2016-12-02,10264.41
2016-12-05,10251.56
2016-12-06,10249.23
2016-12-07,10232.48
2016-12-08,10195.86
2016-12-09,10234.17
2016-12-12,10197.44
2016-12-13,10215.1
2016-12-14,10239.43
2016-12-15,10224.06
2016-12-16,10119.09
2016-12-19,10130.89
2016-12-20,10150.98
2016-12-21,10172.75
2016-12-22,10122.94
2016-12-23,10066.07
2016-12-27,10048.27
2016-12-28,10061.82
2016-12-29,10049.32
2016-12-31,10081.37
2017-01-03,9964.16
2017-01-04,9936.32
2017-01-05,9950.06
2017-01-06,9980.89
2017-01-09,10001.58
2017-01-10,10017.63
2017-01-11,10024.6
2017-01-12,9997.71
2017-01-13,10049.1
2017-01-16,10046.6
2017-01-17,10011.62
2017-01-18,10043.89
2017-01-19,10013.04
2017-01-20,9993.15
2017-01-24,10010.32
2017-01-25,9998.02
2017-01-26,9966.21
2017-01-27,9926.08
2017-01-30,9857.84
2017-01-31,9838.66
2017-02-01,9857.31
2017-02-02,9817.28
2017-02-03,9834.23
2017-02-06,9825.69
2017-02-07,9826.5
2017-02-08,9806.6
2017-02-09,9779.59
2017-02-10,9818.69
2017-02-13,9806.71
2017-02-14,9773.44
2017-02-15,9765.54
2017-02-16,9763.5
2017-02-17,9773.04
2017-02-20,9758.79
2017-02-21,9735.53
2017-02-22,9709.65
2017-02-23,9700.55
2017-02-28,9804.82
2017-03-01,9791.36
2017-03-02,9748.03
2017-03-03,9694.31
2017-03-06,9687.26
2017-03-07,9676.35
2017-03-08,9634.85
2017-03-09,9614.48
2017-03-10,9599.11
2017-03-13,9638.8
2017-03-14,9621.58
2017-03-15,9550.91
2017-03-16,9528.98
2017-03-17,9453.16
2017-03-20,10400.65
2017-03-21,10103.43
2017-03-22,10411.4
2017-03-23,10400.44
2017-03-24,10411.84
2017-03-27,10395.75
2017-03-28,10399.96
2017-03-29,10348.78
2017-03-30,10305.13
2017-03-31,10261.08
2017-04-03,10234.83
2017-04-04,10213.7
2017-04-05,10216.88
2017-04-06,10180.57
2017-04-07,10125.2
2017-04-10,10087.35
2017-04-11,10066.63
2017-04-12,10104.56
2017-04-13,10103.14
2017-04-17,10118.73
2017-04-18,10124.3
2017-04-19,10144.47
2017-04-20,10104.14
2017-04-21,10103.43
2017-04-24,10099.16
2017-04-25,10103.4
2017-04-26,10088.55
2017-04-27,10054.5
2017-04-28,10025.31
2017-04-30,10025.31
2017-05-05,9885.94
2017-05-12,9834.08
2017-05-15,9849.39
2017-05-16,9888.68
2017-05-17,9982.88
2017-05-18,10014.3
2017-05-19,10015.15
2017-05-22,10027.81
2017-05-23,9959.36
2017-05-24,9927.12
2017-05-25,9910.63
2017-05-26,9895.14
2017-05-29,9910.66
2017-05-30,10263.98
2017-05-31,10253.68
2017-06-01,10265.29
2017-06-02,10339.73
2017-06-05,10344.36
2017-06-06,10346.44
2017-06-07,10365.36
2017-06-08,10343.26
2017-06-09,10314.23
2017-06-12,10359.22
2017-06-13,10339.38
2017-06-14,10331.05
2017-06-16,10359.86
2017-06-19,10348.76
2017-06-20,10281.56
2017-06-22,10275.57
2017-06-23,10277.09
2017-06-26,10312.57
2017-06-27,10282.45
2017-06-28,10306.68
2017-06-29,10296.2
2017-06-30,10305.81
2017-07-03,10304.51
2017-07-04,10269.13
2017-07-05,10255.28
2017-07-06,10242.71
2017-07-07,10258.52
2017-07-10,10318.52
2017-07-11,10308.47
2017-07-12,10314.3
2017-07-13,10311.79
2017-07-14,10312.93
2017-07-18,10305.45
2017-07-19,10326.58
2017-07-20,10328.06
2017-07-21,10348.39
2017-07-24,10356.34
2017-07-25,10352.33
2017-07-26,10336.54
2017-07-27,10356.89
2017-07-28,10332.34
2017-07-31,10357.94
2017-08-01,10361.58
2017-08-02,10363.68
2017-08-03,10351.22
2017-08-04,10351.81
2017-08-08,10329.49
2017-08-09,10340.97
2017-08-10,10356.9
2017-08-11,10410.68
2017-08-14,10412.93
2017-08-15,10421.09
2017-08-16,10398.89
2017-08-17,10397.91
2017-08-18,10450.89
2017-08-21,10419.2
2017-08-22,10436.49
2017-08-23,10418.5
2017-08-24,10432.43
2017-08-25,10427.93
2017-08-28,10436.79
2017-08-29,10495.69
2017-08-30,10488.36
2017-08-31,10452.24
2017-09-01,10444.41
2017-09-04,10454.93
2017-09-05,10442.58
2017-09-06,10441.93
2017-09-07,10434.49
2017-09-08,10438.51
2017-09-11,10477.52
2017-09-12,10415.11
2017-09-13,10413.77
2017-09-14,10385.87
2017-09-15,10362.11
2017-09-18,10363.33
2017-09-19,10290.06
2017-09-20,10285.38
2017-09-21,10219.37
2017-09-22,10251.21
2017-09-25,10255.76
2017-09-26,10253.68
2017-09-27,10180.63
2017-09-28,10128.49
2017-09-29,10129.61
2017-09-30,10129.61
2017-10-02,10116.4
2017-10-03,10058.82
2017-10-04,10070.09
2017-10-05,10072.04
2017-10-06,10054.49
2017-10-09,10057.07
2017-10-10,10062.11
2017-10-11,10022.16
2017-10-12,10000.12
2017-10-13,9999.27
2017-10-16,10043.19
2017-10-17,10022.22
2017-10-18,10001.89
