departamento,fecha,componente,missing
la_paz,2025-01-07,Lácteos y Derivados,7.5523
la_paz,2025-01-07,Panadería,8.4492
la_paz,2025-01-07,Pastelería y Masas Típicas,3.2019
santa_cruz,2025-01-07,Abarrotes,3.9934
santa_cruz,2025-01-07,Bazar,0.0487
santa_cruz,2025-01-07,Bebidas,3.3454
santa_cruz,2025-01-07,CUDADOS OTC,0.0
santa_cruz,2025-01-07,Carnes,8.8728
santa_cruz,2025-01-07,Congelados,15.9012
santa_cruz,2025-01-07,Cuidado Personal,4.6516
santa_cruz,2025-01-07,Cuidado del Bebé,13.6313
santa_cruz,2025-01-07,Cuidado del Hogar,7.3974
santa_cruz,2025-01-07,Farmacia Otc,100.0
santa_cruz,2025-01-07,Fiambres,8.5625
santa_cruz,2025-01-07,Frutas y Verduras,2.3993
santa_cruz,2025-01-07,Granos y Hortalizas,17.4348
santa_cruz,2025-01-07,Lácteos y Derivados,11.3804
santa_cruz,2025-01-07,Panadería,10.6905
santa_cruz,2025-01-07,Pastelería y Masas Típicas,22.6672
cochabamba,2025-01-08,Abarrotes,4.3502
cochabamba,2025-01-08,Bazar,1.8942
cochabamba,2025-01-08,Bebidas,8.9734
cochabamba,2025-01-08,Carnes,35.4281
cochabamba,2025-01-08,Congelados,19.4337
cochabamba,2025-01-08,Cuidado Personal,8.491
cochabamba,2025-01-08,Cuidado del Bebé,8.5552
cochabamba,2025-01-08,Cuidado del Hogar,4.9326
cochabamba,2025-01-08,Fiambres,4.4321
cochabamba,2025-01-08,Frutas y Verduras,1.9961
cochabamba,2025-01-08,Granos y Hortalizas,43.436
cochabamba,2025-01-08,Lácteos y Derivados,13.3284
cochabamba,2025-01-08,Panadería,5.2554
cochabamba,2025-01-08,Pastelería y Masas Típicas,9.3813
la_paz,2025-01-08,Abarrotes,3.4322
la_paz,2025-01-08,Bazar,0.0023
la_paz,2025-01-08,Bebidas,6.5702
la_paz,2025-01-08,Carnes,17.9029
la_paz,2025-01-08,Congelados,8.6731
la_paz,2025-01-08,Cuidado Personal,7.9366
la_paz,2025-01-08,Cuidado del Bebé,4.5739
la_paz,2025-01-08,Cuidado del Hogar,6.1217
la_paz,2025-01-08,Fiambres,16.0125
la_paz,2025-01-08,Frutas y Verduras,5.1399
la_paz,2025-01-08,Granos y Hortalizas,0.0
la_paz,2025-01-08,Lácteos y Derivados,7.5523
la_paz,2025-01-08,Panadería,8.4492
la_paz,2025-01-08,Pastelería y Masas Típicas,3.2019
santa_cruz,2025-01-08,Abarrotes,3.9934
santa_cruz,2025-01-08,Bazar,0.0487
santa_cruz,2025-01-08,Bebidas,3.3454
santa_cruz,2025-01-08,CUDADOS OTC,0.0
santa_cruz,2025-01-08,Carnes,8.8728
santa_cruz,2025-01-08,Congelados,15.9012
santa_cruz,2025-01-08,Cuidado Personal,4.6516
santa_cruz,2025-01-08,Cuidado del Bebé,13.6313
santa_cruz,2025-01-08,Cuidado del Hogar,7.3974
santa_cruz,2025-01-08,Farmacia Otc,100.0
santa_cruz,2025-01-08,Fiambres,8.5625
santa_cruz,2025-01-08,Frutas y Verduras,2.3993
santa_cruz,2025-01-08,Granos y Hortalizas,17.4348
santa_cruz,2025-01-08,Lácteos y Derivados,11.3804
santa_cruz,2025-01-08,Panadería,10.6905
santa_cruz,2025-01-08,Pastelería y Masas Típicas,22.6672
cochabamba,2025-01-09,Abarrotes,4.3502
cochabamba,2025-01-09,Bazar,1.8942
cochabamba,2025-01-09,Bebidas,8.9734
cochabamba,2025-01-09,Carnes,35.4281
cochabamba,2025-01-09,Congelados,19.4337
cochabamba,2025-01-09,Cuidado Personal,8.491
cochabamba,2025-01-09,Cuidado del Bebé,8.5552
cochabamba,2025-01-09,Cuidado del Hogar,4.9326
cochabamba,2025-01-09,Fiambres,4.4321
cochabamba,2025-01-09,Frutas y Verduras,1.9961
cochabamba,2025-01-09,Granos y Hortalizas,43.436
cochabamba,2025-01-09,Lácteos y Derivados,13.3284
cochabamba,2025-01-09,Panadería,5.2554
cochabamba,2025-01-09,Pastelería y Masas Típicas,9.3813
la_paz,2025-01-09,Abarrotes,3.4322
la_paz,2025-01-09,Bazar,0.0023
la_paz,2025-01-09,Bebidas,6.5702
la_paz,2025-01-09,Carnes,17.9029
la_paz,2025-01-09,Congelados,8.6731
la_paz,2025-01-09,Cuidado Personal,7.9366
la_paz,2025-01-09,Cuidado del Bebé,4.5739
la_paz,2025-01-09,Cuidado del Hogar,6.126
la_paz,2025-01-09,Fiambres,16.0125
la_paz,2025-01-09,Frutas y Verduras,5.1399
la_paz,2025-01-09,Granos y Hortalizas,0.0
la_paz,2025-01-09,Lácteos y Derivados,7.5523
la_paz,2025-01-09,Panadería,8.4492
la_paz,2025-01-09,Pastelería y Masas Típicas,3.2019
santa_cruz,2025-01-09,Abarrotes,3.9934
santa_cruz,2025-01-09,Bazar,0.0487
santa_cruz,2025-01-09,Bebidas,3.3454
santa_cruz,2025-01-09,CUDADOS OTC,0.0
santa_cruz,2025-01-09,Carnes,8.8728
santa_cruz,2025-01-09,Congelados,15.9012
santa_cruz,2025-01-09,Cuidado Personal,4.6516
santa_cruz,2025-01-09,Cuidado del Bebé,13.6313
santa_cruz,2025-01-09,Cuidado del Hogar,7.3976
santa_cruz,2025-01-09,Farmacia Otc,100.0
santa_cruz,2025-01-09,Fiambres,8.5625
santa_cruz,2025-01-09,Frutas y Verduras,2.3993
santa_cruz,2025-01-09,Granos y Hortalizas,17.4348
santa_cruz,2025-01-09,Lácteos y Derivados,11.3804
santa_cruz,2025-01-09,Panadería,10.6905
santa_cruz,2025-01-09,Pastelería y Masas Típicas,22.6672
cochabamba,2025-01-10,Abarrotes,4.419
cochabamba,2025-01-10,Bazar,1.8942
cochabamba,2025-01-10,Bebidas,8.9734
cochabamba,2025-01-10,Carnes,35.4281
cochabamba,2025-01-10,Congelados,19.4337
cochabamba,2025-01-10,Cuidado Personal,8.491
cochabamba,2025-01-10,Cuidado del Bebé,8.5552
cochabamba,2025-01-10,Cuidado del Hogar,4.9326
cochabamba,2025-01-10,Fiambres,4.4321
cochabamba,2025-01-10,Frutas y Verduras,1.9961
cochabamba,2025-01-10,Granos y Hortalizas,43.436
cochabamba,2025-01-10,Lácteos y Derivados,13.3284
cochabamba,2025-01-10,Panadería,5.2554
cochabamba,2025-01-10,Pastelería y Masas Típicas,9.3813
la_paz,2025-01-10,Abarrotes,3.4322
la_paz,2025-01-10,Bazar,0.0023
la_paz,2025-01-10,Bebidas,6.5702
la_paz,2025-01-10,Carnes,17.9029
la_paz,2025-01-10,Congelados,8.6731
la_paz,2025-01-10,Cuidado Personal,8.3566
la_paz,2025-01-10,Cuidado del Bebé,4.5739
la_paz,2025-01-10,Cuidado del Hogar,6.126
la_paz,2025-01-10,Fiambres,16.0125
la_paz,2025-01-10,Frutas y Verduras,5.1399
la_paz,2025-01-10,Granos y Hortalizas,0.0
la_paz,2025-01-10,Lácteos y Derivados,7.5523
la_paz,2025-01-10,Panadería,8.4492
la_paz,2025-01-10,Pastelería y Masas Típicas,3.2019
santa_cruz,2025-01-10,Abarrotes,3.9934
santa_cruz,2025-01-10,Bazar,0.0487
santa_cruz,2025-01-10,Bebidas,3.3454
santa_cruz,2025-01-10,CUDADOS OTC,0.0
santa_cruz,2025-01-10,Carnes,8.8728
santa_cruz,2025-01-10,Congelados,15.9012
santa_cruz,2025-01-10,Cuidado Personal,4.6516
santa_cruz,2025-01-10,Cuidado del Bebé,13.6313
santa_cruz,2025-01-10,Cuidado del Hogar,7.3976
santa_cruz,2025-01-10,Farmacia Otc,100.0
santa_cruz,2025-01-10,Fiambres,8.5625
santa_cruz,2025-01-10,Frutas y Verduras,2.3993
santa_cruz,2025-01-10,Granos y Hortalizas,17.4348
santa_cruz,2025-01-10,Lácteos y Derivados,11.3804
santa_cruz,2025-01-10,Panadería,10.6905
santa_cruz,2025-01-10,Pastelería y Masas Típicas,22.6672
cochabamba,2025-01-11,Abarrotes,11.1794
cochabamba,2025-01-11,Bazar,4.0553
cochabamba,2025-01-11,Bebidas,19.1482
cochabamba,2025-01-11,Carnes,55.5903
cochabamba,2025-01-11,Congelados,42.3132
cochabamba,2025-01-11,Cuidado Personal,18.8288
cochabamba,2025-01-11,Cuidado del Bebé,13.7042
cochabamba,2025-01-11,Cuidado del Hogar,10.4029
cochabamba,2025-01-11,Fiambres,24.133
cochabamba,2025-01-11,Frutas y Verduras,1.9961
cochabamba,2025-01-11,Granos y Hortalizas,43.436
cochabamba,2025-01-11,Lácteos y Derivados,62.7891
cochabamba,2025-01-11,Panadería,56.3272
cochabamba,2025-01-11,Pastelería y Masas Típicas,30.2481
la_paz,2025-01-11,Abarrotes,7.5789
la_paz,2025-01-11,Bazar,0.0023
la_paz,2025-01-11,Bebidas,14.7546
la_paz,2025-01-11,Carnes,40.3907
la_paz,2025-01-11,Congelados,28.0191
la_paz,2025-01-11,Cuidado Personal,13.0985
la_paz,2025-01-11,Cuidado del Bebé,6.543
la_paz,2025-01-11,Cuidado del Hogar,13.8
la_paz,2025-01-11,Fiambres,48.2202
la_paz,2025-01-11,Frutas y Verduras,16.8932
la_paz,2025-01-11,Granos y Hortalizas,4.0963
la_paz,2025-01-11,Lácteos y Derivados,42.859
la_paz,2025-01-11,Panadería,47.4075
la_paz,2025-01-11,Pastelería y Masas Típicas,5.6231
santa_cruz,2025-01-11,Abarrotes,10.7122
santa_cruz,2025-01-11,Bazar,0.0487
santa_cruz,2025-01-11,Bebidas,10.2999
santa_cruz,2025-01-11,CUDADOS OTC,0.0
santa_cruz,2025-01-11,Carnes,19.3872
santa_cruz,2025-01-11,Congelados,36.5832
santa_cruz,2025-01-11,Cuidado Personal,11.0079
santa_cruz,2025-01-11,Cuidado del Bebé,15.9502
santa_cruz,2025-01-11,Cuidado del Hogar,16.0049
santa_cruz,2025-01-11,Farmacia Otc,100.0
santa_cruz,2025-01-11,Fiambres,23.0725
santa_cruz,2025-01-11,Frutas y Verduras,6.4663
santa_cruz,2025-01-11,Granos y Hortalizas,44.7039
santa_cruz,2025-01-11,Lácteos y Derivados,34.4955
santa_cruz,2025-01-11,Panadería,46.0781
santa_cruz,2025-01-11,Pastelería y Masas Típicas,29.2373
cochabamba,2025-01-12,Abarrotes,4.6787
cochabamba,2025-01-12,Bazar,1.4076
cochabamba,2025-01-12,Bebidas,4.1053
cochabamba,2025-01-12,Carnes,32.5672
cochabamba,2025-01-12,Congelados,15.3721
cochabamba,2025-01-12,Cuidado Personal,8.2737
cochabamba,2025-01-12,Cuidado del Bebé,7.7311
cochabamba,2025-01-12,Cuidado del Hogar,4.7471
cochabamba,2025-01-12,Fiambres,7.4436
cochabamba,2025-01-12,Frutas y Verduras,1.9961
cochabamba,2025-01-12,Granos y Hortalizas,43.436
cochabamba,2025-01-12,Lácteos y Derivados,22.595
cochabamba,2025-01-12,Panadería,14.5216
cochabamba,2025-01-12,Pastelería y Masas Típicas,17.4124
la_paz,2025-01-12,Abarrotes,3.8293
la_paz,2025-01-12,Bazar,0.0023
la_paz,2025-01-12,Bebidas,6.1423
la_paz,2025-01-12,Carnes,16.9019
la_paz,2025-01-12,Congelados,5.2457
la_paz,2025-01-12,Cuidado Personal,10.542
la_paz,2025-01-12,Cuidado del Bebé,3.995
la_paz,2025-01-12,Cuidado del Hogar,5.2839
la_paz,2025-01-12,Fiambres,10.2592
la_paz,2025-01-12,Frutas y Verduras,3.6634
la_paz,2025-01-12,Granos y Hortalizas,0.0
la_paz,2025-01-12,Lácteos y Derivados,10.4948
la_paz,2025-01-12,Panadería,18.9285
la_paz,2025-01-12,Pastelería y Masas Típicas,8.9009
santa_cruz,2025-01-12,Abarrotes,2.3713
santa_cruz,2025-01-12,Bazar,0.0487
santa_cruz,2025-01-12,Bebidas,2.09
santa_cruz,2025-01-12,CUDADOS OTC,0.0
santa_cruz,2025-01-12,Carnes,4.3238
santa_cruz,2025-01-12,Congelados,17.8735
santa_cruz,2025-01-12,Cuidado Personal,3.5894
santa_cruz,2025-01-12,Cuidado del Bebé,13.0714
santa_cruz,2025-01-12,Cuidado del Hogar,3.6996
santa_cruz,2025-01-12,Farmacia Otc,0.0
santa_cruz,2025-01-12,Fiambres,7.0881
santa_cruz,2025-01-12,Frutas y Verduras,6.4663
santa_cruz,2025-01-12,Granos y Hortalizas,47.4168
santa_cruz,2025-01-12,Lácteos y Derivados,4.5462
santa_cruz,2025-01-12,Panadería,19.8158
santa_cruz,2025-01-12,Pastelería y Masas Típicas,23.727
cochabamba,2025-01-13,Abarrotes,3.7085
cochabamba,2025-01-13,Bazar,1.4076
cochabamba,2025-01-13,Bebidas,4.1492
cochabamba,2025-01-13,Carnes,34.0322
cochabamba,2025-01-13,Congelados,15.6436
cochabamba,2025-01-13,Cuidado Personal,8.6551
cochabamba,2025-01-13,Cuidado del Bebé,8.9203
cochabamba,2025-01-13,Cuidado del Hogar,3.0725
cochabamba,2025-01-13,Fiambres,6.1326
cochabamba,2025-01-13,Frutas y Verduras,1.9961
cochabamba,2025-01-13,Granos y Hortalizas,43.436
cochabamba,2025-01-13,Lácteos y Derivados,13.4954
cochabamba,2025-01-13,Panadería,14.2599
cochabamba,2025-01-13,Pastelería y Masas Típicas,15.4727
la_paz,2025-01-13,Abarrotes,3.6944
la_paz,2025-01-13,Bazar,0.0023
la_paz,2025-01-13,Bebidas,5.9741
la_paz,2025-01-13,Carnes,33.1558
la_paz,2025-01-13,Congelados,5.1322
la_paz,2025-01-13,Cuidado Personal,10.6127
la_paz,2025-01-13,Cuidado del Bebé,3.995
la_paz,2025-01-13,Cuidado del Hogar,6.451
la_paz,2025-01-13,Fiambres,15.4196
la_paz,2025-01-13,Frutas y Verduras,12.5964
la_paz,2025-01-13,Granos y Hortalizas,0.0
la_paz,2025-01-13,Lácteos y Derivados,10.6392
la_paz,2025-01-13,Panadería,20.5987
la_paz,2025-01-13,Pastelería y Masas Típicas,8.9767
santa_cruz,2025-01-13,Abarrotes,2.2287
santa_cruz,2025-01-13,Bazar,0.0487
santa_cruz,2025-01-13,Bebidas,2.4893
santa_cruz,2025-01-13,CUDADOS OTC,0.0
santa_cruz,2025-01-13,Carnes,4.2711
santa_cruz,2025-01-13,Congelados,16.4505
santa_cruz,2025-01-13,Cuidado Personal,3.6926
santa_cruz,2025-01-13,Cuidado del Bebé,13.0064
santa_cruz,2025-01-13,Cuidado del Hogar,4.7544
santa_cruz,2025-01-13,Farmacia Otc,0.0
santa_cruz,2025-01-13,Fiambres,5.8509
santa_cruz,2025-01-13,Frutas y Verduras,6.4663
santa_cruz,2025-01-13,Granos y Hortalizas,47.3294
santa_cruz,2025-01-13,Lácteos y Derivados,6.4818
santa_cruz,2025-01-13,Panadería,21.9318
santa_cruz,2025-01-13,Pastelería y Masas Típicas,25.2683
cochabamba,2025-01-14,Abarrotes,3.8607
cochabamba,2025-01-14,Bazar,1.4076
cochabamba,2025-01-14,Bebidas,4.9189
cochabamba,2025-01-14,Carnes,46.7031
cochabamba,2025-01-14,Congelados,18.2202
cochabamba,2025-01-14,Cuidado Personal,9.6801
cochabamba,2025-01-14,Cuidado del Bebé,9.1966
cochabamba,2025-01-14,Cuidado del Hogar,3.272
cochabamba,2025-01-14,Fiambres,7.4376
cochabamba,2025-01-14,Frutas y Verduras,1.9961
cochabamba,2025-01-14,Granos y Hortalizas,43.436
cochabamba,2025-01-14,Lácteos y Derivados,14.6604
cochabamba,2025-01-14,Panadería,21.5291
cochabamba,2025-01-14,Pastelería y Masas Típicas,21.5709
la_paz,2025-01-14,Abarrotes,4.0643
la_paz,2025-01-14,Bazar,0.0023
la_paz,2025-01-14,Bebidas,6.3036
la_paz,2025-01-14,Carnes,35.014
la_paz,2025-01-14,Congelados,5.4575
la_paz,2025-01-14,Cuidado Personal,11.5238
la_paz,2025-01-14,Cuidado del Bebé,3.995
la_paz,2025-01-14,Cuidado del Hogar,8.2651
la_paz,2025-01-14,Fiambres,17.0207
la_paz,2025-01-14,Frutas y Verduras,14.9256
la_paz,2025-01-14,Granos y Hortalizas,0.0
la_paz,2025-01-14,Lácteos y Derivados,12.8991
la_paz,2025-01-14,Panadería,21.1522
la_paz,2025-01-14,Pastelería y Masas Típicas,12.9497
santa_cruz,2025-01-14,Abarrotes,2.4083
santa_cruz,2025-01-14,Bazar,0.0487
santa_cruz,2025-01-14,Bebidas,2.5201
santa_cruz,2025-01-14,CUDADOS OTC,0.0
santa_cruz,2025-01-14,Carnes,4.3963
santa_cruz,2025-01-14,Congelados,17.7339
santa_cruz,2025-01-14,Cuidado Personal,4.7955
santa_cruz,2025-01-14,Cuidado del Bebé,13.0183
santa_cruz,2025-01-14,Cuidado del Hogar,5.2691
santa_cruz,2025-01-14,Farmacia Otc,0.0
santa_cruz,2025-01-14,Fiambres,5.8509
santa_cruz,2025-01-14,Frutas y Verduras,6.4663
santa_cruz,2025-01-14,Granos y Hortalizas,47.3294
santa_cruz,2025-01-14,Lácteos y Derivados,9.3087
santa_cruz,2025-01-14,Panadería,22.06
santa_cruz,2025-01-14,Pastelería y Masas Típicas,25.2683
cochabamba,2025-01-15,Abarrotes,4.0003
cochabamba,2025-01-15,Bazar,1.4076
cochabamba,2025-01-15,Bebidas,6.5742
cochabamba,2025-01-15,Carnes,35.7789
cochabamba,2025-01-15,Congelados,16.8509
cochabamba,2025-01-15,Cuidado Personal,10.4688
cochabamba,2025-01-15,Cuidado del Bebé,9.6328
cochabamba,2025-01-15,Cuidado del Hogar,3.4783
cochabamba,2025-01-15,Fiambres,6.7917
cochabamba,2025-01-15,Frutas y Verduras,1.9961
cochabamba,2025-01-15,Granos y Hortalizas,43.436
cochabamba,2025-01-15,Lácteos y Derivados,12.7834
cochabamba,2025-01-15,Panadería,22.4022
cochabamba,2025-01-15,Pastelería y Masas Típicas,23.2304
la_paz,2025-01-15,Abarrotes,4.2779
la_paz,2025-01-15,Bazar,0.0023
la_paz,2025-01-15,Bebidas,6.3851
la_paz,2025-01-15,Carnes,17.0786
la_paz,2025-01-15,Congelados,5.09
la_paz,2025-01-15,Cuidado Personal,12.0961
la_paz,2025-01-15,Cuidado del Bebé,3.995
la_paz,2025-01-15,Cuidado del Hogar,9.2242
la_paz,2025-01-15,Fiambres,12.413
la_paz,2025-01-15,Frutas y Verduras,9.2043
la_paz,2025-01-15,Granos y Hortalizas,0.0
la_paz,2025-01-15,Lácteos y Derivados,13.7249
la_paz,2025-01-15,Panadería,27.0057
la_paz,2025-01-15,Pastelería y Masas Típicas,15.0595
santa_cruz,2025-01-15,Abarrotes,3.0266
santa_cruz,2025-01-15,Bazar,0.0487
santa_cruz,2025-01-15,Bebidas,2.7086
santa_cruz,2025-01-15,CUDADOS OTC,0.0
santa_cruz,2025-01-15,Carnes,2.7826
santa_cruz,2025-01-15,Congelados,18.613
santa_cruz,2025-01-15,Cuidado Personal,5.9489
santa_cruz,2025-01-15,Cuidado del Bebé,13.0183
santa_cruz,2025-01-15,Cuidado del Hogar,5.8729
santa_cruz,2025-01-15,Farmacia Otc,0.0
santa_cruz,2025-01-15,Fiambres,5.3095
santa_cruz,2025-01-15,Frutas y Verduras,2.3993
santa_cruz,2025-01-15,Granos y Hortalizas,6.3769
santa_cruz,2025-01-15,Lácteos y Derivados,8.9083
santa_cruz,2025-01-15,Panadería,21.932
santa_cruz,2025-01-15,Pastelería y Masas Típicas,25.2683
cochabamba,2025-01-16,Abarrotes,4.2558
cochabamba,2025-01-16,Bazar,1.8247
cochabamba,2025-01-16,Bebidas,4.5103
cochabamba,2025-01-16,Carnes,31.7139
cochabamba,2025-01-16,Congelados,11.2381
cochabamba,2025-01-16,Cuidado Personal,10.4097
cochabamba,2025-01-16,Cuidado del Bebé,8.5277
cochabamba,2025-01-16,Cuidado del Hogar,4.3522
cochabamba,2025-01-16,Fiambres,1.6159
cochabamba,2025-01-16,Frutas y Verduras,1.9961
cochabamba,2025-01-16,Granos y Hortalizas,43.436
cochabamba,2025-01-16,Lácteos y Derivados,11.3655
cochabamba,2025-01-16,Panadería,15.9979
cochabamba,2025-01-16,Pastelería y Masas Típicas,13.8778
la_paz,2025-01-16,Abarrotes,4.5343
la_paz,2025-01-16,Bazar,0.0031
la_paz,2025-01-16,Bebidas,5.0771
la_paz,2025-01-16,Carnes,7.5751
la_paz,2025-01-16,Congelados,2.9914
la_paz,2025-01-16,Cuidado Personal,13.0837
la_paz,2025-01-16,Cuidado del Bebé,3.995
la_paz,2025-01-16,Cuidado del Hogar,9.2479
la_paz,2025-01-16,Fiambres,8.4389
la_paz,2025-01-16,Frutas y Verduras,11.0908
la_paz,2025-01-16,Granos y Hortalizas,4.0963
la_paz,2025-01-16,Lácteos y Derivados,11.9718
la_paz,2025-01-16,Panadería,18.8431
la_paz,2025-01-16,Pastelería y Masas Típicas,18.3201
santa_cruz,2025-01-16,Abarrotes,2.9871
santa_cruz,2025-01-16,Bazar,0.0487
santa_cruz,2025-01-16,Bebidas,2.5073
santa_cruz,2025-01-16,CUDADOS OTC,0.0
santa_cruz,2025-01-16,Carnes,5.6237
santa_cruz,2025-01-16,Congelados,18.1996
santa_cruz,2025-01-16,Cuidado Personal,4.7951
santa_cruz,2025-01-16,Cuidado del Bebé,14.0934
santa_cruz,2025-01-16,Cuidado del Hogar,6.0378
santa_cruz,2025-01-16,Farmacia Otc,0.0
santa_cruz,2025-01-16,Fiambres,4.8847
santa_cruz,2025-01-16,Frutas y Verduras,1.9413
santa_cruz,2025-01-16,Granos y Hortalizas,6.3769
santa_cruz,2025-01-16,Lácteos y Derivados,9.6059
santa_cruz,2025-01-16,Panadería,21.984
santa_cruz,2025-01-16,Pastelería y Masas Típicas,28.5631
cochabamba,2025-01-17,Abarrotes,4.4737
cochabamba,2025-01-17,Bazar,1.8247
cochabamba,2025-01-17,Bebidas,3.463
cochabamba,2025-01-17,Carnes,24.3865
cochabamba,2025-01-17,Congelados,11.2275
cochabamba,2025-01-17,Cuidado Personal,11.6262
cochabamba,2025-01-17,Cuidado del Bebé,9.1702
cochabamba,2025-01-17,Cuidado del Hogar,4.4912
cochabamba,2025-01-17,Fiambres,1.6931
cochabamba,2025-01-17,Frutas y Verduras,1.9961
cochabamba,2025-01-17,Granos y Hortalizas,43.436
cochabamba,2025-01-17,Lácteos y Derivados,8.7001
cochabamba,2025-01-17,Panadería,13.3976
cochabamba,2025-01-17,Pastelería y Masas Típicas,15.4151
la_paz,2025-01-17,Abarrotes,3.7368
la_paz,2025-01-17,Bazar,0.0031
la_paz,2025-01-17,Bebidas,4.4102
la_paz,2025-01-17,Carnes,12.5552
la_paz,2025-01-17,Congelados,2.7015
la_paz,2025-01-17,Cuidado Personal,12.6815
la_paz,2025-01-17,Cuidado del Bebé,3.6805
la_paz,2025-01-17,Cuidado del Hogar,7.6454
la_paz,2025-01-17,Fiambres,6.0408
la_paz,2025-01-17,Frutas y Verduras,12.0473
la_paz,2025-01-17,Granos y Hortalizas,0.0
la_paz,2025-01-17,Lácteos y Derivados,11.8183
la_paz,2025-01-17,Panadería,13.0873
la_paz,2025-01-17,Pastelería y Masas Típicas,20.1925
santa_cruz,2025-01-17,Abarrotes,2.9067
santa_cruz,2025-01-17,Bazar,0.0487
santa_cruz,2025-01-17,Bebidas,2.7087
santa_cruz,2025-01-17,CUDADOS OTC,0.0
santa_cruz,2025-01-17,Carnes,3.4469
santa_cruz,2025-01-17,Congelados,16.114
santa_cruz,2025-01-17,Cuidado Personal,3.5382
santa_cruz,2025-01-17,Cuidado del Bebé,12.2568
santa_cruz,2025-01-17,Cuidado del Hogar,5.7872
santa_cruz,2025-01-17,Farmacia Otc,0.0
santa_cruz,2025-01-17,Fiambres,4.9102
santa_cruz,2025-01-17,Frutas y Verduras,1.9413
santa_cruz,2025-01-17,Granos y Hortalizas,13.2689
santa_cruz,2025-01-17,Lácteos y Derivados,8.0236
santa_cruz,2025-01-17,Panadería,22.9131
santa_cruz,2025-01-17,Pastelería y Masas Típicas,25.6318
cochabamba,2025-01-18,Abarrotes,4.1007
cochabamba,2025-01-18,Bazar,1.8247
cochabamba,2025-01-18,Bebidas,3.7769
cochabamba,2025-01-18,Carnes,29.0442
cochabamba,2025-01-18,Congelados,6.3251
cochabamba,2025-01-18,Cuidado Personal,4.5776
cochabamba,2025-01-18,Cuidado del Bebé,5.7733
cochabamba,2025-01-18,Cuidado del Hogar,1.8348
cochabamba,2025-01-18,Fiambres,2.1659
cochabamba,2025-01-18,Frutas y Verduras,1.9961
cochabamba,2025-01-18,Granos y Hortalizas,43.436
cochabamba,2025-01-18,Lácteos y Derivados,9.218
cochabamba,2025-01-18,Panadería,14.8042
cochabamba,2025-01-18,Pastelería y Masas Típicas,15.9702
la_paz,2025-01-18,Abarrotes,3.1574
la_paz,2025-01-18,Bazar,0.0031
la_paz,2025-01-18,Bebidas,5.1937
la_paz,2025-01-18,Carnes,14.5731
la_paz,2025-01-18,Congelados,3.2718
la_paz,2025-01-18,Cuidado Personal,5.9724
la_paz,2025-01-18,Cuidado del Bebé,1.7105
la_paz,2025-01-18,Cuidado del Hogar,4.6275
la_paz,2025-01-18,Fiambres,3.6242
la_paz,2025-01-18,Frutas y Verduras,12.1029
la_paz,2025-01-18,Granos y Hortalizas,0.0
la_paz,2025-01-18,Lácteos y Derivados,13.0905
la_paz,2025-01-18,Panadería,16.3724
la_paz,2025-01-18,Pastelería y Masas Típicas,21.7711
santa_cruz,2025-01-18,Abarrotes,2.7014
santa_cruz,2025-01-18,Bazar,0.0487
santa_cruz,2025-01-18,Bebidas,2.9238
santa_cruz,2025-01-18,CUDADOS OTC,0.0
santa_cruz,2025-01-18,Carnes,3.4469
santa_cruz,2025-01-18,Congelados,16.6616
santa_cruz,2025-01-18,Cuidado Personal,3.5234
santa_cruz,2025-01-18,Cuidado del Bebé,12.2449
santa_cruz,2025-01-18,Cuidado del Hogar,5.7022
santa_cruz,2025-01-18,Farmacia Otc,0.0
santa_cruz,2025-01-18,Fiambres,5.0585
santa_cruz,2025-01-18,Frutas y Verduras,1.9413
santa_cruz,2025-01-18,Granos y Hortalizas,13.2689
santa_cruz,2025-01-18,Lácteos y Derivados,8.8778
santa_cruz,2025-01-18,Panadería,16.0467
santa_cruz,2025-01-18,Pastelería y Masas Típicas,25.6318
cochabamba,2025-01-19,Abarrotes,3.1681
cochabamba,2025-01-19,Bazar,2.3236
cochabamba,2025-01-19,Bebidas,3.187
cochabamba,2025-01-19,Carnes,23.8717
cochabamba,2025-01-19,Congelados,7.6502
cochabamba,2025-01-19,Cuidado Personal,4.7233
cochabamba,2025-01-19,Cuidado del Bebé,5.8943
cochabamba,2025-01-19,Cuidado del Hogar,2.119
cochabamba,2025-01-19,Fiambres,2.1518
cochabamba,2025-01-19,Frutas y Verduras,1.9961
cochabamba,2025-01-19,Granos y Hortalizas,43.436
cochabamba,2025-01-19,Lácteos y Derivados,8.3208
cochabamba,2025-01-19,Panadería,15.9711
cochabamba,2025-01-19,Pastelería y Masas Típicas,14.4948
la_paz,2025-01-19,Abarrotes,3.2673
la_paz,2025-01-19,Bazar,0.0023
la_paz,2025-01-19,Bebidas,4.9899
la_paz,2025-01-19,Carnes,5.396
la_paz,2025-01-19,Congelados,3.3261
la_paz,2025-01-19,Cuidado Personal,5.0651
la_paz,2025-01-19,Cuidado del Bebé,1.9636
la_paz,2025-01-19,Cuidado del Hogar,4.5857
la_paz,2025-01-19,Fiambres,4.7045
la_paz,2025-01-19,Frutas y Verduras,7.7617
la_paz,2025-01-19,Granos y Hortalizas,0.0
la_paz,2025-01-19,Lácteos y Derivados,12.0751
la_paz,2025-01-19,Panadería,9.2853
la_paz,2025-01-19,Pastelería y Masas Típicas,20.0882
santa_cruz,2025-01-19,Abarrotes,2.8701
santa_cruz,2025-01-19,Bazar,0.0487
