departamento,fecha,componente,valor,q05,q95
1,180,4,-0.091,-0.091,-0.060
1,180,5,1.009,0.926,1.705
1,180,6,0.423,0.423,0.494
1,180,7,-0.213,-0.269,-0.122
1,180,8,0.705,0.347,1.026
1,180,9,-1.057,-1.057,-0.918
1,180,10,-0.062,-0.062,0.298
1,180,11,1.156,1.156,1.248
1,180,12,0.791,0.791,1.247
1,180,13,0.149,0.149,0.198
1,180,14,0.263,0.263,0.279
1,180,15,0.407,0.393,0.409
1,181,1,0.096,0.054,0.270
1,181,2,-0.632,-0.742,-0.632
1,181,3,-0.812,-0.812,-0.351
1,181,4,-0.262,-0.262,-0.226
1,181,5,1.111,1.002,2.029
1,181,6,0.456,0.456,0.537
1,181,7,-0.151,-0.217,-0.045
1,181,8,1.562,1.137,1.944
1,181,9,-1.258,-1.258,-1.097
1,181,10,0.122,0.122,0.536
1,181,11,2.077,2.077,2.183
1,181,12,0.791,0.791,1.312
1,181,13,0.182,0.182,0.238
1,181,14,0.263,0.263,0.283
1,181,15,0.407,0.390,0.409
1,182,1,0.065,0.016,0.268
1,182,2,-0.637,-0.763,-0.637
1,182,3,-0.812,-0.812,-0.292
1,182,4,-0.279,-0.279,-0.239
1,182,5,1.111,0.976,2.251
1,182,6,0.456,0.456,0.548
1,182,7,-0.172,-0.247,-0.052
1,182,8,1.086,0.600,1.523
1,182,9,-1.254,-1.254,-1.071
1,182,10,0.122,0.122,0.593
1,182,11,1.860,1.860,1.980
1,182,12,0.791,0.791,1.377
1,182,13,0.192,0.192,0.254
1,182,14,0.263,0.263,0.288
1,182,15,0.411,0.390,0.413
1,183,1,0.233,0.177,0.471
1,183,2,-0.637,-0.778,-0.637
1,183,3,-0.812,-0.812,-0.234
1,183,4,-0.290,-0.290,-0.245
1,183,5,1.111,0.941,2.553
1,183,6,0.456,0.456,0.560
1,183,7,-0.172,-0.257,-0.036
1,183,8,1.086,0.537,1.580
1,183,9,-1.250,-1.250,-1.044
1,183,10,0.122,0.122,0.650
1,183,11,4.313,4.313,4.449
1,183,12,0.791,0.791,1.443
1,183,13,0.198,0.198,0.271
1,183,14,0.263,0.263,0.292
1,183,15,0.411,0.388,0.413
1,184,1,0.231,0.168,0.506
1,184,2,-0.637,-0.792,-0.637
1,184,3,-0.812,-0.812,-0.175
1,184,4,-0.290,-0.290,-0.240
1,184,5,1.111,0.906,2.856
1,184,6,0.456,0.456,0.578
1,184,7,-0.163,-0.257,-0.012
1,184,8,1.086,0.465,1.645
1,184,9,-1.276,-1.276,-1.046
1,184,10,0.122,0.122,0.729
1,184,11,4.313,4.313,4.463
1,184,12,0.791,0.791,1.508
1,184,13,0.198,0.198,0.282
1,184,14,0.263,0.263,0.296
1,184,15,0.411,0.385,0.413
1,185,1,0.249,0.179,0.563
1,185,2,-0.497,-0.665,-0.497
1,185,3,-0.812,-0.812,-0.117
1,185,4,-0.770,-0.770,-0.714
1,185,5,1.740,1.498,3.801
1,185,6,0.456,0.456,0.605
1,185,7,-0.166,-0.271,0.002
1,185,8,1.086,0.393,1.710
1,185,9,-1.295,-1.295,-1.042
1,185,10,0.122,0.122,0.817
1,185,11,4.616,4.616,4.779
1,185,12,0.791,0.791,1.574
1,185,13,0.234,0.234,0.329
1,185,14,0.263,0.263,0.300
1,185,15,0.411,0.382,0.414
1,186,1,0.342,0.264,0.693
1,186,2,-0.398,-0.580,-0.398
1,186,3,-0.812,-0.812,-0.058
1,186,4,-0.770,-0.770,-0.709
1,186,5,2.577,2.297,4.964
1,186,6,0.498,0.498,0.676
1,186,7,-0.166,-0.282,0.021
1,186,8,1.086,0.321,1.775
1,186,9,-1.265,-1.265,-0.988
1,186,10,0.122,0.122,0.905
1,186,11,4.591,4.591,4.769
1,186,12,0.791,0.791,1.639
1,186,13,0.707,0.707,0.813
1,186,14,0.263,0.263,0.304
1,186,15,0.411,0.379,0.414
1,187,1,0.315,0.230,0.712
1,187,2,-0.825,-1.016,-0.825
1,187,3,-0.812,-0.812,0.003
1,187,4,-0.770,-0.770,-0.704
1,187,5,1.834,1.521,4.511
1,187,6,0.498,0.498,0.715
1,187,7,-0.160,-0.287,0.045
1,187,8,1.086,0.249,1.841
1,187,9,-1.274,-1.274,-0.969
1,187,10,0.122,0.122,1.073
1,187,11,5.640,5.640,5.833
1,187,12,1.145,1.145,2.062
1,187,13,0.759,0.759,0.893
1,187,14,0.263,0.263,0.308
1,187,15,0.411,0.376,0.414
1,188,1,0.384,0.292,0.830
1,188,2,-0.828,-1.029,-0.828
1,188,3,-0.812,-0.812,0.063
1,188,4,-0.770,-0.770,-0.698
1,188,5,1.834,1.485,4.820
1,188,6,0.498,0.498,0.778
1,188,7,-0.159,-0.298,0.066
1,188,8,1.086,0.177,1.906
1,188,9,-1.274,-1.274,-0.941
1,188,10,0.122,0.122,1.277
1,188,11,6.678,6.678,6.886
1,188,12,1.145,1.145,2.128
1,188,13,0.759,0.759,0.923
1,188,14,0.263,0.263,0.312
1,188,15,0.411,0.373,0.414
1,189,1,0.385,0.285,0.879
1,189,2,-0.768,-0.979,-0.768
1,189,3,-0.812,-0.812,0.124
1,189,4,-0.770,-0.770,-0.693
1,189,5,1.998,1.613,5.298
1,189,6,0.498,0.498,0.840
1,189,7,-0.876,-1.027,-0.632
1,189,8,1.086,0.105,1.972
1,189,9,-1.274,-1.274,-0.913
1,189,10,0.122,0.122,1.481
1,189,11,7.424,7.424,7.648
1,189,12,0.606,0.606,1.649
1,189,13,0.759,0.759,0.952
1,189,14,0.263,0.263,0.316
1,189,15,0.411,0.370,0.415
1,190,1,0.388,0.282,0.934
1,190,2,-0.768,-0.988,-0.768
1,190,3,-0.812,-0.812,0.185
1,190,4,-0.770,-0.770,-0.688
1,190,5,1.998,1.578,5.609
1,190,6,0.502,0.502,0.910
1,190,7,-0.897,-1.061,-0.633
1,190,8,1.077,0.024,2.028
1,190,9,-1.293,-1.293,-0.899
1,190,10,0.122,0.122,1.714
1,190,11,7.518,7.518,7.757
1,190,12,0.606,0.606,1.715
1,190,13,0.774,0.774,1.004
1,190,14,0.263,0.263,0.320
1,190,15,0.411,0.367,0.415
1,191,1,0.434,0.321,1.033
1,191,2,-0.768,-0.996,-0.768
1,191,3,-0.812,-0.812,0.245
1,191,4,-0.770,-0.770,-0.683
1,191,5,2.366,1.909,6.303
1,191,6,0.502,0.502,0.984
1,191,7,-0.896,-1.072,-0.610
1,191,8,1.077,-0.048,2.093
1,191,9,-2.309,-2.309,-1.886
1,191,10,0.122,0.122,1.959
1,191,11,9.313,9.313,9.570
1,191,12,0.606,0.606,1.781
1,191,13,0.774,0.774,1.044
1,191,14,0.263,0.263,0.324
1,191,15,0.411,0.364,0.415
1,192,1,0.502,0.383,1.164
1,192,2,-0.726,-0.958,-0.726
1,192,3,-0.812,-0.812,0.306
1,192,4,-0.768,-0.768,-0.676
1,192,5,2.314,1.822,6.563
1,192,6,0.499,0.499,1.069
1,192,7,-0.896,-1.086,-0.589
1,192,8,1.077,-0.120,2.159
1,192,9,-2.194,-2.194,-1.734
1,192,10,0.122,0.122,2.295
1,192,11,10.183,10.183,10.457
1,192,12,0.606,0.606,1.922
1,192,13,0.736,0.736,1.061
1,192,14,0.263,0.263,0.331
1,192,15,0.411,0.361,0.416
1,193,1,0.677,0.551,1.402
1,193,2,-0.770,-1.007,-0.770
1,193,3,-0.812,-0.812,0.367
1,193,4,-0.768,-0.768,-0.676
1,193,5,2.314,1.786,6.877
1,193,6,0.499,0.499,1.159
1,193,7,-0.896,-1.099,-0.567
1,193,8,1.077,-0.192,2.224
1,193,9,-2.194,-2.194,-1.698
1,193,10,0.122,0.122,2.643
1,193,11,12.911,12.911,13.206
1,193,12,0.606,0.606,2.063
1,193,13,0.851,0.851,1.235
1,193,14,0.314,0.314,0.388
1,193,15,0.411,0.358,0.416
1,194,1,0.982,0.850,1.772
1,194,2,-0.711,-0.952,-0.711
1,194,3,-0.812,-0.812,0.428
1,194,4,-0.732,-0.732,-0.642
1,194,5,3.446,2.876,8.378
1,194,6,0.499,0.499,1.249
1,194,7,-0.896,-1.113,-0.545
1,194,8,1.077,-0.263,2.290
1,194,9,-2.159,-2.159,-1.626
1,194,10,0.156,0.156,3.027
1,194,11,16.378,16.378,16.697
1,194,12,0.606,0.606,2.205
1,194,13,0.893,0.893,1.336
1,194,14,0.311,0.311,0.392
1,194,15,0.411,0.356,0.416
1,195,1,1.098,0.959,1.954
1,195,2,-0.715,-0.957,-0.715
1,195,3,-0.812,-0.812,0.489
1,195,4,-0.710,-0.710,-0.620
1,195,5,3.446,2.840,8.698
1,195,6,0.499,0.499,1.340
1,195,7,-0.896,-1.127,-0.523
1,195,8,1.077,-0.335,2.356
1,195,9,-2.065,-2.065,-1.493
1,195,10,0.156,0.156,3.399
1,195,11,18.105,18.105,18.444
1,195,12,0.606,0.606,2.346
1,195,13,0.874,0.874,1.412
1,195,14,0.311,0.311,0.399
1,195,15,0.409,0.350,0.415
1,196,1,1.332,1.186,2.256
1,196,2,-0.732,-0.975,-0.732
1,196,3,-0.812,-0.812,0.550
1,196,4,-0.678,-0.678,-0.590
1,196,5,3.446,2.804,9.019
1,196,6,0.495,0.495,1.427
1,196,7,-0.893,-1.138,-0.498
1,196,8,1.077,-0.406,2.421
1,196,9,-2.065,-2.065,-1.455
1,196,10,0.131,0.131,3.746
1,196,11,22.019,22.019,22.386
1,196,12,0.606,0.606,2.488
1,196,13,0.873,0.873,1.506
1,196,14,0.336,0.336,0.432
1,196,15,0.409,0.347,0.416
1,197,1,1.406,1.255,2.401
1,197,2,-0.732,-0.974,-0.732
1,197,3,-0.812,-0.812,0.629
1,197,4,-0.676,-0.676,-0.589
1,197,5,3.446,2.768,9.338
1,197,6,0.495,0.495,1.519
1,197,7,-0.890,-1.149,-0.472
1,197,8,1.077,-0.478,2.487
1,197,9,-2.065,-2.065,-1.414
1,197,10,0.131,0.131,4.140
1,197,11,23.276,23.276,23.663
1,197,12,0.606,0.606,2.631
1,197,13,0.875,0.875,1.630
1,197,14,0.336,0.336,0.439
1,197,15,0.409,0.343,0.416
1,198,1,1.407,1.250,2.473
1,198,2,-0.732,-0.972,-0.732
1,198,3,-0.812,-0.812,0.708
1,198,4,-0.676,-0.676,-0.590
1,198,5,3.446,2.733,9.658
1,198,6,0.495,0.495,1.610
1,198,7,-0.890,-1.163,-0.448
1,198,8,1.077,-0.549,2.553
1,198,9,-2.065,-2.065,-1.373
1,198,10,0.153,0.153,4.562
1,198,11,23.276,23.276,23.679
1,198,12,0.606,0.606,2.773
1,198,13,0.875,0.875,1.756
1,198,14,0.336,0.336,0.446
1,198,15,0.409,0.339,0.416
1,199,1,1.426,1.263,2.564
1,199,2,-0.732,-0.967,-0.732
1,199,3,-0.812,-0.812,0.788
1,199,4,-0.681,-0.681,-0.595
1,199,5,3.446,2.697,9.979
1,199,6,0.495,0.495,1.702
1,199,7,-0.908,-1.195,-0.444
1,199,8,1.077,-0.621,2.619
1,199,9,-2.090,-2.090,-1.357
1,199,10,0.153,0.153,4.980
1,199,11,23.671,23.671,24.091
1,199,12,0.606,0.606,2.915
1,199,13,0.873,0.873,1.898
1,199,14,0.336,0.336,0.453
1,199,15,0.409,0.335,0.417
1,200,1,1.557,1.389,2.779
1,200,2,-0.915,-1.145,-0.915
1,200,3,-0.812,-0.812,0.867
1,200,4,-0.683,-0.683,-0.598
1,200,5,3.266,2.483,10.109
1,200,6,0.496,0.496,1.800
1,200,7,-0.908,-1.209,-0.420
1,200,8,1.077,-0.692,2.685
1,200,9,-2.090,-2.090,-1.314
1,200,10,0.153,0.153,5.533
1,200,11,26.514,26.514,26.959
1,200,12,0.879,0.879,3.362
1,200,13,0.875,0.875,2.076
1,200,14,0.336,0.336,0.460
1,200,15,0.409,0.331,0.417
1,201,1,1.670,1.496,2.978
1,201,2,-0.902,-1.125,-0.902
1,201,3,-0.812,-0.812,0.947
1,201,4,-0.688,-0.688,-0.603
1,201,5,2.872,2.057,10.011
1,201,6,0.511,0.511,1.913
1,201,7,-0.927,-1.243,-0.417
1,201,8,1.077,-0.763,2.751
1,201,9,-2.092,-2.092,-1.274
1,201,10,0.145,0.145,6.082
1,201,11,28.947,28.947,29.417
1,201,12,0.879,0.879,3.530
1,201,13,0.880,0.880,2.295
1,201,14,0.336,0.336,0.471
1,201,15,0.409,0.326,0.418
1,202,1,1.547,1.371,2.923
1,202,2,-1.197,-1.414,-1.208
1,202,3,-0.812,-0.812,0.969
1,202,4,-0.716,-0.716,-0.635
1,202,5,2.864,2.013,10.325
1,202,6,0.438,0.438,1.926
1,202,7,-1.038,-1.360,-0.515
1,202,8,-1.219,-3.039,0.438
1,202,9,-2.684,-2.684,-1.848
1,202,10,0.140,0.140,6.601
1,202,11,30.038,30.038,30.508
1,202,12,0.879,0.879,3.632
1,202,13,0.835,0.835,2.457
1,202,14,0.316,0.316,0.462
1,202,15,0.409,0.323,0.418
1,203,1,1.541,1.363,2.986
1,203,2,-1.195,-1.399,-1.195
1,203,3,-0.812,-0.812,0.991
1,203,4,-0.714,-0.714,-0.639
1,203,5,2.864,1.985,10.582
1,203,6,0.438,0.438,2.014
1,203,7,-1.024,-1.353,-0.490
1,203,8,-1.219,-3.062,0.458
1,203,9,-2.514,-2.514,-1.653
1,203,10,0.140,0.140,7.127
1,203,11,29.542,29.542,30.006
1,203,12,0.879,0.879,3.734
1,203,13,0.909,0.909,2.742
1,203,14,0.316,0.316,0.473
1,203,15,0.409,0.320,0.418
1,204,1,1.736,1.558,3.253
1,204,2,-1.192,-1.371,-1.192
1,204,3,-0.812,-0.812,1.029
1,204,4,-0.714,-0.714,-0.642
1,204,5,2.864,1.953,10.873
1,204,6,0.509,0.509,2.177
1,204,7,-0.849,-1.187,-0.301
1,204,8,-0.495,-2.374,1.215
1,204,9,-1.994,-1.994,-1.101
1,204,10,0.239,0.239,7.781
1,204,11,31.280,31.280,31.747
1,204,12,0.879,0.879,3.641
1,204,13,1.011,1.011,3.066
1,204,14,0.319,0.319,0.487
1,204,15,0.409,0.317,0.419
1,205,1,1.736,1.730,1.769
1,205,2,-1.192,-1.198,-1.192
1,205,3,-0.812,-0.812,-0.719
1,205,4,-0.714,-0.714,-0.711
1,205,5,2.864,2.819,2.949
1,205,6,0.509,0.509,0.527
1,205,7,-0.849,-0.855,-0.822
1,205,8,-0.495,-0.566,-0.431
1,205,9,-1.994,-1.994,-1.945
1,205,10,0.239,0.239,0.386
1,205,11,31.280,31.279,31.280
1,205,12,0.879,0.879,0.970
1,205,13,1.011,1.011,1.037
1,205,14,0.319,0.319,0.319
1,205,15,0.409,0.407,0.409
1,206,1,1.921,1.908,1.990
1,206,2,-0.944,-0.955,-0.944
1,206,3,-0.356,-0.356,-0.125
1,206,4,-0.520,-0.520,-0.514
1,206,5,2.864,2.773,3.035
1,206,6,0.509,0.509,0.545
1,206,7,-0.257,-0.270,-0.203
1,206,8,-0.512,-0.653,-0.384
1,206,9,-2.001,-2.001,-1.905
1,206,10,0.239,0.239,0.533
1,206,11,32.178,32.177,32.178
1,206,12,0.879,0.879,1.062
1,206,13,1.011,1.011,1.063
1,206,14,0.319,0.319,0.319
1,206,15,0.409,0.404,0.409
1,207,1,1.900,1.880,2.005
1,207,2,-0.821,-0.837,-0.821
1,207,3,-0.637,-0.637,-0.269
1,207,4,-0.204,-0.204,-0.196
1,207,5,2.864,2.728,3.120
1,207,6,0.509,0.509,0.563
1,207,7,-0.166,-0.186,-0.084
1,207,8,-0.502,-0.714,-0.310
1,207,9,-2.001,-2.001,-1.856
1,207,10,0.233,0.233,0.674
1,207,11,30.933,30.930,30.933
1,207,12,0.879,0.879,1.154
1,207,13,0.991,0.991,1.069
1,207,14,0.319,0.319,0.319
1,207,15,0.409,0.401,0.409
1,208,1,2.188,2.162,2.329
1,208,2,-0.141,-0.162,-0.141
1,208,3,0.431,0.431,0.942
1,208,4,-0.181,-0.181,-0.171
1,208,5,2.346,2.165,2.685
1,208,6,0.509,0.509,0.581
1,208,7,-0.055,-0.081,0.056
1,208,8,-0.441,-0.723,-0.184
1,208,9,-0.901,-0.901,-0.705
1,208,10,0.233,0.233,0.828
1,208,11,31.031,31.028,31.031
1,208,12,0.879,0.879,1.245
1,208,13,1.029,1.029,1.134
1,208,14,0.317,0.317,0.317
1,208,15,0.584,0.573,0.584
1,209,1,2.278,2.245,2.456
1,209,2,0.158,0.135,0.158
1,209,3,0.431,0.431,1.081
1,209,4,0.087,0.087,0.101
1,209,5,1.919,1.695,2.342
1,209,6,0.513,0.513,0.604
1,209,7,0.150,0.117,0.292
1,209,8,0.209,-0.145,0.532
1,209,9,-0.146,-0.146,0.101
1,209,10,0.233,0.233,0.981
1,209,11,29.866,29.862,29.866
1,209,12,0.879,0.879,1.337
1,209,13,0.993,0.993,1.125
1,209,14,0.317,0.317,0.317
1,209,15,0.584,0.570,0.584
1,210,1,2.304,2.261,2.526
1,210,2,0.175,0.149,0.175
1,210,3,0.431,0.431,1.220
1,210,4,0.105,0.105,0.121
1,210,5,1.919,1.586,2.546
1,210,6,0.513,0.513,0.622
1,210,7,0.170,0.129,0.342
1,210,8,0.681,0.254,1.071
1,210,9,-0.146,-0.146,0.150
1,210,10,0.233,0.233,1.134
1,210,11,29.986,29.981,29.986
1,210,12,0.879,0.879,1.429
1,210,13,0.993,0.993,1.152
1,210,14,0.317,0.317,0.317
1,210,15,0.584,0.567,0.584
1,211,1,1.897,1.844,2.163
1,211,2,0.204,0.176,0.204
1,211,3,0.431,0.431,1.359
1,211,4,0.105,0.105,0.124
1,211,5,1.825,1.379,2.665
1,211,6,0.521,0.521,0.648
1,211,7,0.170,0.122,0.373
1,211,8,0.681,0.183,1.136
1,211,9,-0.146,-0.146,0.202
1,211,10,0.233,0.233,1.290
1,211,11,22.879,22.874,22.879
1,211,12,0.879,0.879,1.521
1,211,13,0.996,0.996,1.182
1,211,14,0.317,0.317,0.317
1,211,15,0.584,0.565,0.584
1,212,1,1.900,1.836,2.211
1,212,2,0.204,0.177,0.204
1,212,3,0.431,0.431,1.498
1,212,4,0.105,0.105,0.127
1,212,5,1.825,1.267,2.879
1,212,6,0.521,0.521,0.667
1,212,7,0.170,0.115,0.403
1,212,8,0.681,0.112,1.201
1,212,9,-0.114,-0.114,0.286
1,212,10,0.233,0.233,1.447
1,212,11,22.879,22.873,22.879
1,212,12,0.879,0.879,1.613
1,212,13,0.996,0.996,1.209
1,212,14,0.317,0.317,0.317
1,212,15,0.584,0.562,0.584
1,213,1,1.765,1.692,2.122
1,213,2,0.198,0.171,0.198
1,213,3,0.431,0.431,1.638
1,213,4,0.587,0.587,0.612
1,213,5,1.950,1.279,3.220
1,213,6,0.544,0.544,0.708
1,213,7,0.176,0.113,0.440
1,213,8,0.644,0.004,1.229
1,213,9,-0.028,-0.028,0.426
1,213,10,0.233,0.233,1.608
1,213,11,19.024,19.018,19.024
1,213,12,0.879,0.879,1.705
1,213,13,0.946,0.946,1.187
1,213,14,0.376,0.376,0.376
1,213,15,0.692,0.666,0.692
1,214,1,1.363,1.280,1.765
1,214,2,0.196,0.171,0.196
1,214,3,0.431,0.431,1.818
1,214,4,0.556,0.556,0.584
1,214,5,0.510,-0.263,1.974
1,214,6,0.503,0.503,0.686
1,214,7,0.090,0.019,0.386
1,214,8,0.644,-0.067,1.294
1,214,9,-0.197,-0.197,0.309
1,214,10,0.233,0.233,1.769
1,214,11,14.409,14.402,14.409
1,214,12,0.879,0.879,1.797
1,214,13,0.946,0.946,1.215
1,214,14,0.425,0.425,0.425
1,214,15,0.692,0.663,0.692
1,215,1,1.281,1.189,1.732
1,215,2,0.520,0.499,0.520
1,215,3,0.431,0.431,1.998
1,215,4,0.419,0.419,0.451
1,215,5,1.756,0.862,3.454
1,215,6,0.554,0.554,0.755
1,215,7,-0.273,-0.351,0.053
1,215,8,0.644,-0.138,1.359
1,215,9,-0.191,-0.191,0.368
1,215,10,0.233,0.233,1.941
1,215,11,11.970,11.963,11.970
1,215,12,0.526,0.526,1.533
1,215,13,0.897,0.897,1.199
1,215,14,0.425,0.425,0.425
1,215,15,0.692,0.661,0.692
1,216,1,0.985,0.881,1.481
1,216,2,0.520,0.504,0.520
1,216,3,0.431,0.431,2.178
1,216,4,0.413,0.413,0.449
1,216,5,1.756,0.750,3.670
1,216,6,0.554,0.554,0.774
1,216,7,-0.474,-0.559,-0.116
1,216,8,0.383,-0.468,1.161
1,216,9,-1.118,-1.118,-0.512
1,216,10,,0.233,2.125
1,216,11,9.052,9.044,9.052
1,216,12,0.526,0.526,1.625
1,216,13,0.899,0.899,1.234
1,216,14,0.423,0.423,0.423
1,216,15,0.692,0.658,0.692
1,217,1,1.030,0.910,1.569
1,217,2,0.520,0.508,0.520
1,217,3,0.431,0.431,2.358
1,217,4,0.413,0.413,0.453
1,217,5,,0.638,3.886
1,217,6,0.554,0.554,0.793
1,217,7,0.237,0.143,0.629
1,217,8,0.383,-0.539,1.226
1,217,9,-1.118,-1.118,-0.459
1,217,10,,0.233,2.309
1,217,11,8.775,8.767,8.775
1,217,12,0.526,0.526,1.717
1,217,13,0.899,0.899,1.267
1,217,14,0.423,0.423,0.423
1,217,15,0.692,0.655,0.692
1,218,1,1.035,0.897,1.615
1,218,2,0.520,0.512,0.520
1,218,3,0.431,0.431,2.539
1,218,4,0.413,0.413,0.457
1,218,5,,0.526,4.102
1,218,6,0.554,0.554,0.812
1,218,7,0.259,0.158,0.683
1,218,8,0.392,-0.600,1.300
1,218,9,-1.100,-1.100,-0.389
1,218,10,,0.233,2.494
1,218,11,8.680,8.671,8.680
1,218,12,0.526,0.526,1.809
1,218,13,0.894,0.894,1.295
1,218,14,0.423,0.423,0.423
1,218,15,0.692,0.652,0.692
1,219,1,0.996,0.842,1.619
1,219,2,0.520,0.516,0.520
1,219,3,0.431,0.431,2.721
1,219,4,0.413,0.413,0.461
1,219,5,,0.054,3.944
1,219,6,0.554,0.554,0.831
1,219,7,0.258,0.148,0.714
1,219,8,0.392,-0.671,1.365
1,219,9,-0.071,-0.071,0.701
1,219,10,,0.233,2.679
1,219,11,6.895,6.886,6.895
1,219,12,0.526,0.526,1.902
1,219,13,0.894,0.894,1.327
1,219,14,0.423,0.423,0.423
1,219,15,0.692,0.649,0.692
1,220,1,0.628,0.476,1.311
1,220,2,0.502,0.502,0.503
1,220,3,0.443,0.443,2.914
1,220,4,0.415,0.415,0.469
1,220,5,1.213,-0.233,3.978
1,220,6,0.703,0.703,1.000
1,220,7,-0.058,-0.179,0.450
1,220,8,-0.070,-1.198,0.963
1,220,9,-0.918,-0.918,-0.098
1,220,10,,0.233,2.864
1,220,11,3.402,3.392,3.402
1,220,12,0.526,0.526,1.994
1,220,13,0.864,0.864,1.331
1,220,14,0.423,0.423,0.423
1,220,15,0.692,0.648,0.692
1,221,1,0.451,0.302,1.198
1,221,2,0.583,0.583,0.592
1,221,3,0.443,0.443,3.096
1,221,4,0.409,0.409,0.469
1,221,5,1.213,-0.344,4.195
1,221,6,0.741,0.741,1.057
1,221,7,-0.058,-0.192,0.503
1,221,8,-0.070,-1.269,1.028
1,221,9,-0.918,-0.918,-0.044
1,221,10,0.522,0.522,3.347
1,221,11,1.010,1.000,1.010
1,221,12,0.526,0.526,2.087
1,221,13,0.287,0.287,0.784
1,221,14,0.423,0.423,0.423
1,221,15,0.692,0.646,0.692
1,222,1,0.181,0.022,0.979
1,222,2,0.523,0.523,0.539
1,222,3,0.443,0.443,3.278
1,222,4,0.409,0.409,0.475
1,222,5,0.581,-1.076,3.760
1,222,6,0.741,0.741,1.076
1,222,7,-0.058,-0.205,0.558
1,222,8,-0.070,-1.343,1.098
1,222,9,-0.940,-0.940,-0.012
1,222,10,0.522,0.522,3.533
1,222,11,-2.028,-2.039,-2.028
1,222,12,0.526,0.526,2.179
1,222,13,0.224,0.224,0.754
1,222,14,0.426,0.426,0.426
1,222,15,0.692,0.645,0.692
1,223,1,0.078,-0.091,0.927
1,223,2,0.527,0.527,0.554
1,223,3,0.443,0.443,3.461
1,223,4,0.355,0.355,0.428
1,223,5,0.664,-1.104,4.063
1,223,6,0.741,0.741,1.095
1,223,7,-0.058,-0.218,0.614
1,223,8,-0.070,-1.418,1.167
1,223,9,-1.036,-1.036,-0.054
1,223,10,0.522,0.522,3.720
1,223,11,-3.505,-3.516,-3.504
1,223,12,1.216,1.216,2.974
1,223,13,0.224,0.224,0.787
1,223,14,0.426,0.426,0.426
1,223,15,0.692,0.643,0.692
1,224,1,-0.151,-0.330,0.751
1,224,2,0.540,0.540,0.577
1,224,3,0.443,0.443,3.664
1,224,4,0.354,0.354,0.435
1,224,5,0.664,-1.214,4.280
1,224,6,0.741,0.741,1.114
1,224,7,-0.058,-0.232,0.670
1,224,8,-0.070,-1.493,1.237
1,224,9,-1.036,-1.036,-0.000
1,224,10,0.522,0.522,3.907
1,224,11,-6.600,-6.611,-6.600
1,224,12,1.216,1.216,3.068
1,224,13,0.224,0.224,0.821
1,224,14,0.426,0.426,0.426
1,224,15,0.692,0.642,0.692
1,225,1,-0.214,-0.403,0.743
1,225,2,0.504,0.504,0.554
1,225,3,0.443,0.443,3.869
1,225,4,0.126,0.126,0.214
1,225,5,0.664,-1.324,4.497
1,225,6,0.741,0.741,1.133
1,225,7,-0.052,-0.239,0.733
1,225,8,-0.070,-1.572,1.310
1,225,9,-1.036,-1.036,0.055
1,225,10,0.522,0.522,4.095
1,225,11,-7.530,-7.541,-7.530
1,225,12,1.216,1.216,3.161
1,225,13,0.690,0.690,1.325
1,225,14,0.426,0.426,0.426
1,225,15,0.803,0.752,0.803
1,226,1,-0.255,-0.456,0.757
1,226,2,0.504,0.504,0.570
1,226,3,0.443,0.443,4.081
1,226,4,0.126,0.126,0.222
1,226,5,0.012,-2.071,4.037
1,226,6,0.741,0.741,1.152
1,226,7,-0.052,-0.253,0.793
1,226,8,-0.070,-1.666,1.398
1,226,9,-1.036,-1.036,0.111
1,226,10,0.500,0.500,4.259
1,226,11,-7.530,-7.542,-7.530
1,226,12,1.216,1.216,3.255
1,226,13,0.690,0.690,1.361
1,226,14,0.426,0.426,0.426
1,226,15,0.803,0.750,0.803
1,227,1,-0.286,-0.497,0.783
1,227,2,0.503,0.503,0.586
1,227,3,0.443,0.443,4.293
1,227,4,0.127,0.127,0.231
1,227,5,0.012,-2.180,4.254
1,227,6,0.741,0.741,1.171
1,227,7,-0.052,-0.267,0.853
1,227,8,-0.070,-1.761,1.487
1,227,9,-1.036,-1.036,0.167
1,227,10,0.500,0.500,4.448
1,227,11,-7.901,-7.914,-7.901
1,227,12,1.216,1.216,3.349
1,227,13,0.641,0.641,1.348
1,227,14,0.426,0.426,0.426
1,227,15,0.803,0.749,0.803
1,228,1,-0.425,-0.646,0.699
1,228,2,0.690,0.690,0.788
1,228,3,0.443,0.443,4.507
1,228,4,0.129,0.129,0.243
1,228,5,0.012,-2.289,4.471
1,228,6,0.740,0.740,1.189
1,228,7,-0.052,-0.282,0.913
1,228,8,-0.070,-1.855,1.575
1,228,9,-1.036,-1.036,0.224
1,228,10,0.500,0.500,4.636
1,228,11,-9.971,-9.984,-9.971
1,228,12,0.943,0.943,3.163
1,228,13,0.641,0.641,1.387
1,228,14,0.426,0.426,0.426
1,228,15,0.803,0.752,0.803
1,229,1,-0.576,-0.806,0.603
1,229,2,0.676,0.676,0.792
1,229,3,0.443,0.443,4.717
1,229,4,0.143,0.143,0.265
1,229,5,0.012,-2.397,4.689
1,229,6,0.740,0.740,1.208
1,229,7,-0.055,-0.300,0.970
1,229,8,-0.070,-1.950,1.664
1,229,9,-1.036,-1.036,0.283
1,229,10,0.500,0.500,4.825
1,229,11,-11.898,-11.911,-11.898
1,229,12,0.943,0.943,3.256
1,229,13,0.679,0.679,1.465
