fecha,division,mensual,12_m
2025-07-01,"Muebles, bienes y servicios domésticos",3.549,33.202
2025-07-01,Prendas de vestir y calzado,2.523,28.207
2025-07-01,Recreación y cultura,-0.100,16.851
2025-07-01,Salud,2.687,20.360
2025-07-01,Transporte,1.764,12.269
2025-07-01,Vivienda y servicios básicos,1.024,6.828
2025-08-01,Alimentos y bebidas consumidos fuera del hogar,0.835,20.895
2025-08-01,Alimentos y bebidas no alcohólicas,1.378,36.721
2025-08-01,Bebidas alcohólicas y tabaco,1.816,13.906
2025-08-01,Bienes y servicios diversos,0.576,42.776
2025-08-01,Comunicaciones,-1.051,1.332
2025-08-01,Educación,0.084,3.165
2025-08-01,"Muebles, bienes y servicios domésticos",0.684,29.820
2025-08-01,Prendas de vestir y calzado,1.115,26.489
2025-08-01,Recreación y cultura,3.885,16.858
2025-08-01,Salud,1.201,20.253
2025-08-01,Transporte,-0.310,12.920
2025-08-01,Vivienda y servicios básicos,1.166,7.816
2025-09-01,Alimentos y bebidas consumidos fuera del hogar,0.845,20.684
2025-09-01,Alimentos y bebidas no alcohólicas,0.298,36.167
2025-09-01,Bebidas alcohólicas y tabaco,1.305,15.338
2025-09-01,Bienes y servicios diversos,-0.451,38.176
2025-09-01,Comunicaciones,-0.793,0.614
2025-09-01,Educación,0.314,3.466
2025-09-01,"Muebles, bienes y servicios domésticos",-0.137,26.754
2025-09-01,Prendas de vestir y calzado,0.162,24.892
2025-09-01,Recreación y cultura,-1.078,14.719
2025-09-01,Salud,0.832,20.173
2025-09-01,Transporte,-0.078,13.013
2025-09-01,Vivienda y servicios básicos,1.076,8.784
2025-10-01,Alimentos y bebidas consumidos fuera del hogar,0.635,19.907
2025-10-01,Alimentos y bebidas no alcohólicas,1.972,34.031
2025-10-01,Bebidas alcohólicas y tabaco,1.370,15.522
2025-10-01,Bienes y servicios diversos,-0.886,34.664
2025-10-01,Comunicaciones,-0.507,0.405
2025-10-01,Educación,0.035,3.400
2025-10-01,"Muebles, bienes y servicios domésticos",-0.420,24.841
2025-10-01,Prendas de vestir y calzado,0.573,24.098
2025-10-01,Recreación y cultura,-0.258,14.032
2025-10-01,Salud,0.791,19.562
2025-10-01,Transporte,0.678,12.928
2025-10-01,Vivienda y servicios básicos,0.720,9.251
2025-11-01,Alimentos y bebidas consumidos fuera del hogar,1.307,19.044
2025-11-01,Alimentos y bebidas no alcohólicas,1.696,32.861
2025-11-01,Bebidas alcohólicas y tabaco,0.642,15.128
2025-11-01,Bienes y servicios diversos,-1.235,31.254
2025-11-01,Comunicaciones,-1.606,-1.371
2025-11-01,Educación,0.001,3.451
2025-11-01,"Muebles, bienes y servicios domésticos",-1.322,22.020
2025-11-01,Prendas de vestir y calzado,-0.317,23.047
2025-11-01,Recreación y cultura,-1.327,12.077
2025-11-01,Salud,0.093,18.753
2025-11-01,Transporte,-0.164,11.345
2025-11-01,Vivienda y servicios básicos,0.415,9.193
2025-12-01,Alimentos y bebidas consumidos fuera del hogar,1.138,19.160
2025-12-01,Alimentos y bebidas no alcohólicas,-1.957,28.279
2025-12-01,Bebidas alcohólicas y tabaco,1.016,14.577
2025-12-01,Bienes y servicios diversos,-1.402,28.312
2025-12-01,Comunicaciones,-0.905,-2.627
2025-12-01,Educación,-0.039,3.410
2025-12-01,"Muebles, bienes y servicios domésticos",-1.136,19.199
2025-12-01,Prendas de vestir y calzado,0.892,22.208
2025-12-01,Recreación y cultura,-1.345,10.357
2025-12-01,Salud,0.645,18.893
2025-12-01,Transporte,15.308,26.627
2025-12-01,Vivienda y servicios básicos,0.586,9.346
2026-01-01,Alimentos y bebidas consumidos fuera del hogar,1.333,19.030
2026-01-01,Alimentos y bebidas no alcohólicas,-0.496,24.016
2026-01-01,Bebidas alcohólicas y tabaco,2.011,15.675
2026-01-01,Bienes y servicios diversos,-1.128,24.234
2026-01-01,Comunicaciones,-0.696,-3.353
2026-01-01,Educación,3.284,5.334
2026-01-01,"Muebles, bienes y servicios domésticos",-0.004,17.928
2026-01-01,Prendas de vestir y calzado,0.031,20.876
2026-01-01,Recreación y cultura,0.831,7.401
2026-01-01,Salud,1.256,19.185
2026-01-01,Transporte,11.937,38.627
2026-01-01,Vivienda y servicios básicos,0.964,9.449
2026-02-01,Alimentos y bebidas consumidos fuera del hogar,0.110,18.173
2026-02-01,Alimentos y bebidas no alcohólicas,-1.443,20.021
2026-02-01,Bebidas alcohólicas y tabaco,0.777,15.776
2026-02-01,Bienes y servicios diversos,-1.541,20.227
2026-02-01,Comunicaciones,-0.330,-3.820
2026-02-01,Educación,1.308,5.385
2026-02-01,"Muebles, bienes y servicios domésticos",-0.705,16.356
2026-02-01,Prendas de vestir y calzado,-0.857,18.689
2026-02-01,Recreación y cultura,0.460,6.280
2026-02-01,Salud,0.117,18.636
2026-02-01,Transporte,-0.766,35.239
2026-02-01,Vivienda y servicios básicos,0.511,9.541
2026-03-01,Alimentos y bebidas consumidos fuera del hogar,0.250,16.851
2026-03-01,Alimentos y bebidas no alcohólicas,-0.499,15.037
2026-03-01,Bebidas alcohólicas y tabaco,-0.198,15.138
2026-03-01,Bienes y servicios diversos,-1.500,17.075
2026-03-01,Comunicaciones,0.321,-3.501
2026-03-01,Educación,0.075,5.289
2026-03-01,"Muebles, bienes y servicios domésticos",-0.788,14.640
2026-03-01,Prendas de vestir y calzado,-0.119,17.751
2026-03-01,Recreación y cultura,-0.262,6.197
2026-03-01,Salud,-0.085,17.608
2026-03-01,Transporte,-0.710,32.146
2026-03-01,Vivienda y servicios básicos,0.401,9.532
2026-04-01,Alimentos y bebidas consumidos fuera del hogar,0.416,16.065
2026-04-01,Alimentos y bebidas no alcohólicas,0.546,15.145
2026-04-01,Bebidas alcohólicas y tabaco,0.202,13.861
2026-04-01,Bienes y servicios diversos,-0.632,12.931
2026-04-01,Comunicaciones,-0.002,-4.047
2026-04-01,Educación,0.119,5.482
2026-04-01,"Muebles, bienes y servicios domésticos",-0.778,11.521
2026-04-01,Prendas de vestir y calzado,-0.313,15.500
2026-04-01,Recreación y cultura,0.140,5.690
2026-04-01,Salud,0.324,15.829
2026-04-01,Transporte,-0.119,32.457
2026-04-01,Vivienda y servicios básicos,0.206,9.208
2026-05-01,Alimentos y bebidas consumidos fuera del hogar,1.795,15.685
2026-05-01,Alimentos y bebidas no alcohólicas,6.048,16.275
2026-05-01,Bebidas alcohólicas y tabaco,0.490,12.997
2026-05-01,Bienes y servicios diversos,-0.277,4.578
2026-05-01,Comunicaciones,0.457,-4.831
2026-05-01,Educación,-0.158,5.477
2026-05-01,"Muebles, bienes y servicios domésticos",-0.003,4.867
2026-05-01,Prendas de vestir y calzado,-0.142,9.279
2026-05-01,Recreación y cultura,0.127,3.316
2026-05-01,Salud,0.554,13.073
2026-05-01,Transporte,0.077,31.347
2026-05-01,Vivienda y servicios básicos,0.131,8.238
