departamento,fecha,componente,inflacion_28d
la_paz,2024-11-24,Lácteos y Derivados,1.055
la_paz,2024-11-24,Panadería,0.372
la_paz,2024-11-24,Pastelería y Masas Típicas,0.409
santa_cruz,2024-11-24,Abarrotes,1.099
santa_cruz,2024-11-24,Bazar,1.043
santa_cruz,2024-11-24,Bebidas,0.859
santa_cruz,2024-11-24,Carnes,3.029
santa_cruz,2024-11-24,Compuesto,0.740
santa_cruz,2024-11-24,Congelados,0.563
santa_cruz,2024-11-24,Cuidado Personal,0.475
santa_cruz,2024-11-24,Cuidado del Bebé,-0.428
santa_cruz,2024-11-24,Cuidado del Hogar,1.375
santa_cruz,2024-11-24,Farmacia Otc,0.000
santa_cruz,2024-11-24,Fiambres,0.236
santa_cruz,2024-11-24,Frutas y Verduras,0.732
santa_cruz,2024-11-24,Granos y Hortalizas,0.407
santa_cruz,2024-11-24,Lácteos y Derivados,0.770
santa_cruz,2024-11-24,Panadería,0.368
santa_cruz,2024-11-24,Pastelería y Masas Típicas,0.547
cochabamba,2024-11-25,Abarrotes,0.889
cochabamba,2024-11-25,Bazar,0.703
cochabamba,2024-11-25,Bebidas,0.579
cochabamba,2024-11-25,Carnes,2.823
cochabamba,2024-11-25,Compuesto,0.726
cochabamba,2024-11-25,Congelados,0.819
cochabamba,2024-11-25,Cuidado Personal,-0.896
cochabamba,2024-11-25,Cuidado del Bebé,1.196
cochabamba,2024-11-25,Cuidado del Hogar,1.338
cochabamba,2024-11-25,Fiambres,1.382
cochabamba,2024-11-25,Frutas y Verduras,1.369
cochabamba,2024-11-25,Granos y Hortalizas,1.474
cochabamba,2024-11-25,Lácteos y Derivados,0.787
cochabamba,2024-11-25,Panadería,0.255
cochabamba,2024-11-25,Pastelería y Masas Típicas,0.532
la_paz,2024-11-25,Abarrotes,0.838
la_paz,2024-11-25,Bazar,0.697
la_paz,2024-11-25,Bebidas,0.721
la_paz,2024-11-25,Carnes,2.725
la_paz,2024-11-25,Compuesto,0.585
la_paz,2024-11-25,Congelados,0.547
la_paz,2024-11-25,Cuidado Personal,-2.394
la_paz,2024-11-25,Cuidado del Bebé,0.808
la_paz,2024-11-25,Cuidado del Hogar,0.912
la_paz,2024-11-25,Fiambres,0.193
la_paz,2024-11-25,Frutas y Verduras,0.326
la_paz,2024-11-25,Granos y Hortalizas,2.432
la_paz,2024-11-25,Lácteos y Derivados,1.055
la_paz,2024-11-25,Panadería,0.372
la_paz,2024-11-25,Pastelería y Masas Típicas,0.409
santa_cruz,2024-11-25,Abarrotes,1.099
santa_cruz,2024-11-25,Bazar,1.031
santa_cruz,2024-11-25,Bebidas,0.859
santa_cruz,2024-11-25,Carnes,3.673
santa_cruz,2024-11-25,Compuesto,0.747
santa_cruz,2024-11-25,Congelados,0.433
santa_cruz,2024-11-25,Cuidado Personal,0.479
santa_cruz,2024-11-25,Cuidado del Bebé,-0.428
santa_cruz,2024-11-25,Cuidado del Hogar,1.377
santa_cruz,2024-11-25,Farmacia Otc,0.000
santa_cruz,2024-11-25,Fiambres,0.236
santa_cruz,2024-11-25,Frutas y Verduras,0.738
santa_cruz,2024-11-25,Granos y Hortalizas,1.717
santa_cruz,2024-11-25,Lácteos y Derivados,0.770
santa_cruz,2024-11-25,Panadería,0.368
santa_cruz,2024-11-25,Pastelería y Masas Típicas,0.547
cochabamba,2024-11-26,Abarrotes,0.889
cochabamba,2024-11-26,Bazar,0.703
cochabamba,2024-11-26,Bebidas,0.579
cochabamba,2024-11-26,Carnes,2.823
cochabamba,2024-11-26,Compuesto,0.726
cochabamba,2024-11-26,Congelados,0.819
cochabamba,2024-11-26,Cuidado Personal,-0.893
cochabamba,2024-11-26,Cuidado del Bebé,1.196
cochabamba,2024-11-26,Cuidado del Hogar,1.338
cochabamba,2024-11-26,Fiambres,1.382
cochabamba,2024-11-26,Frutas y Verduras,1.369
cochabamba,2024-11-26,Granos y Hortalizas,1.474
cochabamba,2024-11-26,Lácteos y Derivados,0.787
cochabamba,2024-11-26,Panadería,0.255
cochabamba,2024-11-26,Pastelería y Masas Típicas,0.532
la_paz,2024-11-26,Abarrotes,0.838
la_paz,2024-11-26,Bazar,0.697
la_paz,2024-11-26,Bebidas,0.721
la_paz,2024-11-26,Carnes,2.725
la_paz,2024-11-26,Compuesto,0.585
la_paz,2024-11-26,Congelados,0.547
la_paz,2024-11-26,Cuidado Personal,-2.392
la_paz,2024-11-26,Cuidado del Bebé,0.808
la_paz,2024-11-26,Cuidado del Hogar,0.912
la_paz,2024-11-26,Fiambres,0.193
la_paz,2024-11-26,Frutas y Verduras,0.326
la_paz,2024-11-26,Granos y Hortalizas,2.432
la_paz,2024-11-26,Lácteos y Derivados,1.055
la_paz,2024-11-26,Panadería,0.372
la_paz,2024-11-26,Pastelería y Masas Típicas,0.409
santa_cruz,2024-11-26,Abarrotes,1.099
santa_cruz,2024-11-26,Bazar,1.031
santa_cruz,2024-11-26,Bebidas,0.859
santa_cruz,2024-11-26,Carnes,3.673
santa_cruz,2024-11-26,Compuesto,0.747
santa_cruz,2024-11-26,Congelados,0.433
santa_cruz,2024-11-26,Cuidado Personal,0.479
santa_cruz,2024-11-26,Cuidado del Bebé,-0.428
santa_cruz,2024-11-26,Cuidado del Hogar,1.377
santa_cruz,2024-11-26,Farmacia Otc,0.000
santa_cruz,2024-11-26,Fiambres,0.236
santa_cruz,2024-11-26,Frutas y Verduras,0.738
santa_cruz,2024-11-26,Granos y Hortalizas,1.717
santa_cruz,2024-11-26,Lácteos y Derivados,0.770
santa_cruz,2024-11-26,Panadería,0.368
santa_cruz,2024-11-26,Pastelería y Masas Típicas,0.547
cochabamba,2024-11-27,Abarrotes,0.846
cochabamba,2024-11-27,Bazar,0.703
cochabamba,2024-11-27,Bebidas,0.391
cochabamba,2024-11-27,Carnes,2.823
cochabamba,2024-11-27,Compuesto,0.821
cochabamba,2024-11-27,Congelados,1.258
cochabamba,2024-11-27,Cuidado Personal,-1.050
cochabamba,2024-11-27,Cuidado del Bebé,1.195
cochabamba,2024-11-27,Cuidado del Hogar,1.175
cochabamba,2024-11-27,Fiambres,2.013
cochabamba,2024-11-27,Frutas y Verduras,-1.257
cochabamba,2024-11-27,Granos y Hortalizas,1.474
cochabamba,2024-11-27,Lácteos y Derivados,0.775
cochabamba,2024-11-27,Panadería,0.243
cochabamba,2024-11-27,Pastelería y Masas Típicas,0.532
la_paz,2024-11-27,Abarrotes,0.798
la_paz,2024-11-27,Bazar,0.697
la_paz,2024-11-27,Bebidas,0.510
la_paz,2024-11-27,Carnes,2.783
la_paz,2024-11-27,Compuesto,0.428
la_paz,2024-11-27,Congelados,0.476
la_paz,2024-11-27,Cuidado Personal,-2.664
la_paz,2024-11-27,Cuidado del Bebé,0.808
la_paz,2024-11-27,Cuidado del Hogar,0.708
la_paz,2024-11-27,Fiambres,0.193
la_paz,2024-11-27,Frutas y Verduras,-0.833
la_paz,2024-11-27,Granos y Hortalizas,2.432
la_paz,2024-11-27,Lácteos y Derivados,1.043
la_paz,2024-11-27,Panadería,0.372
la_paz,2024-11-27,Pastelería y Masas Típicas,0.409
santa_cruz,2024-11-27,Abarrotes,1.059
santa_cruz,2024-11-27,Bazar,1.031
santa_cruz,2024-11-27,Bebidas,0.829
santa_cruz,2024-11-27,Carnes,3.731
santa_cruz,2024-11-27,Compuesto,0.708
santa_cruz,2024-11-27,Congelados,0.383
santa_cruz,2024-11-27,Cuidado Personal,0.425
santa_cruz,2024-11-27,Cuidado del Bebé,-0.428
santa_cruz,2024-11-27,Cuidado del Hogar,1.345
santa_cruz,2024-11-27,Farmacia Otc,0.000
santa_cruz,2024-11-27,Fiambres,0.236
santa_cruz,2024-11-27,Frutas y Verduras,0.019
santa_cruz,2024-11-27,Granos y Hortalizas,1.715
santa_cruz,2024-11-27,Lácteos y Derivados,0.778
santa_cruz,2024-11-27,Panadería,0.368
santa_cruz,2024-11-27,Pastelería y Masas Típicas,0.517
cochabamba,2024-11-28,Abarrotes,0.841
cochabamba,2024-11-28,Bazar,0.703
cochabamba,2024-11-28,Bebidas,0.391
cochabamba,2024-11-28,Carnes,2.823
cochabamba,2024-11-28,Compuesto,0.859
cochabamba,2024-11-28,Congelados,1.340
cochabamba,2024-11-28,Cuidado Personal,-1.050
cochabamba,2024-11-28,Cuidado del Bebé,1.195
cochabamba,2024-11-28,Cuidado del Hogar,1.192
cochabamba,2024-11-28,Fiambres,2.127
cochabamba,2024-11-28,Frutas y Verduras,-1.257
cochabamba,2024-11-28,Granos y Hortalizas,1.474
cochabamba,2024-11-28,Lácteos y Derivados,0.775
cochabamba,2024-11-28,Panadería,0.243
cochabamba,2024-11-28,Pastelería y Masas Típicas,0.532
la_paz,2024-11-28,Abarrotes,0.799
la_paz,2024-11-28,Bazar,0.697
la_paz,2024-11-28,Bebidas,0.510
la_paz,2024-11-28,Carnes,2.427
la_paz,2024-11-28,Compuesto,0.481
la_paz,2024-11-28,Congelados,1.064
la_paz,2024-11-28,Cuidado Personal,-2.589
la_paz,2024-11-28,Cuidado del Bebé,0.812
la_paz,2024-11-28,Cuidado del Hogar,0.708
la_paz,2024-11-28,Fiambres,0.687
la_paz,2024-11-28,Frutas y Verduras,-0.833
la_paz,2024-11-28,Granos y Hortalizas,2.432
la_paz,2024-11-28,Lácteos y Derivados,1.043
la_paz,2024-11-28,Panadería,0.372
la_paz,2024-11-28,Pastelería y Masas Típicas,0.409
santa_cruz,2024-11-28,Abarrotes,0.821
santa_cruz,2024-11-28,Bazar,2.074
santa_cruz,2024-11-28,Bebidas,0.860
santa_cruz,2024-11-28,Carnes,3.731
santa_cruz,2024-11-28,Compuesto,0.730
santa_cruz,2024-11-28,Congelados,0.387
santa_cruz,2024-11-28,Cuidado Personal,0.425
santa_cruz,2024-11-28,Cuidado del Bebé,-0.428
santa_cruz,2024-11-28,Cuidado del Hogar,1.345
santa_cruz,2024-11-28,Farmacia Otc,0.000
santa_cruz,2024-11-28,Fiambres,0.236
santa_cruz,2024-11-28,Frutas y Verduras,0.023
santa_cruz,2024-11-28,Granos y Hortalizas,1.715
santa_cruz,2024-11-28,Lácteos y Derivados,0.778
santa_cruz,2024-11-28,Panadería,0.368
santa_cruz,2024-11-28,Pastelería y Masas Típicas,0.517
cochabamba,2024-11-29,Abarrotes,1.090
cochabamba,2024-11-29,Bazar,0.703
cochabamba,2024-11-29,Bebidas,0.465
cochabamba,2024-11-29,Carnes,2.763
cochabamba,2024-11-29,Compuesto,0.892
cochabamba,2024-11-29,Congelados,1.342
cochabamba,2024-11-29,Cuidado Personal,-1.050
cochabamba,2024-11-29,Cuidado del Bebé,1.195
cochabamba,2024-11-29,Cuidado del Hogar,1.192
cochabamba,2024-11-29,Fiambres,2.127
cochabamba,2024-11-29,Frutas y Verduras,-1.257
cochabamba,2024-11-29,Granos y Hortalizas,1.474
cochabamba,2024-11-29,Lácteos y Derivados,0.771
cochabamba,2024-11-29,Panadería,0.243
cochabamba,2024-11-29,Pastelería y Masas Típicas,0.532
la_paz,2024-11-29,Abarrotes,1.162
la_paz,2024-11-29,Bazar,0.697
la_paz,2024-11-29,Bebidas,0.523
la_paz,2024-11-29,Carnes,2.225
la_paz,2024-11-29,Compuesto,0.534
la_paz,2024-11-29,Congelados,1.064
la_paz,2024-11-29,Cuidado Personal,-2.589
la_paz,2024-11-29,Cuidado del Bebé,0.812
la_paz,2024-11-29,Cuidado del Hogar,0.708
la_paz,2024-11-29,Fiambres,0.908
la_paz,2024-11-29,Frutas y Verduras,-0.833
la_paz,2024-11-29,Granos y Hortalizas,2.432
la_paz,2024-11-29,Lácteos y Derivados,1.036
la_paz,2024-11-29,Panadería,0.372
la_paz,2024-11-29,Pastelería y Masas Típicas,0.409
santa_cruz,2024-11-29,Abarrotes,0.779
santa_cruz,2024-11-29,Bazar,2.074
santa_cruz,2024-11-29,Bebidas,0.839
santa_cruz,2024-11-29,Carnes,4.512
santa_cruz,2024-11-29,Compuesto,0.685
santa_cruz,2024-11-29,Congelados,0.387
santa_cruz,2024-11-29,Cuidado Personal,0.302
santa_cruz,2024-11-29,Cuidado del Bebé,-0.582
santa_cruz,2024-11-29,Cuidado del Hogar,0.986
santa_cruz,2024-11-29,Farmacia Otc,0.000
santa_cruz,2024-11-29,Fiambres,0.236
santa_cruz,2024-11-29,Frutas y Verduras,0.124
santa_cruz,2024-11-29,Granos y Hortalizas,1.715
santa_cruz,2024-11-29,Lácteos y Derivados,0.783
santa_cruz,2024-11-29,Panadería,0.368
santa_cruz,2024-11-29,Pastelería y Masas Típicas,0.517
cochabamba,2024-11-30,Abarrotes,0.790
cochabamba,2024-11-30,Bazar,0.703
cochabamba,2024-11-30,Bebidas,0.402
cochabamba,2024-11-30,Carnes,2.763
cochabamba,2024-11-30,Compuesto,0.726
cochabamba,2024-11-30,Congelados,1.172
cochabamba,2024-11-30,Cuidado Personal,-1.075
cochabamba,2024-11-30,Cuidado del Bebé,0.568
cochabamba,2024-11-30,Cuidado del Hogar,0.916
cochabamba,2024-11-30,Fiambres,2.097
cochabamba,2024-11-30,Frutas y Verduras,-1.257
cochabamba,2024-11-30,Granos y Hortalizas,0.150
cochabamba,2024-11-30,Lácteos y Derivados,0.623
cochabamba,2024-11-30,Panadería,0.181
cochabamba,2024-11-30,Pastelería y Masas Típicas,0.532
la_paz,2024-11-30,Abarrotes,0.913
la_paz,2024-11-30,Bazar,0.697
la_paz,2024-11-30,Bebidas,0.482
la_paz,2024-11-30,Carnes,2.225
la_paz,2024-11-30,Compuesto,0.389
la_paz,2024-11-30,Congelados,1.003
la_paz,2024-11-30,Cuidado Personal,-2.606
la_paz,2024-11-30,Cuidado del Bebé,0.159
la_paz,2024-11-30,Cuidado del Hogar,0.447
la_paz,2024-11-30,Fiambres,0.829
la_paz,2024-11-30,Frutas y Verduras,-0.901
la_paz,2024-11-30,Granos y Hortalizas,1.645
la_paz,2024-11-30,Lácteos y Derivados,0.435
la_paz,2024-11-30,Panadería,0.278
la_paz,2024-11-30,Pastelería y Masas Típicas,0.409
santa_cruz,2024-11-30,Abarrotes,0.808
santa_cruz,2024-11-30,Bazar,2.144
santa_cruz,2024-11-30,Bebidas,0.868
santa_cruz,2024-11-30,Carnes,4.306
santa_cruz,2024-11-30,Compuesto,0.635
santa_cruz,2024-11-30,Congelados,0.314
santa_cruz,2024-11-30,Cuidado Personal,0.262
santa_cruz,2024-11-30,Cuidado del Bebé,0.168
santa_cruz,2024-11-30,Cuidado del Hogar,0.585
santa_cruz,2024-11-30,Farmacia Otc,0.000
santa_cruz,2024-11-30,Fiambres,0.327
santa_cruz,2024-11-30,Frutas y Verduras,-0.148
santa_cruz,2024-11-30,Granos y Hortalizas,1.384
santa_cruz,2024-11-30,Lácteos y Derivados,0.543
santa_cruz,2024-11-30,Panadería,0.368
santa_cruz,2024-11-30,Pastelería y Masas Típicas,0.517
cochabamba,2024-12-01,Abarrotes,-0.026
cochabamba,2024-12-01,Bazar,0.703
cochabamba,2024-12-01,Bebidas,-0.230
cochabamba,2024-12-01,Carnes,3.049
cochabamba,2024-12-01,Compuesto,0.655
cochabamba,2024-12-01,Congelados,1.182
cochabamba,2024-12-01,Cuidado Personal,-1.197
cochabamba,2024-12-01,Cuidado del Bebé,0.235
cochabamba,2024-12-01,Cuidado del Hogar,0.506
cochabamba,2024-12-01,Fiambres,2.113
cochabamba,2024-12-01,Frutas y Verduras,-1.257
cochabamba,2024-12-01,Granos y Hortalizas,0.150
cochabamba,2024-12-01,Lácteos y Derivados,1.164
cochabamba,2024-12-01,Panadería,0.243
cochabamba,2024-12-01,Pastelería y Masas Típicas,0.418
la_paz,2024-12-01,Abarrotes,-0.000
la_paz,2024-12-01,Bazar,0.697
la_paz,2024-12-01,Bebidas,-0.098
la_paz,2024-12-01,Carnes,2.585
la_paz,2024-12-01,Compuesto,0.165
la_paz,2024-12-01,Congelados,1.052
la_paz,2024-12-01,Cuidado Personal,-2.796
la_paz,2024-12-01,Cuidado del Bebé,-0.081
la_paz,2024-12-01,Cuidado del Hogar,0.006
la_paz,2024-12-01,Fiambres,0.864
la_paz,2024-12-01,Frutas y Verduras,-0.901
la_paz,2024-12-01,Granos y Hortalizas,1.645
la_paz,2024-12-01,Lácteos y Derivados,0.662
la_paz,2024-12-01,Panadería,0.311
la_paz,2024-12-01,Pastelería y Masas Típicas,0.409
santa_cruz,2024-12-01,Abarrotes,0.808
santa_cruz,2024-12-01,Bazar,2.144
santa_cruz,2024-12-01,Bebidas,0.878
santa_cruz,2024-12-01,Carnes,5.876
santa_cruz,2024-12-01,Compuesto,0.679
santa_cruz,2024-12-01,Congelados,0.314
santa_cruz,2024-12-01,Cuidado Personal,0.280
santa_cruz,2024-12-01,Cuidado del Bebé,0.112
santa_cruz,2024-12-01,Cuidado del Hogar,0.502
santa_cruz,2024-12-01,Farmacia Otc,0.000
santa_cruz,2024-12-01,Fiambres,0.645
santa_cruz,2024-12-01,Frutas y Verduras,-0.148
santa_cruz,2024-12-01,Granos y Hortalizas,1.384
santa_cruz,2024-12-01,Lácteos y Derivados,0.546
santa_cruz,2024-12-01,Panadería,0.517
santa_cruz,2024-12-01,Pastelería y Masas Típicas,0.517
cochabamba,2024-12-02,Abarrotes,-0.025
cochabamba,2024-12-02,Bazar,0.703
cochabamba,2024-12-02,Bebidas,-0.230
cochabamba,2024-12-02,Carnes,3.049
cochabamba,2024-12-02,Compuesto,0.660
cochabamba,2024-12-02,Congelados,1.191
cochabamba,2024-12-02,Cuidado Personal,-1.113
cochabamba,2024-12-02,Cuidado del Bebé,0.465
cochabamba,2024-12-02,Cuidado del Hogar,0.365
cochabamba,2024-12-02,Fiambres,2.120
cochabamba,2024-12-02,Frutas y Verduras,-1.257
cochabamba,2024-12-02,Granos y Hortalizas,0.150
cochabamba,2024-12-02,Lácteos y Derivados,1.172
cochabamba,2024-12-02,Panadería,0.243
cochabamba,2024-12-02,Pastelería y Masas Típicas,0.418
la_paz,2024-12-02,Abarrotes,0.000
la_paz,2024-12-02,Bazar,0.697
la_paz,2024-12-02,Bebidas,-0.097
la_paz,2024-12-02,Carnes,2.585
la_paz,2024-12-02,Compuesto,0.199
la_paz,2024-12-02,Congelados,1.066
la_paz,2024-12-02,Cuidado Personal,-2.692
la_paz,2024-12-02,Cuidado del Bebé,0.192
la_paz,2024-12-02,Cuidado del Hogar,0.105
la_paz,2024-12-02,Fiambres,0.911
la_paz,2024-12-02,Frutas y Verduras,-0.901
la_paz,2024-12-02,Granos y Hortalizas,1.645
la_paz,2024-12-02,Lácteos y Derivados,0.755
la_paz,2024-12-02,Panadería,0.348
la_paz,2024-12-02,Pastelería y Masas Típicas,0.409
santa_cruz,2024-12-02,Abarrotes,0.808
santa_cruz,2024-12-02,Bazar,2.144
santa_cruz,2024-12-02,Bebidas,0.883
santa_cruz,2024-12-02,Carnes,5.876
santa_cruz,2024-12-02,Compuesto,0.737
santa_cruz,2024-12-02,Congelados,0.304
santa_cruz,2024-12-02,Cuidado Personal,0.340
santa_cruz,2024-12-02,Cuidado del Bebé,0.394
santa_cruz,2024-12-02,Cuidado del Hogar,0.911
santa_cruz,2024-12-02,Farmacia Otc,0.000
santa_cruz,2024-12-02,Fiambres,0.645
santa_cruz,2024-12-02,Frutas y Verduras,-0.228
santa_cruz,2024-12-02,Granos y Hortalizas,1.384
santa_cruz,2024-12-02,Lácteos y Derivados,0.545
santa_cruz,2024-12-02,Panadería,0.517
santa_cruz,2024-12-02,Pastelería y Masas Típicas,0.517
cochabamba,2024-12-03,Abarrotes,-0.025
cochabamba,2024-12-03,Bazar,0.703
cochabamba,2024-12-03,Bebidas,-0.230
cochabamba,2024-12-03,Carnes,3.049
cochabamba,2024-12-03,Compuesto,0.661
cochabamba,2024-12-03,Congelados,1.191
cochabamba,2024-12-03,Cuidado Personal,-1.112
cochabamba,2024-12-03,Cuidado del Bebé,0.465
cochabamba,2024-12-03,Cuidado del Hogar,0.381
cochabamba,2024-12-03,Fiambres,2.120
cochabamba,2024-12-03,Frutas y Verduras,-1.257
cochabamba,2024-12-03,Granos y Hortalizas,0.150
cochabamba,2024-12-03,Lácteos y Derivados,1.172
cochabamba,2024-12-03,Panadería,0.243
cochabamba,2024-12-03,Pastelería y Masas Típicas,0.418
la_paz,2024-12-03,Abarrotes,0.005
la_paz,2024-12-03,Bazar,0.697
la_paz,2024-12-03,Bebidas,-0.097
la_paz,2024-12-03,Carnes,2.585
la_paz,2024-12-03,Compuesto,0.201
la_paz,2024-12-03,Congelados,1.066
la_paz,2024-12-03,Cuidado Personal,-2.684
la_paz,2024-12-03,Cuidado del Bebé,0.192
la_paz,2024-12-03,Cuidado del Hogar,0.105
la_paz,2024-12-03,Fiambres,0.911
la_paz,2024-12-03,Frutas y Verduras,-0.901
la_paz,2024-12-03,Granos y Hortalizas,1.645
la_paz,2024-12-03,Lácteos y Derivados,0.755
la_paz,2024-12-03,Panadería,0.348
la_paz,2024-12-03,Pastelería y Masas Típicas,0.409
santa_cruz,2024-12-03,Abarrotes,0.808
santa_cruz,2024-12-03,Bazar,2.144
santa_cruz,2024-12-03,Bebidas,0.883
santa_cruz,2024-12-03,Carnes,5.876
santa_cruz,2024-12-03,Compuesto,0.740
santa_cruz,2024-12-03,Congelados,0.304
santa_cruz,2024-12-03,Cuidado Personal,0.352
santa_cruz,2024-12-03,Cuidado del Bebé,0.394
santa_cruz,2024-12-03,Cuidado del Hogar,0.929
santa_cruz,2024-12-03,Farmacia Otc,0.000
santa_cruz,2024-12-03,Fiambres,0.645
santa_cruz,2024-12-03,Frutas y Verduras,-0.228
santa_cruz,2024-12-03,Granos y Hortalizas,1.384
santa_cruz,2024-12-03,Lácteos y Derivados,0.545
santa_cruz,2024-12-03,Panadería,0.517
santa_cruz,2024-12-03,Pastelería y Masas Típicas,0.517
cochabamba,2024-12-04,Abarrotes,0.078
cochabamba,2024-12-04,Bazar,0.701
cochabamba,2024-12-04,Bebidas,-0.172
cochabamba,2024-12-04,Carnes,1.950
cochabamba,2024-12-04,Compuesto,0.723
cochabamba,2024-12-04,Congelados,1.191
cochabamba,2024-12-04,Cuidado Personal,0.321
cochabamba,2024-12-04,Cuidado del Bebé,0.639
cochabamba,2024-12-04,Cuidado del Hogar,0.563
cochabamba,2024-12-04,Fiambres,2.120
cochabamba,2024-12-04,Frutas y Verduras,-1.257
cochabamba,2024-12-04,Granos y Hortalizas,0.150
cochabamba,2024-12-04,Lácteos y Derivados,1.160
cochabamba,2024-12-04,Panadería,0.243
cochabamba,2024-12-04,Pastelería y Masas Típicas,0.418
la_paz,2024-12-04,Abarrotes,0.128
la_paz,2024-12-04,Bazar,0.697
la_paz,2024-12-04,Bebidas,-0.073
la_paz,2024-12-04,Carnes,1.455
la_paz,2024-12-04,Compuesto,0.394
la_paz,2024-12-04,Congelados,1.054
la_paz,2024-12-04,Cuidado Personal,0.138
la_paz,2024-12-04,Cuidado del Bebé,0.331
la_paz,2024-12-04,Cuidado del Hogar,0.268
la_paz,2024-12-04,Fiambres,0.911
la_paz,2024-12-04,Frutas y Verduras,-0.901
la_paz,2024-12-04,Granos y Hortalizas,1.645
la_paz,2024-12-04,Lácteos y Derivados,0.751
la_paz,2024-12-04,Panadería,0.348
la_paz,2024-12-04,Pastelería y Masas Típicas,0.409
santa_cruz,2024-12-04,Abarrotes,0.809
santa_cruz,2024-12-04,Bazar,2.153
santa_cruz,2024-12-04,Bebidas,0.891
santa_cruz,2024-12-04,Carnes,5.931
santa_cruz,2024-12-04,Compuesto,0.672
santa_cruz,2024-12-04,Congelados,0.304
santa_cruz,2024-12-04,Cuidado Personal,0.232
santa_cruz,2024-12-04,Cuidado del Bebé,-0.537
santa_cruz,2024-12-04,Cuidado del Hogar,0.815
santa_cruz,2024-12-04,Farmacia Otc,0.000
santa_cruz,2024-12-04,Fiambres,0.549
santa_cruz,2024-12-04,Frutas y Verduras,-0.228
santa_cruz,2024-12-04,Granos y Hortalizas,1.384
santa_cruz,2024-12-04,Lácteos y Derivados,0.546
santa_cruz,2024-12-04,Panadería,0.517
santa_cruz,2024-12-04,Pastelería y Masas Típicas,0.517
cochabamba,2024-12-05,Abarrotes,0.095
cochabamba,2024-12-05,Bazar,0.701
cochabamba,2024-12-05,Bebidas,-0.170
cochabamba,2024-12-05,Carnes,1.337
cochabamba,2024-12-05,Compuesto,0.721
cochabamba,2024-12-05,Congelados,1.191
cochabamba,2024-12-05,Cuidado Personal,0.333
cochabamba,2024-12-05,Cuidado del Bebé,1.309
cochabamba,2024-12-05,Cuidado del Hogar,0.569
cochabamba,2024-12-05,Fiambres,2.120
cochabamba,2024-12-05,Frutas y Verduras,-1.120
cochabamba,2024-12-05,Granos y Hortalizas,0.150
cochabamba,2024-12-05,Lácteos y Derivados,1.160
cochabamba,2024-12-05,Panadería,0.243
cochabamba,2024-12-05,Pastelería y Masas Típicas,0.418
la_paz,2024-12-05,Abarrotes,0.139
la_paz,2024-12-05,Bazar,0.697
la_paz,2024-12-05,Bebidas,-0.066
la_paz,2024-12-05,Carnes,0.773
la_paz,2024-12-05,Compuesto,0.377
la_paz,2024-12-05,Congelados,1.046
la_paz,2024-12-05,Cuidado Personal,0.214
la_paz,2024-12-05,Cuidado del Bebé,1.133
la_paz,2024-12-05,Cuidado del Hogar,0.274
la_paz,2024-12-05,Fiambres,0.911
la_paz,2024-12-05,Frutas y Verduras,-0.974
la_paz,2024-12-05,Granos y Hortalizas,1.645
la_paz,2024-12-05,Lácteos y Derivados,0.751
la_paz,2024-12-05,Panadería,0.348
la_paz,2024-12-05,Pastelería y Masas Típicas,0.409
santa_cruz,2024-12-05,Abarrotes,0.809
santa_cruz,2024-12-05,Bazar,2.153
santa_cruz,2024-12-05,Bebidas,0.912
santa_cruz,2024-12-05,Carnes,4.059
santa_cruz,2024-12-05,Compuesto,0.645
santa_cruz,2024-12-05,Congelados,0.303
santa_cruz,2024-12-05,Cuidado Personal,0.225
santa_cruz,2024-12-05,Cuidado del Bebé,-0.532
santa_cruz,2024-12-05,Cuidado del Hogar,0.850
santa_cruz,2024-12-05,Farmacia Otc,0.000
santa_cruz,2024-12-05,Fiambres,0.528
santa_cruz,2024-12-05,Frutas y Verduras,-0.228
santa_cruz,2024-12-05,Granos y Hortalizas,1.384
santa_cruz,2024-12-05,Lácteos y Derivados,0.546
santa_cruz,2024-12-05,Panadería,0.517
santa_cruz,2024-12-05,Pastelería y Masas Típicas,0.517
cochabamba,2024-12-06,Abarrotes,0.115
cochabamba,2024-12-06,Bazar,1.009
cochabamba,2024-12-06,Bebidas,-0.301
cochabamba,2024-12-06,Carnes,1.310
cochabamba,2024-12-06,Compuesto,0.696
cochabamba,2024-12-06,Congelados,1.147
cochabamba,2024-12-06,Cuidado Personal,0.348
cochabamba,2024-12-06,Cuidado del Bebé,1.309
cochabamba,2024-12-06,Cuidado del Hogar,0.587
cochabamba,2024-12-06,Fiambres,2.176
cochabamba,2024-12-06,Frutas y Verduras,-0.934
cochabamba,2024-12-06,Granos y Hortalizas,0.150
cochabamba,2024-12-06,Lácteos y Derivados,0.949
cochabamba,2024-12-06,Panadería,0.243
cochabamba,2024-12-06,Pastelería y Masas Típicas,0.416
la_paz,2024-12-06,Abarrotes,0.140
la_paz,2024-12-06,Bazar,1.590
la_paz,2024-12-06,Bebidas,-0.265
la_paz,2024-12-06,Carnes,0.428
la_paz,2024-12-06,Compuesto,0.281
la_paz,2024-12-06,Congelados,1.010
la_paz,2024-12-06,Cuidado Personal,0.219
la_paz,2024-12-06,Cuidado del Bebé,1.126
la_paz,2024-12-06,Cuidado del Hogar,0.307
la_paz,2024-12-06,Fiambres,0.981
la_paz,2024-12-06,Frutas y Verduras,-2.897
la_paz,2024-12-06,Granos y Hortalizas,1.645
