departamento,fecha,componente,inflacion_28d
cochabamba,2025-06-12,Cuidado del Bebé,8.951
cochabamba,2025-06-12,Cuidado del Hogar,7.183
cochabamba,2025-06-12,Fiambres,2.952
cochabamba,2025-06-12,Frutas y Verduras,20.715
cochabamba,2025-06-12,Granos y Hortalizas,1.617
cochabamba,2025-06-12,Lácteos y Derivados,6.012
cochabamba,2025-06-12,Panadería,6.620
cochabamba,2025-06-12,Pastelería y Masas Típicas,3.368
la_paz,2025-06-12,Abarrotes,7.003
la_paz,2025-06-12,Bazar,7.775
la_paz,2025-06-12,Bebidas,6.572
la_paz,2025-06-12,Carnes,5.666
la_paz,2025-06-12,Compuesto,6.225
la_paz,2025-06-12,Congelados,4.153
la_paz,2025-06-12,Cuidado Personal,6.927
la_paz,2025-06-12,Cuidado del Bebé,9.274
la_paz,2025-06-12,Cuidado del Hogar,8.787
la_paz,2025-06-12,Fiambres,4.918
la_paz,2025-06-12,Frutas y Verduras,4.135
la_paz,2025-06-12,Granos y Hortalizas,0.703
la_paz,2025-06-12,Lácteos y Derivados,3.826
la_paz,2025-06-12,Panadería,3.840
la_paz,2025-06-12,Pastelería y Masas Típicas,4.811
santa_cruz,2025-06-12,Abarrotes,4.854
santa_cruz,2025-06-12,Bazar,14.097
santa_cruz,2025-06-12,Bebidas,7.108
santa_cruz,2025-06-12,Carnes,-0.343
santa_cruz,2025-06-12,Compuesto,6.104
santa_cruz,2025-06-12,Congelados,3.323
santa_cruz,2025-06-12,Cuidado Personal,11.404
santa_cruz,2025-06-12,Cuidado del Bebé,12.706
santa_cruz,2025-06-12,Cuidado del Hogar,10.515
santa_cruz,2025-06-12,Farmacia Otc,0.000
santa_cruz,2025-06-12,Fiambres,4.933
santa_cruz,2025-06-12,Frutas y Verduras,9.414
santa_cruz,2025-06-12,Granos y Hortalizas,0.072
santa_cruz,2025-06-12,Lácteos y Derivados,4.470
santa_cruz,2025-06-12,Panadería,7.519
santa_cruz,2025-06-12,Pastelería y Masas Típicas,3.537
cochabamba,2025-06-13,Abarrotes,6.657
cochabamba,2025-06-13,Bazar,8.632
cochabamba,2025-06-13,Bebidas,6.134
cochabamba,2025-06-13,Carnes,4.450
cochabamba,2025-06-13,Compuesto,7.658
cochabamba,2025-06-13,Congelados,5.740
cochabamba,2025-06-13,Cuidado Personal,8.759
cochabamba,2025-06-13,Cuidado del Bebé,9.444
cochabamba,2025-06-13,Cuidado del Hogar,7.156
cochabamba,2025-06-13,Fiambres,3.010
cochabamba,2025-06-13,Frutas y Verduras,26.770
cochabamba,2025-06-13,Granos y Hortalizas,1.617
cochabamba,2025-06-13,Lácteos y Derivados,5.914
cochabamba,2025-06-13,Panadería,5.811
cochabamba,2025-06-13,Pastelería y Masas Típicas,3.439
la_paz,2025-06-13,Abarrotes,7.037
la_paz,2025-06-13,Bazar,7.754
la_paz,2025-06-13,Bebidas,6.794
la_paz,2025-06-13,Carnes,7.528
la_paz,2025-06-13,Compuesto,6.856
la_paz,2025-06-13,Congelados,4.133
la_paz,2025-06-13,Cuidado Personal,7.107
la_paz,2025-06-13,Cuidado del Bebé,10.391
la_paz,2025-06-13,Cuidado del Hogar,8.793
la_paz,2025-06-13,Fiambres,4.981
la_paz,2025-06-13,Frutas y Verduras,9.589
la_paz,2025-06-13,Granos y Hortalizas,0.703
la_paz,2025-06-13,Lácteos y Derivados,2.461
la_paz,2025-06-13,Panadería,3.317
la_paz,2025-06-13,Pastelería y Masas Típicas,5.610
santa_cruz,2025-06-13,Abarrotes,4.957
santa_cruz,2025-06-13,Bazar,14.097
santa_cruz,2025-06-13,Bebidas,6.873
santa_cruz,2025-06-13,Carnes,-1.791
santa_cruz,2025-06-13,Compuesto,5.808
santa_cruz,2025-06-13,Congelados,3.299
santa_cruz,2025-06-13,Cuidado Personal,10.766
santa_cruz,2025-06-13,Cuidado del Bebé,12.432
santa_cruz,2025-06-13,Cuidado del Hogar,8.895
santa_cruz,2025-06-13,Farmacia Otc,0.000
santa_cruz,2025-06-13,Fiambres,4.564
santa_cruz,2025-06-13,Frutas y Verduras,10.245
santa_cruz,2025-06-13,Granos y Hortalizas,0.072
santa_cruz,2025-06-13,Lácteos y Derivados,4.410
santa_cruz,2025-06-13,Panadería,6.618
santa_cruz,2025-06-13,Pastelería y Masas Típicas,3.546
cochabamba,2025-06-14,Abarrotes,6.657
cochabamba,2025-06-14,Bazar,8.632
cochabamba,2025-06-14,Bebidas,6.133
cochabamba,2025-06-14,Carnes,3.966
cochabamba,2025-06-14,Compuesto,7.632
cochabamba,2025-06-14,Congelados,5.740
cochabamba,2025-06-14,Cuidado Personal,8.771
cochabamba,2025-06-14,Cuidado del Bebé,9.444
cochabamba,2025-06-14,Cuidado del Hogar,7.152
cochabamba,2025-06-14,Fiambres,3.010
cochabamba,2025-06-14,Frutas y Verduras,26.770
cochabamba,2025-06-14,Granos y Hortalizas,1.617
cochabamba,2025-06-14,Lácteos y Derivados,5.912
cochabamba,2025-06-14,Panadería,5.777
cochabamba,2025-06-14,Pastelería y Masas Típicas,3.434
la_paz,2025-06-14,Abarrotes,7.041
la_paz,2025-06-14,Bazar,7.754
la_paz,2025-06-14,Bebidas,6.794
la_paz,2025-06-14,Carnes,7.528
la_paz,2025-06-14,Compuesto,6.623
la_paz,2025-06-14,Congelados,4.133
la_paz,2025-06-14,Cuidado Personal,7.106
la_paz,2025-06-14,Cuidado del Bebé,10.391
la_paz,2025-06-14,Cuidado del Hogar,8.731
la_paz,2025-06-14,Fiambres,5.004
la_paz,2025-06-14,Frutas y Verduras,9.589
la_paz,2025-06-14,Granos y Hortalizas,0.703
la_paz,2025-06-14,Lácteos y Derivados,2.588
la_paz,2025-06-14,Panadería,3.321
la_paz,2025-06-14,Pastelería y Masas Típicas,4.241
santa_cruz,2025-06-14,Abarrotes,4.930
santa_cruz,2025-06-14,Bazar,13.429
santa_cruz,2025-06-14,Bebidas,6.885
santa_cruz,2025-06-14,Carnes,-1.676
santa_cruz,2025-06-14,Compuesto,5.707
santa_cruz,2025-06-14,Congelados,3.298
santa_cruz,2025-06-14,Cuidado Personal,10.717
santa_cruz,2025-06-14,Cuidado del Bebé,12.432
santa_cruz,2025-06-14,Cuidado del Hogar,8.933
santa_cruz,2025-06-14,Farmacia Otc,0.000
santa_cruz,2025-06-14,Fiambres,4.577
santa_cruz,2025-06-14,Frutas y Verduras,10.245
santa_cruz,2025-06-14,Granos y Hortalizas,0.072
santa_cruz,2025-06-14,Lácteos y Derivados,4.429
santa_cruz,2025-06-14,Panadería,3.794
santa_cruz,2025-06-14,Pastelería y Masas Típicas,3.551
cochabamba,2025-06-15,Abarrotes,5.271
cochabamba,2025-06-15,Bazar,8.630
cochabamba,2025-06-15,Bebidas,5.973
cochabamba,2025-06-15,Carnes,5.679
cochabamba,2025-06-15,Compuesto,6.916
cochabamba,2025-06-15,Congelados,5.730
cochabamba,2025-06-15,Cuidado Personal,8.763
cochabamba,2025-06-15,Cuidado del Bebé,9.455
cochabamba,2025-06-15,Cuidado del Hogar,6.834
cochabamba,2025-06-15,Fiambres,3.010
cochabamba,2025-06-15,Frutas y Verduras,23.664
cochabamba,2025-06-15,Granos y Hortalizas,0.150
cochabamba,2025-06-15,Lácteos y Derivados,5.632
cochabamba,2025-06-15,Panadería,4.018
cochabamba,2025-06-15,Pastelería y Masas Típicas,3.434
la_paz,2025-06-15,Abarrotes,5.643
la_paz,2025-06-15,Bazar,7.754
la_paz,2025-06-15,Bebidas,6.706
la_paz,2025-06-15,Carnes,7.192
la_paz,2025-06-15,Compuesto,6.190
la_paz,2025-06-15,Congelados,4.136
la_paz,2025-06-15,Cuidado Personal,7.110
la_paz,2025-06-15,Cuidado del Bebé,10.391
la_paz,2025-06-15,Cuidado del Hogar,6.183
la_paz,2025-06-15,Fiambres,5.004
la_paz,2025-06-15,Frutas y Verduras,9.601
la_paz,2025-06-15,Granos y Hortalizas,0.254
la_paz,2025-06-15,Lácteos y Derivados,2.680
la_paz,2025-06-15,Panadería,4.262
la_paz,2025-06-15,Pastelería y Masas Típicas,4.241
santa_cruz,2025-06-15,Abarrotes,4.756
santa_cruz,2025-06-15,Bazar,13.046
santa_cruz,2025-06-15,Bebidas,6.592
santa_cruz,2025-06-15,Carnes,-1.778
santa_cruz,2025-06-15,Compuesto,5.134
santa_cruz,2025-06-15,Congelados,3.289
santa_cruz,2025-06-15,Cuidado Personal,8.116
santa_cruz,2025-06-15,Cuidado del Bebé,8.104
santa_cruz,2025-06-15,Cuidado del Hogar,7.448
santa_cruz,2025-06-15,Farmacia Otc,0.000
santa_cruz,2025-06-15,Fiambres,4.632
santa_cruz,2025-06-15,Frutas y Verduras,10.340
santa_cruz,2025-06-15,Granos y Hortalizas,0.072
santa_cruz,2025-06-15,Lácteos y Derivados,4.424
santa_cruz,2025-06-15,Panadería,1.838
santa_cruz,2025-06-15,Pastelería y Masas Típicas,5.397
cochabamba,2025-06-16,Abarrotes,5.169
cochabamba,2025-06-16,Bazar,8.777
cochabamba,2025-06-16,Bebidas,5.966
cochabamba,2025-06-16,Carnes,5.782
cochabamba,2025-06-16,Compuesto,6.828
cochabamba,2025-06-16,Congelados,5.926
cochabamba,2025-06-16,Cuidado Personal,8.764
cochabamba,2025-06-16,Cuidado del Bebé,9.455
cochabamba,2025-06-16,Cuidado del Hogar,6.712
cochabamba,2025-06-16,Fiambres,3.010
cochabamba,2025-06-16,Frutas y Verduras,25.163
cochabamba,2025-06-16,Granos y Hortalizas,0.150
cochabamba,2025-06-16,Lácteos y Derivados,5.955
cochabamba,2025-06-16,Panadería,3.204
cochabamba,2025-06-16,Pastelería y Masas Típicas,3.434
la_paz,2025-06-16,Abarrotes,5.569
la_paz,2025-06-16,Bazar,8.946
la_paz,2025-06-16,Bebidas,6.707
la_paz,2025-06-16,Carnes,6.307
la_paz,2025-06-16,Compuesto,6.135
la_paz,2025-06-16,Congelados,3.507
la_paz,2025-06-16,Cuidado Personal,7.111
la_paz,2025-06-16,Cuidado del Bebé,10.351
la_paz,2025-06-16,Cuidado del Hogar,6.021
la_paz,2025-06-16,Fiambres,5.007
la_paz,2025-06-16,Frutas y Verduras,9.601
la_paz,2025-06-16,Granos y Hortalizas,0.254
la_paz,2025-06-16,Lácteos y Derivados,2.647
la_paz,2025-06-16,Panadería,4.257
la_paz,2025-06-16,Pastelería y Masas Típicas,4.241
santa_cruz,2025-06-16,Abarrotes,4.670
santa_cruz,2025-06-16,Bazar,13.046
santa_cruz,2025-06-16,Bebidas,6.592
santa_cruz,2025-06-16,Carnes,-1.778
santa_cruz,2025-06-16,Compuesto,5.124
santa_cruz,2025-06-16,Congelados,3.295
santa_cruz,2025-06-16,Cuidado Personal,8.116
santa_cruz,2025-06-16,Cuidado del Bebé,8.104
santa_cruz,2025-06-16,Cuidado del Hogar,7.448
santa_cruz,2025-06-16,Farmacia Otc,0.000
santa_cruz,2025-06-16,Fiambres,4.632
santa_cruz,2025-06-16,Frutas y Verduras,10.340
santa_cruz,2025-06-16,Granos y Hortalizas,0.072
santa_cruz,2025-06-16,Lácteos y Derivados,4.421
santa_cruz,2025-06-16,Panadería,1.811
santa_cruz,2025-06-16,Pastelería y Masas Típicas,5.397
cochabamba,2025-06-17,Abarrotes,5.169
cochabamba,2025-06-17,Bazar,8.777
cochabamba,2025-06-17,Bebidas,5.966
cochabamba,2025-06-17,Carnes,5.782
cochabamba,2025-06-17,Compuesto,6.828
cochabamba,2025-06-17,Congelados,5.926
cochabamba,2025-06-17,Cuidado Personal,8.764
cochabamba,2025-06-17,Cuidado del Bebé,9.455
cochabamba,2025-06-17,Cuidado del Hogar,6.712
cochabamba,2025-06-17,Fiambres,3.010
cochabamba,2025-06-17,Frutas y Verduras,25.163
cochabamba,2025-06-17,Granos y Hortalizas,0.150
cochabamba,2025-06-17,Lácteos y Derivados,5.955
cochabamba,2025-06-17,Panadería,3.204
cochabamba,2025-06-17,Pastelería y Masas Típicas,3.434
la_paz,2025-06-17,Abarrotes,5.569
la_paz,2025-06-17,Bazar,8.946
la_paz,2025-06-17,Bebidas,6.707
la_paz,2025-06-17,Carnes,6.307
la_paz,2025-06-17,Compuesto,6.135
la_paz,2025-06-17,Congelados,3.508
la_paz,2025-06-17,Cuidado Personal,7.111
la_paz,2025-06-17,Cuidado del Bebé,10.351
la_paz,2025-06-17,Cuidado del Hogar,6.021
la_paz,2025-06-17,Fiambres,5.007
la_paz,2025-06-17,Frutas y Verduras,9.601
la_paz,2025-06-17,Granos y Hortalizas,0.254
la_paz,2025-06-17,Lácteos y Derivados,2.647
la_paz,2025-06-17,Panadería,4.257
la_paz,2025-06-17,Pastelería y Masas Típicas,4.241
santa_cruz,2025-06-17,Abarrotes,4.670
santa_cruz,2025-06-17,Bazar,13.046
santa_cruz,2025-06-17,Bebidas,6.592
santa_cruz,2025-06-17,Carnes,-1.778
santa_cruz,2025-06-17,Compuesto,5.123
santa_cruz,2025-06-17,Congelados,3.295
santa_cruz,2025-06-17,Cuidado Personal,8.116
santa_cruz,2025-06-17,Cuidado del Bebé,8.104
santa_cruz,2025-06-17,Cuidado del Hogar,7.448
santa_cruz,2025-06-17,Farmacia Otc,0.000
santa_cruz,2025-06-17,Fiambres,4.632
santa_cruz,2025-06-17,Frutas y Verduras,10.340
santa_cruz,2025-06-17,Granos y Hortalizas,0.072
santa_cruz,2025-06-17,Lácteos y Derivados,4.421
santa_cruz,2025-06-17,Panadería,1.811
santa_cruz,2025-06-17,Pastelería y Masas Típicas,5.392
cochabamba,2025-06-18,Abarrotes,4.925
cochabamba,2025-06-18,Bazar,8.777
cochabamba,2025-06-18,Bebidas,4.010
cochabamba,2025-06-18,Carnes,5.927
cochabamba,2025-06-18,Compuesto,5.901
cochabamba,2025-06-18,Congelados,2.955
cochabamba,2025-06-18,Cuidado Personal,8.747
cochabamba,2025-06-18,Cuidado del Bebé,6.805
cochabamba,2025-06-18,Cuidado del Hogar,6.711
cochabamba,2025-06-18,Fiambres,3.043
cochabamba,2025-06-18,Frutas y Verduras,22.964
cochabamba,2025-06-18,Granos y Hortalizas,0.150
cochabamba,2025-06-18,Lácteos y Derivados,5.906
cochabamba,2025-06-18,Panadería,3.164
cochabamba,2025-06-18,Pastelería y Masas Típicas,3.434
la_paz,2025-06-18,Abarrotes,5.307
la_paz,2025-06-18,Bazar,8.946
la_paz,2025-06-18,Bebidas,4.434
la_paz,2025-06-18,Carnes,6.255
la_paz,2025-06-18,Compuesto,5.636
la_paz,2025-06-18,Congelados,3.535
la_paz,2025-06-18,Cuidado Personal,6.964
la_paz,2025-06-18,Cuidado del Bebé,4.160
la_paz,2025-06-18,Cuidado del Hogar,6.015
la_paz,2025-06-18,Fiambres,5.078
la_paz,2025-06-18,Frutas y Verduras,8.780
la_paz,2025-06-18,Granos y Hortalizas,0.254
la_paz,2025-06-18,Lácteos y Derivados,2.508
la_paz,2025-06-18,Panadería,5.128
la_paz,2025-06-18,Pastelería y Masas Típicas,4.439
santa_cruz,2025-06-18,Abarrotes,4.691
santa_cruz,2025-06-18,Bazar,13.046
santa_cruz,2025-06-18,Bebidas,6.589
santa_cruz,2025-06-18,Carnes,0.485
santa_cruz,2025-06-18,Compuesto,4.607
santa_cruz,2025-06-18,Congelados,0.596
santa_cruz,2025-06-18,Cuidado Personal,8.097
santa_cruz,2025-06-18,Cuidado del Bebé,5.023
santa_cruz,2025-06-18,Cuidado del Hogar,7.344
santa_cruz,2025-06-18,Farmacia Otc,0.000
santa_cruz,2025-06-18,Fiambres,4.160
santa_cruz,2025-06-18,Frutas y Verduras,10.672
santa_cruz,2025-06-18,Granos y Hortalizas,0.072
santa_cruz,2025-06-18,Lácteos y Derivados,3.576
santa_cruz,2025-06-18,Panadería,1.811
santa_cruz,2025-06-18,Pastelería y Masas Típicas,5.402
cochabamba,2025-06-19,Abarrotes,4.850
cochabamba,2025-06-19,Bazar,8.777
cochabamba,2025-06-19,Bebidas,4.074
cochabamba,2025-06-19,Carnes,6.990
cochabamba,2025-06-19,Compuesto,5.780
cochabamba,2025-06-19,Congelados,3.219
cochabamba,2025-06-19,Cuidado Personal,8.439
cochabamba,2025-06-19,Cuidado del Bebé,2.210
cochabamba,2025-06-19,Cuidado del Hogar,6.475
cochabamba,2025-06-19,Fiambres,3.053
cochabamba,2025-06-19,Frutas y Verduras,22.964
cochabamba,2025-06-19,Granos y Hortalizas,0.150
cochabamba,2025-06-19,Lácteos y Derivados,5.899
cochabamba,2025-06-19,Panadería,3.167
cochabamba,2025-06-19,Pastelería y Masas Típicas,2.478
la_paz,2025-06-19,Abarrotes,5.277
la_paz,2025-06-19,Bazar,8.997
la_paz,2025-06-19,Bebidas,4.456
la_paz,2025-06-19,Carnes,6.255
la_paz,2025-06-19,Compuesto,5.251
la_paz,2025-06-19,Congelados,3.498
la_paz,2025-06-19,Cuidado Personal,6.886
la_paz,2025-06-19,Cuidado del Bebé,1.849
la_paz,2025-06-19,Cuidado del Hogar,5.876
la_paz,2025-06-19,Fiambres,5.078
la_paz,2025-06-19,Frutas y Verduras,8.210
la_paz,2025-06-19,Granos y Hortalizas,0.254
la_paz,2025-06-19,Lácteos y Derivados,2.528
la_paz,2025-06-19,Panadería,3.248
la_paz,2025-06-19,Pastelería y Masas Típicas,3.254
santa_cruz,2025-06-19,Abarrotes,4.725
santa_cruz,2025-06-19,Bazar,13.667
santa_cruz,2025-06-19,Bebidas,6.564
santa_cruz,2025-06-19,Carnes,0.961
santa_cruz,2025-06-19,Compuesto,4.654
santa_cruz,2025-06-19,Congelados,0.409
santa_cruz,2025-06-19,Cuidado Personal,8.093
santa_cruz,2025-06-19,Cuidado del Bebé,5.023
santa_cruz,2025-06-19,Cuidado del Hogar,7.339
santa_cruz,2025-06-19,Farmacia Otc,0.000
santa_cruz,2025-06-19,Fiambres,4.228
santa_cruz,2025-06-19,Frutas y Verduras,9.660
santa_cruz,2025-06-19,Granos y Hortalizas,0.072
santa_cruz,2025-06-19,Lácteos y Derivados,3.991
santa_cruz,2025-06-19,Panadería,1.803
santa_cruz,2025-06-19,Pastelería y Masas Típicas,5.402
cochabamba,2025-06-20,Abarrotes,5.007
cochabamba,2025-06-20,Bazar,8.777
cochabamba,2025-06-20,Bebidas,4.037
cochabamba,2025-06-20,Carnes,6.916
cochabamba,2025-06-20,Compuesto,5.813
cochabamba,2025-06-20,Congelados,3.216
cochabamba,2025-06-20,Cuidado Personal,8.421
cochabamba,2025-06-20,Cuidado del Bebé,2.112
cochabamba,2025-06-20,Cuidado del Hogar,6.465
cochabamba,2025-06-20,Fiambres,3.509
cochabamba,2025-06-20,Frutas y Verduras,20.369
cochabamba,2025-06-20,Granos y Hortalizas,0.150
cochabamba,2025-06-20,Lácteos y Derivados,5.889
cochabamba,2025-06-20,Panadería,3.167
cochabamba,2025-06-20,Pastelería y Masas Típicas,2.478
la_paz,2025-06-20,Abarrotes,5.425
la_paz,2025-06-20,Bazar,8.997
la_paz,2025-06-20,Bebidas,4.478
la_paz,2025-06-20,Carnes,5.587
la_paz,2025-06-20,Compuesto,5.234
la_paz,2025-06-20,Congelados,3.492
la_paz,2025-06-20,Cuidado Personal,6.859
la_paz,2025-06-20,Cuidado del Bebé,2.072
la_paz,2025-06-20,Cuidado del Hogar,5.817
la_paz,2025-06-20,Fiambres,5.078
la_paz,2025-06-20,Frutas y Verduras,8.180
la_paz,2025-06-20,Granos y Hortalizas,0.254
la_paz,2025-06-20,Lácteos y Derivados,2.588
la_paz,2025-06-20,Panadería,3.308
la_paz,2025-06-20,Pastelería y Masas Típicas,3.254
santa_cruz,2025-06-20,Abarrotes,4.356
santa_cruz,2025-06-20,Bazar,13.667
santa_cruz,2025-06-20,Bebidas,5.744
santa_cruz,2025-06-20,Carnes,1.081
santa_cruz,2025-06-20,Compuesto,4.590
santa_cruz,2025-06-20,Congelados,0.452
santa_cruz,2025-06-20,Cuidado Personal,8.075
santa_cruz,2025-06-20,Cuidado del Bebé,5.954
santa_cruz,2025-06-20,Cuidado del Hogar,7.259
santa_cruz,2025-06-20,Farmacia Otc,0.000
santa_cruz,2025-06-20,Fiambres,4.228
santa_cruz,2025-06-20,Frutas y Verduras,9.660
santa_cruz,2025-06-20,Granos y Hortalizas,0.072
santa_cruz,2025-06-20,Lácteos y Derivados,3.955
santa_cruz,2025-06-20,Panadería,1.804
santa_cruz,2025-06-20,Pastelería y Masas Típicas,5.384
cochabamba,2025-06-21,Abarrotes,4.931
cochabamba,2025-06-21,Bazar,8.777
cochabamba,2025-06-21,Bebidas,4.037
cochabamba,2025-06-21,Carnes,6.850
cochabamba,2025-06-21,Compuesto,5.723
cochabamba,2025-06-21,Congelados,3.212
cochabamba,2025-06-21,Cuidado Personal,8.418
cochabamba,2025-06-21,Cuidado del Bebé,2.112
cochabamba,2025-06-21,Cuidado del Hogar,6.465
cochabamba,2025-06-21,Fiambres,3.509
cochabamba,2025-06-21,Frutas y Verduras,18.456
cochabamba,2025-06-21,Granos y Hortalizas,0.150
cochabamba,2025-06-21,Lácteos y Derivados,5.783
cochabamba,2025-06-21,Panadería,3.099
cochabamba,2025-06-21,Pastelería y Masas Típicas,2.492
la_paz,2025-06-21,Abarrotes,5.373
la_paz,2025-06-21,Bazar,8.997
la_paz,2025-06-21,Bebidas,4.478
la_paz,2025-06-21,Carnes,5.587
la_paz,2025-06-21,Compuesto,5.172
la_paz,2025-06-21,Congelados,2.928
la_paz,2025-06-21,Cuidado Personal,6.857
la_paz,2025-06-21,Cuidado del Bebé,2.139
la_paz,2025-06-21,Cuidado del Hogar,5.817
la_paz,2025-06-21,Fiambres,5.078
la_paz,2025-06-21,Frutas y Verduras,7.908
la_paz,2025-06-21,Granos y Hortalizas,0.254
la_paz,2025-06-21,Lácteos y Derivados,2.601
la_paz,2025-06-21,Panadería,3.308
la_paz,2025-06-21,Pastelería y Masas Típicas,3.256
santa_cruz,2025-06-21,Abarrotes,4.053
santa_cruz,2025-06-21,Bazar,11.736
santa_cruz,2025-06-21,Bebidas,4.925
santa_cruz,2025-06-21,Carnes,1.081
santa_cruz,2025-06-21,Compuesto,4.508
santa_cruz,2025-06-21,Congelados,0.408
santa_cruz,2025-06-21,Cuidado Personal,8.805
santa_cruz,2025-06-21,Cuidado del Bebé,6.768
santa_cruz,2025-06-21,Cuidado del Hogar,7.362
santa_cruz,2025-06-21,Farmacia Otc,0.000
santa_cruz,2025-06-21,Fiambres,4.228
santa_cruz,2025-06-21,Frutas y Verduras,9.660
santa_cruz,2025-06-21,Granos y Hortalizas,0.072
santa_cruz,2025-06-21,Lácteos y Derivados,3.882
santa_cruz,2025-06-21,Panadería,1.804
santa_cruz,2025-06-21,Pastelería y Masas Típicas,5.384
cochabamba,2025-06-22,Abarrotes,4.937
cochabamba,2025-06-22,Bazar,8.637
cochabamba,2025-06-22,Bebidas,4.071
cochabamba,2025-06-22,Carnes,10.993
cochabamba,2025-06-22,Compuesto,5.880
cochabamba,2025-06-22,Congelados,3.247
cochabamba,2025-06-22,Cuidado Personal,8.410
cochabamba,2025-06-22,Cuidado del Bebé,1.968
cochabamba,2025-06-22,Cuidado del Hogar,6.476
cochabamba,2025-06-22,Fiambres,3.549
cochabamba,2025-06-22,Frutas y Verduras,18.456
cochabamba,2025-06-22,Granos y Hortalizas,0.150
cochabamba,2025-06-22,Lácteos y Derivados,5.859
cochabamba,2025-06-22,Panadería,3.105
cochabamba,2025-06-22,Pastelería y Masas Típicas,2.450
la_paz,2025-06-22,Abarrotes,5.379
la_paz,2025-06-22,Bazar,8.876
la_paz,2025-06-22,Bebidas,4.489
la_paz,2025-06-22,Carnes,8.025
la_paz,2025-06-22,Compuesto,5.528
la_paz,2025-06-22,Congelados,2.959
la_paz,2025-06-22,Cuidado Personal,6.859
la_paz,2025-06-22,Cuidado del Bebé,2.159
la_paz,2025-06-22,Cuidado del Hogar,5.816
la_paz,2025-06-22,Fiambres,5.091
la_paz,2025-06-22,Frutas y Verduras,6.575
la_paz,2025-06-22,Granos y Hortalizas,1.249
la_paz,2025-06-22,Lácteos y Derivados,2.123
la_paz,2025-06-22,Panadería,3.274
la_paz,2025-06-22,Pastelería y Masas Típicas,5.023
santa_cruz,2025-06-22,Abarrotes,3.983
santa_cruz,2025-06-22,Bazar,11.736
santa_cruz,2025-06-22,Bebidas,4.872
santa_cruz,2025-06-22,Carnes,1.693
santa_cruz,2025-06-22,Compuesto,4.505
santa_cruz,2025-06-22,Congelados,0.408
santa_cruz,2025-06-22,Cuidado Personal,8.805
santa_cruz,2025-06-22,Cuidado del Bebé,6.771
santa_cruz,2025-06-22,Cuidado del Hogar,7.403
santa_cruz,2025-06-22,Farmacia Otc,0.000
santa_cruz,2025-06-22,Fiambres,4.229
santa_cruz,2025-06-22,Frutas y Verduras,9.660
santa_cruz,2025-06-22,Granos y Hortalizas,0.072
santa_cruz,2025-06-22,Lácteos y Derivados,3.803
santa_cruz,2025-06-22,Panadería,1.804
santa_cruz,2025-06-22,Pastelería y Masas Típicas,5.486
cochabamba,2025-06-23,Abarrotes,4.901
cochabamba,2025-06-23,Bazar,8.637
cochabamba,2025-06-23,Bebidas,4.071
cochabamba,2025-06-23,Carnes,10.919
cochabamba,2025-06-23,Compuesto,5.867
cochabamba,2025-06-23,Congelados,3.247
cochabamba,2025-06-23,Cuidado Personal,8.312
cochabamba,2025-06-23,Cuidado del Bebé,1.881
cochabamba,2025-06-23,Cuidado del Hogar,6.463
cochabamba,2025-06-23,Fiambres,3.549
cochabamba,2025-06-23,Frutas y Verduras,18.456
cochabamba,2025-06-23,Granos y Hortalizas,0.150
cochabamba,2025-06-23,Lácteos y Derivados,5.859
cochabamba,2025-06-23,Panadería,3.105
cochabamba,2025-06-23,Pastelería y Masas Típicas,2.450
la_paz,2025-06-23,Abarrotes,5.345
la_paz,2025-06-23,Bazar,8.876
la_paz,2025-06-23,Bebidas,4.489
la_paz,2025-06-23,Carnes,8.025
la_paz,2025-06-23,Compuesto,5.513
la_paz,2025-06-23,Congelados,2.959
la_paz,2025-06-23,Cuidado Personal,6.742
la_paz,2025-06-23,Cuidado del Bebé,2.114
la_paz,2025-06-23,Cuidado del Hogar,5.812
la_paz,2025-06-23,Fiambres,5.091
la_paz,2025-06-23,Frutas y Verduras,6.575
la_paz,2025-06-23,Granos y Hortalizas,1.249
la_paz,2025-06-23,Lácteos y Derivados,2.123
la_paz,2025-06-23,Panadería,3.277
la_paz,2025-06-23,Pastelería y Masas Típicas,5.023
santa_cruz,2025-06-23,Abarrotes,3.974
santa_cruz,2025-06-23,Bazar,11.736
santa_cruz,2025-06-23,Bebidas,4.866
santa_cruz,2025-06-23,Carnes,1.693
santa_cruz,2025-06-23,Compuesto,4.398
santa_cruz,2025-06-23,Congelados,0.317
santa_cruz,2025-06-23,Cuidado Personal,8.805
santa_cruz,2025-06-23,Cuidado del Bebé,6.771
santa_cruz,2025-06-23,Cuidado del Hogar,7.403
santa_cruz,2025-06-23,Farmacia Otc,0.000
santa_cruz,2025-06-23,Fiambres,4.229
santa_cruz,2025-06-23,Frutas y Verduras,9.660
santa_cruz,2025-06-23,Granos y Hortalizas,0.072
santa_cruz,2025-06-23,Lácteos y Derivados,3.784
santa_cruz,2025-06-23,Panadería,1.804
santa_cruz,2025-06-23,Pastelería y Masas Típicas,2.891
cochabamba,2025-06-24,Abarrotes,4.901
cochabamba,2025-06-24,Bazar,8.637
cochabamba,2025-06-24,Bebidas,4.071
cochabamba,2025-06-24,Carnes,10.919
cochabamba,2025-06-24,Compuesto,5.884
cochabamba,2025-06-24,Congelados,3.247
cochabamba,2025-06-24,Cuidado Personal,8.312
cochabamba,2025-06-24,Cuidado del Bebé,1.881
cochabamba,2025-06-24,Cuidado del Hogar,6.463
cochabamba,2025-06-24,Fiambres,3.549
